baboon_ID	human_ID	orthotype	OMAgroup
ENSPANG00000001530	AAH38230	1:1	662032
ENSPANG00000006211	AAB63676	1:1	748385
ENSPANG00000008951	AAH58027	1:1	826327
ENSPANG00000026385	AAD55586	1:1	792263
ENSPANG00000016059	AAH15928	1:1	507581
ENSPANG00000007937	AAH04154	1:1	730604
ENSPANG00000011687	AAH20584	1:1	530435
ENSPANG00000007936	ENSG00000185261.14	1:1	814034
ENSPANG00000022645	AAH54885	1:1	826656
ENSPANG00000004268	AAH30005	1:1	641963
ENSPANG00000004680	AAH36047	1:1	748759
ENSPANG00000007857	AEP43751	1:1	773338
ENSPANG00000006607	AAH24023	1:1	702125
ENSPANG00000014451	AAH32832	1:1	746079
ENSPANG00000013569	AAH20231	1:1	842479
ENSPANG00000003280	AAC35798	1:1	736123
ENSPANG00000010567	AAC51232	1:1	551971
ENSPANG00000017203	AAA59918	1:1	549235
ENSPANG00000016058	AAA52066	1:1	808736
ENSPANG00000004373	AAF07395	1:1	797488
ENSPANG00000006471	AAG28383	1:1	797494
ENSPANG00000010943	AAB66672	1:1	797496
ENSPANG00000002293	AAH36467	1:1	829047
ENSPANG00000011977	AAH00953	1:1	552026
ENSPANG00000004372	ENSG00000174136.11	1:1	811999
ENSPANG00000006387	AAB87381	1:1	547319
ENSPANG00000025088	AAH27332	1:1	738449
ENSPANG00000013345	AAC41775	1:1	824207
ENSPANG00000025702	ENSG00000198242.13	n:1	
ENSPANG00000020937	AAH34976	1:1	556459
ENSPANG00000010566	AAA36414	1:1	852085
ENSPANG00000007271	AAH15325	1:1	649744
ENSPANG00000019388	AAH09203	1:1	795718
ENSPANG00000004266	AAH26748	1:1	746349
ENSPANG00000025087	AAB60377	1:1	660355
ENSPANG00000006161	AAA61190	1:1	808732
ENSPANG00000006644	AAD05420	n:1	305803
ENSPANG00000006210	AAH30826	1:1	834747
ENSPANG00000008221	AAC50302	1:1	836647
ENSPANG00000022644	BAG59166	1:1	827972
ENSPANG00000004371	AAA03587	1:1	854951
ENSPANG00000004066	ENSG00000145777.14	1:1	757716
ENSPANG00000004679	AAI33026	1:1	546978
ENSPANG00000003801	AAA18251	1:1	549522
ENSPANG00000012209	AAH42956	1:1	785665
ENSPANG00000007935	AAI14943	1:1	809655
ENSPANG00000003997	AAA03586	1:1	797207
ENSPANG00000004370	AAH10947	1:1	681497
ENSPANG00000003025	AAA60136	1:1	775449
ENSPANG00000009346	AAA98669	1:1	550064
ENSPANG00000007042	ENSG00000172795.15	1:1	829165
ENSPANG00000020012	AAA52069	1:1	827889
ENSPANG00000003219	AAH22515	1:1	550113
ENSPANG00000024470	AAI37286	1:1	846773
ENSPANG00000002292	ENSG00000080709.14	1:1	542288
ENSPANG00000012019	AAH45164	1:1	515013
ENSPANG00000019840	AAA35888	1:1	844093
ENSPANG00000011685	AAH31242	1:1	495018
ENSPANG00000007270	AAH28369	1:1	832933
ENSPANG00000011976	AAD34104	1:1	498655
ENSPANG00000010660	AAB58352	1:1	492006
ENSPANG00000023494	AAD03779	1:1	839325
ENSPANG00000020424	AAH68560	1:1	797501
ENSPANG00000006470	ENSG00000268223.3	1:1	809553
ENSPANG00000011684	AAD44489	1:1	665485
ENSPANG00000003800	EAW48937	1:1	771133
ENSPANG00000011932	AAI14509	1:1	846459
ENSPANG00000011300	ENSG00000172869.14	1:1	516301
ENSPANG00000018502	AAC72975	1:1	822562
ENSPANG00000011683	AAD08652	1:1	508557
ENSPANG00000008126	AAH40622	1:1	264990
ENSPANG00000001777	AAF65446	1:1	798797
ENSPANG00000001915	AAH34419	1:1	860876
ENSPANG00000003799	AAH17102	1:1	758935
ENSPANG00000025086	AAA16870	1:1	550691
ENSPANG00000003431	AAI33023	1:1	808247
ENSPANG00000003083	AAD30362	1:1	802999
ENSPANG00000011931	AAB99852	1:1	808965
ENSPANG00000007041	ENSG00000064652.10	1:1	831579
ENSPANG00000024146	AAB31350	1:1	548522
ENSPANG00000020936	AAF78078	1:1	552502
ENSPANG00000008620	BAC04155	1:1	818264
ENSPANG00000010942	AAD26525	1:1	
ENSPANG00000011668	AAD42872	1:1	550923
ENSPANG00000004678	AAH08590	1:1	759959
ENSPANG00000012208	ENSG00000164904.16	1:1	661716
ENSPANG00000010164	AAH21161	1:1	844865
ENSPANG00000011682	AAA36162	1:1	552842
ENSPANG00000006160	AAH47569	1:1	727191
ENSPANG00000006534	AAH20198	1:1	551156
ENSPANG00000003082	AAH17066	1:1	
ENSPANG00000003662	AAI47013	1:1	788533
ENSPANG00000007040	AAC50561	1:1	756815
ENSPANG00000008220	AAA18950	1:1	552963
ENSPANG00000004065	AAD29443	1:1	549179
ENSPANG00000011667	AAH08367	1:1	662302
ENSPANG00000020423	CAC84565	1:1	553180
ENSPANG00000012466	AAA82926	1:1	851448
ENSPANG00000012368	AAH37930	1:1	850247
ENSPANG00000006469	AAF87598	1:1	
ENSPANG00000023266	AAI33704	1:1	858149
ENSPANG00000002759	AAH01956	1:1	805961
ABW96792.1	AAD17853	1:1	547297
ABW96793.1	AAA35725	1:1	700168
ABW96794.1	AAA52121	1:1	776375
ENSPANG00000003024	AAB71339	1:1	
ENSPANG00000011299	AAC52072	1:1	817242
ABW96796.1	AAH28313	1:1	549937
ABW96797.1	AAC24828	1:1	547648
ENSPANG00000003668	AAB07119	1:1	547064
ENSPANG00000014875	AAA36043	1:1	736934
ABW96799.1	AAA74469	1:1	753290
ABW96801.1	ENSG00000169194.9	1:1	306692
ABW96802.1	AAA59149	1:1	754749
ENSPANG00000003996	ENSG00000131437.15	1:1	547904
ABW96804.1	AAG09407	1:1	
ENSPANG00000009548	AAI32838	1:1	752876
ABW96805.1	ENSG00000198944.5	1:1	643503
ABW96806.1	AAI04915	1:1	731651
ABW96807.1	AAC08450	1:1	262803
ABW96808.1	AAH70199	1:1	800579
ABW96809.1	AAF18981	1:1	550586
ENSPANG00000003667	AAH05211	1:1	548798
ENSPANG00000020837	AAA02807	1:1	548324
ENSPANG00000003666	AAH24300	1:1	825479
ENSPANG00000006159	AAF86955	1:1	273640
ENSPANG00000006997	AAA61272	1:1	810732
ENSPANG00000008618	AAA79202	1:1	864700
ENSPANG00000010835	AAA36466	1:1	547073
ENSPANG00000010940	AAF36509	1:1	555580
ENSPANG00000010163	AAA35982	1:1	547777
ENSPANG00000008879	AAH08293	1:1	789904
ENSPANG00000003278	EAW62256	1:1	681373
ENSPANG00000005732	AAD40372	1:1	775033
ENSPANG00000002425	AAH09325	1:1	547204
ENSPANG00000010658	AAA59420	1:1	306719
ENSPANG00000025084	ENSG00000145833.15	1:1	547363
ENSPANG00000001914	AAH53677	1:1	803298
ENSPANG00000018501	AAH01615	1:1	782163
ENSPANG00000010939	AAH54021	1:1	741701
ENSPANG00000005114	AAI01693	1:1	788274
ENSPANG00000003081	AAB65251	1:1	746043
ENSPANG00000002758	AAC33433	1:1	550873
ENSPANG00000014817	BAC85138	1:1	303562
ENSPANG00000004163	AAB37575	1:1	725380
ENSPANG00000008617	AAD03839	1:1	303645
ENSPANG00000004440	ENSG00000145832.12	1:1	
ENSPANG00000020836	AAA35887	1:1	755715
ENSPANG00000019400	AAB66905	1:1	773029
ENSPANG00000005113	AAA61163	1:1	668680
ENSPANG00000005514	AAB66353	1:1	831958
ENSPANG00000003827	AAI28186	1:1	549449
ENSPANG00000003995	AAC24945	1:1	800175
ENSPANG00000012207	AAB97127	1:1	556305
ENSPANG00000012900	AAA65094	1:1	550131
ENSPANG00000011665	EAW62178	1:1	776425
ENSPANG00000012367	AAD46478	1:1	739559
ENSPANG00000015424	AAF63764	1:1	734500
ENSPANG00000001334	ENSG00000061492.11	1:1	843684
ENSPANG00000001335	AAC64358	1:1	865876
ENSPANG00000003023	ENSG00000112983.17	1:1	549075
ENSPANG00000007094	AAC83230	1:1	549002
ENSPANG00000006158	AAC70920	1:1	547320
ENSPANG00000011298	AAC24355	1:1	835797
ENSPANG00000024865	AAA35666	1:1	790156
ENSPANG00000006209	AAF63766	1:1	832008
ENSPANG00000006996	AAF63765	1:1	843387
ENSPANG00000018500	AAF63767	1:1	775450
ENSPANG00000012366	AAA35815	1:1	551897
ENSPANG00000005703	AAA67526	1:1	546796
ENSPANG00000010409	AAA18949	1:1	681412
ENSPANG00000002757	AAI26409	1:1	268369
ENSPANG00000026021	ENSG00000120725.12	1:1	711920
ENSPANG00000008705	AAF36138	1:1	777216
ENSPANG00000024864	ENSG00000170482.16	1:1	771353
ENSPANG00000011664	AAF36110	1:1	797245
ENSPANG00000007176	BAG64269	1:1	560687
ENSPANG00000003080	AAH50563	1:1	782171
ENSPANG00000008878	AAH30162	1:1	857771
ENSPANG00000003457	ENSG00000283288.1	1:1	303658
ENSPANG00000002424	AAH47779	1:1	830491
ENSPANG00000012017	AAA91461	n:m	547124
ENSPANG00000012017	AAA91460	n:m	
ENSPANG00000011930	AAF36115	1:1	761626
ENSPANG00000002492	AAH38233	1:1	797213
ENSPANG00000013950	AAH35228	n:1	
ENSPANG00000003664	AAA60229	1:1	755675
ENSPANG00000018284	AAH17422	1:1	261735
ENSPANG00000003994	AAH13643	1:1	549078
ENSPANG00000016007	AAH03620	1:1	
ENSPANG00000011663	AAA35956	1:1	796797
ENSPANG00000002472	AAI36263	1:1	516623
ENSPANG00000000201	AAC39761	1:1	516349
ENSPANG00000008615	AAG02114	1:1	786160
ENSPANG00000006033	AAF65172	1:1	792943
ENSPANG00000024663	AAH09906	1:1	711961
ENSPANG00000011929	AAA51930	1:1	270417
ENSPANG00000003022	AAF69602	1:1	811822
ENSPANG00000019171	AAB32531	1:1	839273
ENSPANG00000015777	AAH68485	1:1	854465
ENSPANG00000007892	AAH33496	1:1	803010
ENSPANG00000011928	AAA58668	1:1	865201
ENSPANG00000011662	AAA73972	1:1	865204
ENSPANG00000009513	AAC34319	1:1	565420
ENSPANG00000003199	AAC34313	1:1	558655
ENSPANG00000009547	AAC34317	1:1	267415
ENSPANG00000008307	AAC34315	1:1	568731
ENSPANG00000002423	AAD43698	1:1	555062
ENSPANG00000007852	AAD43749	1:1	557476
ENSPANG00000003559	ENSG00000113205.5	1:1	560682
ENSPANG00000014179	ENSG00000113209.8	1:1	558651
ENSPANG00000023782	ENSG00000113211.5	1:1	609482
ENSPANG00000001214	AAD43761	1:1	559157
ENSPANG00000011661	AAD43753	1:1	560444
ENSPANG00000019433	AAD43754	1:1	557369
ENSPANG00000000311	AAH69458	1:1	498022
ENSPANG00000000647	AAB60347	1:1	552146
ENSPANG00000009430	AAD43728	1:1	560199
ENSPANG00000014874	AAC05373	1:1	550540
ENSPANG00000007093	AAB87752	1:1	812416
ENSPANG00000012116	AAH63469	1:1	762206
ENSPANG00000012206	AAH47016	1:1	553809
ENSPANG00000024671	BAG58593	1:1	740928
ENSPANG00000009429	AAA36418	1:1	553888
ENSPANG00000002756	AAH07855	1:1	738310
ENSPANG00000006995	AAF61931	1:1	551144
ENSPANG00000012016	AAD21842	1:1	496312
ENSPANG00000014429	ENSG00000113552.15	1:1	861535
ENSPANG00000006032	AAH04317	1:1	828262
ENSPANG00000003368	ENSG00000187678.8	1:1	271104
ABY63630.1	AAA51672	1:1	787955
ENSPANG00000000313	AAD39482	1:1	734465
ENSPANG00000003021	AAA16603	1:1	835064
ENSPANG00000009344	AAG48521	1:1	495183
ENSPANG00000010407	AAI11963	1:1	785984
ENSPANG00000008877	AAH12033	1:1	750625
ENSPANG00000014873	ENSG00000204928.1	1:1	808270
ENSPANG00000007890	AAH31650	1:1	850532
ENSPANG00000018728	ENSG00000279244.1	n:m	
ENSPANG00000018728	ENSG00000279745.1	n:m	
ENSPANG00000002663	AAI31799	1:1	490199
ENSPANG00000015776	AAH33524	1:1	547878
ENSPANG00000008306	AAA57160	1:1	793437
ENSPANG00000026072	AAB80727	1:1	548645
ENSPANG00000016847	AAO85069	1:1	756440
ENSPANG00000010162	AAA36493	1:1	813725
ENSPANG00000002755	BAH14313	1:1	549464
ENSPANG00000013090	ABV80252	1:1	817088
ENSPANG00000001092	AAH17354	1:1	266927
ENSPANG00000001093	AAH24232	1:1	790158
ENSPANG00000012365	AAA36521	1:1	771177
ENSPANG00000019122	AAH21680	1:1	769900
ENSPANG00000007092	AAK97139	1:1	555002
ENSPANG00000024863	AFB83536	1:1	753947
ENSPANG00000007464	AAH32003	1:1	815966
ENSPANG00000016765	AAI28164	1:1	306749
ENSPANG00000012115	AAI09386	1:1	284086
ENSPANG00000008614	AAI37531	1:1	728921
ENSPANG00000026422	AAG17983	1:1	830799
ENSPANG00000017118	AAH74755	1:1	657289
ENSPANG00000025700	AAA88015	1:1	657318
ENSPANG00000012855	AAI13880	1:1	764747
ENSPANG00000012205	AAH01665	1:1	551711
ENSPANG00000024862	AAH40723	1:1	843301
ENSPANG00000013468	AAH36678	1:1	826946
ENSPANG00000005731	AAH00014	1:1	689226
ENSPANG00000010657	AAF01318	1:1	748490
ENSPANG00000010406	AAC41760	1:1	548107
ENSPANG00000013089	BAC85655	1:1	497762
ENSPANG00000009512	AAI32972	1:1	804974
ENSPANG00000019517	AAB69155	1:1	792120
ENSPANG00000008875	AAA70081	1:1	771366
ENSPANG00000023729	AAI17250	1:1	699487
ENSPANG00000023318	AAB51697	1:1	306738
ENSPANG00000018729	AAA35834	1:1	808018
ENSPANG00000023735	AAA36427	1:1	792957
ENSPANG00000007091	AAA80284	1:1	533161
ENSPANG00000006208	ENSG00000011083.8	1:1	788738
ENSPANG00000013259	AAD30558	1:1	551041
ENSPANG00000013185	AAI29996	1:1	748774
ENSPANG00000021403	AAB40722	1:1	552440
ENSPANG00000003593	ENSG00000019582.14	1:1	808077
ENSPANG00000019432	AAD29715	1:1	828171
ENSPANG00000011660	AAB59505	1:1	829404
ENSPANG00000010405	AAA67765	1:1	731067
ENSPANG00000008125	AAI42684	1:1	828363
ENSPANG00000007889	AAH69380	1:1	834749
ENSPANG00000011297	AAC99998	1:1	774780
ENSPANG00000020110	AAF03896	1:1	848263
ENSPANG00000009748	AAG53959	1:1	262894
ENSPANG00000026071	AAI17249	1:1	267639
ENSPANG00000010161	AAB41438	1:1	826324
ENSPANG00000013721	AAA35656	1:1	762153
ENSPANG00000016192	BAF85530	1:1	810039
ENSPANG00000003592	AAA35907	1:1	832316
ENSPANG00000016764	AAI01093	1:1	551141
ENSPANG00000023734	AAI01101	1:1	548258
ENSPANG00000009511	AAI36438	1:1	547620
ENSPANG00000003561	AAF61928	1:1	555896
ENSPANG00000008874	AAA60570	1:1	803560
ENSPANG00000003198	ENSG00000177556.11	n:1	
ENSPANG00000017662	AAB07787	1:1	547606
ENSPANG00000007038	AAH74980	1:1	637257
ENSPANG00000002471	AAF82755	1:1	
ENSPANG00000017117	AAA58395	1:1	
ENSPANG00000006589	AAF76523	1:1	784720
ENSPANG00000008613	AAC41753	1:1	826307
ENSPANG00000013928	AAH07224	1:1	677262
ENSPANG00000005222	AAH09829	1:1	798177
ENSPANG00000013720	AAD19280	1:1	802834
ENSPANG00000008080	ENSG00000155506.16	1:1	548653
ENSPANG00000002470	AAH04506	1:1	648218
ENSPANG00000010310	AAD02685	1:1	761416
ENSPANG00000024861	AAH08776	1:1	798741
ENSPANG00000007037	ENSG00000082515.17	1:1	840684
ENSPANG00000023220	ABB92415	1:1	550068
ENSPANG00000003591	AAC50921	1:1	769011
ENSPANG00000008704	AAH08988	1:1	554989
ENSPANG00000013258	ENSG00000113249.12	1:1	556298
ENSPANG00000008124	AAH20843	1:1	561476
ENSPANG00000009343	AAC52115	1:1	730328
ENSPANG00000003197	AAH22035	1:1	754766
ENSPANG00000007090	AAA36748	1:1	549244
ENSPANG00000006207	AAD45723	1:1	719148
ENSPANG00000017073	AAH22570	1:1	812618
ENSPANG00000013719	AAI05709	1:1	
ENSPANG00000011296	AAF22162	1:1	549512
ENSPANG00000026421	AAH33492	1:1	812016
ENSPANG00000003455	AAH00047	1:1	865813
ENSPANG00000013184	AAH04467	1:1	554941
ENSPANG00000010656	AAF19643	1:1	848467
ENSPANG00000003367	AAH42684	1:1	814188
ENSPANG00000001917	AAH13425	1:1	860813
ENSPANG00000000116	AAA35695	1:1	835640
ENSPANG00000000117	AAB59485	1:1	657317
ENSPANG00000005268	AAB36871	1:1	547935
ENSPANG00000013257	AAH35076	1:1	552233
ENSPANG00000003196	AAH13353	1:1	752880
ENSPANG00000010655	ENSG00000145861.7	1:1	551367
ENSPANG00000006850	AAD13774	1:1	515583
ENSPANG00000011295	AAC64409	1:1	261216
ENSPANG00000005791	AAB29370	1:1	637275
ENSPANG00000013060	AAB36480	1:1	637250
ENSPANG00000003019	ENSG00000022355.16	1:1	637261
ENSPANG00000006206	AAD50273	1:1	637280
ENSPANG00000020109	AAB03903	n:1	752883
ENSPANG00000017116	AAH17934	1:1	748276
ENSPANG00000009036	AAC32548	1:1	549270
ENSPANG00000009830	AAF28477	1:1	
ENSPANG00000009342	BAA86441	1:1	556861
ENSPANG00000008950	AAH04394	1:1	839783
ENSPANG00000012015	AAB35627	1:1	860590
ENSPANG00000024859	ENSG00000188573.7	1:1	850904
ENSPANG00000007635	AAH13705	1:1	835114
ENSPANG00000004784	ENSG00000144713.12	n:1	
ENSPANG00000005313	AAD19336	1:1	549839
ENSPANG00000012364	AAG01408	1:1	550851
ENSPANG00000013927	AAH16996	1:1	685656
ENSPANG00000012014	ENSG00000204767.3	1:1	787946
ENSPANG00000013256	AAA92041	1:1	818943
ENSPANG00000003590	EAW61482	1:1	303667
ENSPANG00000008703	AAC50135	1:1	551572
ENSPANG00000008079	AAA81327	1:1	786009
ENSPANG00000005266	AAF33682	1:1	549807
ENSPANG00000013183	AAC24194	1:1	
ENSPANG00000002592	AAG44255	1:1	843438
ENSPANG00000000216	AAH17291	1:1	809795
ENSPANG00000017661	AAC62240	1:1	800234
ENSPANG00000003366	ENSG00000185662.8	1:1	749818
ENSPANG00000006849	AAF04528	1:1	550046
ENSPANG00000009341	AAH70077	1:1	548742
ENSPANG00000003762	ENSG00000214360.4	1:1	773354
ENSPANG00000002422	AAH19910	1:1	497192
ENSPANG00000013857	AAZ99795	1:1	555521
ENSPANG00000001624	ACV53563	1:1	849855
ENSPANG00000012363	AAH22463	1:1	709078
ENSPANG00000023223	AAG44724	1:1	542412
ENSPANG00000012204	AAA60279	n:m	
ENSPANG00000012204	AAD39846	n:m	
ENSPANG00000011468	AAI19715	1:1	753133
ENSPANG00000013059	AAH41709	1:1	759955
ENSPANG00000003761	AAC00020	1:1	798687
ENSPANG00000012362	AAC50470	1:1	842554
ENSPANG00000013255	AAC27036	1:1	790421
ENSPANG00000005513	AAH03114	1:1	721172
ENSPANG00000009300	AAH36899	1:1	795915
ENSPANG00000024858	AAH34971	1:1	265016
ENSPANG00000011293	AAH04954	1:1	822574
ENSPANG00000013222	AAB33867	1:1	802365
ENSPANG00000017071	AAB26273	1:1	657332
ENSPANG00000023643	AAH20517	1:1	862627
ENSPANG00000019607	ENSG00000113749.7	1:1	657346
ENSPANG00000023733	AAC50229	1:1	790935
ENSPANG00000012114	AAH06849	1:1	640875
ENSPANG00000008039	AAF17226	1:1	552930
ENSPANG00000008949	ENSG00000170085.17	1:1	822365
ENSPANG00000014157	AAH06316	n:1	759975
ENSPANG00000011859	BAC04820	1:1	775050
ENSPANG00000013926	AAD34112	1:1	826015
ENSPANG00000001916	AAH07502	1:1	813771
ENSPANG00000002754	AAA51818	1:1	843275
ENSPANG00000012854	AAH01069	1:1	716164
ENSPANG00000009299	AAH39833	1:1	553805
ENSPANG00000009510	AAI30283	1:1	554270
ENSPANG00000007313	AAH52950	1:1	556401
ENSPANG00000014009	AAB30860	1:1	802319
ENSPANG00000014775	ENSG00000175766.11	1:1	841555
ENSPANG00000012113	ENSG00000048140.17	1:1	641209
ENSPANG00000011858	AAH09333	1:1	835912
ENSPANG00000002753	AAC50422	1:1	
ENSPANG00000010403	AAF14875	1:1	741332
ENSPANG00000023732	AAD52018	1:1	796495
ENSPANG00000012360	AAA63208	1:1	548907
ENSPANG00000016763	AAK92049	1:1	783140
ENSPANG00000013856	EAW52519	1:1	
ENSPANG00000011857	AAH10006	1:1	522174
ENSPANG00000001623	AAD34101	1:1	750622
ENSPANG00000013182	AAA19572	1:1	797357
ENSPANG00000011467	AAB92613	1:1	807640
ENSPANG00000014008	AAA36354	1:1	721718
ENSPANG00000008365	AAA51986	1:1	808237
ENSPANG00000020835	AAA03565	1:1	553039
ENSPANG00000013254	AAH04261	1:1	822419
ENSPANG00000002421	AAA16256	1:1	553590
ENSPANG00000009298	AAC37565	1:1	552417
ENSPANG00000005512	AAH04564	1:1	268771
ENSPANG00000012013	ENSG00000183258.11	1:1	547295
ENSPANG00000013568	ENSG00000146067.15	1:1	787730
ENSPANG00000002752	AAH01123	1:1	498657
ENSPANG00000014156	AAF22225	1:1	847305
ENSPANG00000006385	AAC27900	1:1	533167
ENSPANG00000022950	AAH53323	1:1	552373
ENSPANG00000011466	AAH09911	1:1	851655
ENSPANG00000019121	AAF28964	1:1	861737
ENSPANG00000014427	ENSG00000197451.11	1:1	
ENSPANG00000016441	AAH08009	1:1	
ENSPANG00000014774	AAG10074	1:1	548244
ENSPANG00000013855	AAD05335	1:1	267771
ENSPANG00000013252	AAI04778	1:1	735071
ENSPANG00000013925	AAI32780	1:1	558506
ENSPANG00000009509	AAI05062	1:1	555889
ENSPANG00000006031	AAB82068	1:1	641444
ENSPANG00000014426	BAG62217	1:1	558830
ENSPANG00000002751	AAH63312	1:1	267991
ENSPANG00000005312	CAA05880	1:1	550404
ENSPANG00000019170	AAH32571	1:1	550564
ENSPANG00000012012	ENSG00000204659.4	1:1	309381
ENSPANG00000013567	AAA21013	1:1	675262
ENSPANG00000009297	AAF34658	1:1	551834
ENSPANG00000014425	AAA20467	1:1	833771
ENSPANG00000009339	AAH09464	1:1	802199
ENSPANG00000012011	AAA93299	1:1	753907
ENSPANG00000002750	AAD51611	1:1	757784
ENSPANG00000003016	AAH08919	1:1	530260
ENSPANG00000003726	AAH36802	1:1	731508
ENSPANG00000013251	AAA56831	1:1	550692
ENSPANG00000016006	AAH00012	1:1	678064
ENSPANG00000016191	AAI52470	1:1	849464
ENSPANG00000016325	AAA85215	1:1	557483
ENSPANG00000003356	AAI40757	1:1	271716
ENSPANG00000005626	AAA52563	1:1	850109
ENSPANG00000007886	AAI40762	1:1	560201
ENSPANG00000023820	BAC05724	n:1	271607
ENSPANG00000013854	BAC05724	n:1	
ENSPANG00000005702	AAK95099	1:1	271631
ENSPANG00000007885	AAG53486	1:1	515025
ENSPANG00000013853	AAG23782	1:1	515035
ENSPANG00000012203	AAA59626	1:1	546994
ENSPANG00000006678	AAH07372	1:1	709691
ENSPANG00000017529	AAC13989	1:1	755474
ENSPANG00000020140	AAG28577	1:1	266309
ENSPANG00000014834	AAB39469	1:1	271323
ENSPANG00000020142	AAA36617	1:1	549211
ENSPANG00000018281	AAD34129	1:1	
ENSPANG00000020144	ENSG00000166206.14	1:1	637247
ENSPANG00000020148	AAA58490	1:1	637259
ENSPANG00000020154	AAA36430	1:1	549460
ENSPANG00000020118	AAD08657	1:1	844631
ENSPANG00000020062	BAC67707	1:1	523050
ENSPANG00000020065	AAH00957	1:1	523044
ENSPANG00000020068	AAH01306	1:1	719149
ENSPANG00000020044	ENSG00000275835.4	1:1	834254
ENSPANG00000020047	ENSG00000261649.6	1:1	574776
ENSPANG00000020050	AAB50203	1:1	823575
ENSPANG00000007083	AAG38607	1:1	658921
ENSPANG00000020052	EAW51506	1:1	548676
ENSPANG00000020053	ENSG00000261739.2	n:m	
ENSPANG00000020053	ENSG00000153684.14	n:m	
ENSPANG00000020053	ENSG00000183629.13	n:m	269720
ENSPANG00000020053	ENSG00000188626.6	n:m	
ENSPANG00000020053	ENSG00000179938.12	n:m	
ENSPANG00000020041	ENSG00000277322.1	1:m	
ENSPANG00000020041	ENSG00000277865.4	1:m	
ENSPANG00000020041	ENSG00000273976.1	1:m	574832
ENSPANG00000020031	AAH47882	1:1	839283
ENSPANG00000020027	AHW56523	1:1	496539
ENSPANG00000020025	AAC80000	1:1	800774
ENSPANG00000019999	AAD26864	1:1	
ENSPANG00000019951	AAH35668	1:1	812850
ENSPANG00000019953	AAI01347	1:m	
ENSPANG00000019953	AAA83561	1:m	637269
ENSPANG00000019937	ENSG00000261739.2	n:m	
ENSPANG00000019937	ENSG00000153684.14	n:m	
ENSPANG00000019937	ENSG00000183629.13	n:m	
ENSPANG00000019937	ENSG00000188626.6	n:m	501920
ENSPANG00000019937	ENSG00000179938.12	n:m	
ENSPANG00000019869	ENSG00000261739.2	n:m	
ENSPANG00000019869	ENSG00000153684.14	n:m	501870
ENSPANG00000019869	ENSG00000183629.13	n:m	
ENSPANG00000019869	ENSG00000188626.6	n:m	
ENSPANG00000019869	ENSG00000179938.12	n:m	
ENSPANG00000019871	AAH05349	1:1	759498
ENSPANG00000003456	AAC39725	1:1	800148
ENSPANG00000019875	AAI03693	1:1	266196
ENSPANG00000019877	AAF91470	1:1	835396
ENSPANG00000003218	AAA51569	1:1	657310
ENSPANG00000019866	AAG44477	1:1	497746
ENSPANG00000019855	BAB71379	1:1	728625
ENSPANG00000019856	AAH26234	1:1	733108
ENSPANG00000019858	AAF36104	1:1	853786
ENSPANG00000019849	AAD25337	1:1	756789
ENSPANG00000019824	AAH08886	1:1	864200
ENSPANG00000019825	AAI14519	1:1	761586
ENSPANG00000019767	AAC19156	1:1	681067
ENSPANG00000019768	AAD54234	1:1	828858
ENSPANG00000019679	AAB59619	1:1	784107
ENSPANG00000019671	AAH36913	1:1	515677
ENSPANG00000025699	AAH71603	1:1	267271
ENSPANG00000019657	AAH08485	1:1	
ENSPANG00000019620	ENSG00000186073.11	1:1	679098
ENSPANG00000019600	AAB70270	1:1	850821
ENSPANG00000019603	AAH29221	1:1	795715
ENSPANG00000019605	AAH18015	1:1	791475
ENSPANG00000019500	AAH93898	1:1	779508
ENSPANG00000019502	AAA36741	1:1	817984
ENSPANG00000019504	AAH45191	1:1	731680
ENSPANG00000019505	ENSG00000198242.13	n:1	
ENSPANG00000003483	AAB52726	1:1	309386
ENSPANG00000019506	AAH67106	1:1	796982
ENSPANG00000019490	AAA59066	1:1	796417
ENSPANG00000019492	AAH60783	1:1	812819
ENSPANG00000019488	AAC06260	1:1	851684
ENSPANG00000019484	EAW92396	1:1	552343
ENSPANG00000011548	ENSG00000230778.1	1:1	309166
ENSPANG00000019485	AAA36453	1:1	828659
ENSPANG00000019420	AAI40898	1:1	762163
ENSPANG00000017397	ENSG00000233041.8	1:1	560127
ENSPANG00000019421	AAI51834	1:1	842997
ENSPANG00000019406	ENSG00000128928.8	1:1	832457
ENSPANG00000019408	AAH22782	1:1	267018
ENSPANG00000019380	AAH23653	1:1	724609
ENSPANG00000019381	AAH01673	1:1	785620
ENSPANG00000019339	AAB07777	1:1	854565
ENSPANG00000019341	AAF97513	1:1	733015
ENSPANG00000019329	AAD49705	1:1	858891
ENSPANG00000019333	AAH08970	1:1	752728
ENSPANG00000019321	AAB37337	1:1	800835
ENSPANG00000019322	AAH00048	1:1	496795
ENSPANG00000003188	BAF84033	1:1	302713
ENSPANG00000019317	AAH21092	1:1	843940
ENSPANG00000019310	AAH04140	1:1	826796
ENSPANG00000019302	AAI05021	1:1	522134
ENSPANG00000019303	AAG34679	1:1	854071
ENSPANG00000019304	AAF76427	1:1	556024
ENSPANG00000019250	AAH01683	1:1	528003
ENSPANG00000019131	AAI46786	1:1	547740
ENSPANG00000019000	AAH30628	1:1	797450
ENSPANG00000019002	AAB37770	1:1	547461
ENSPANG00000019004	AAC39561	1:1	814690
ENSPANG00000018944	AAF24034	1:1	798159
ENSPANG00000018920	AAD34060	1:1	713701
ENSPANG00000018852	AAH26331	1:1	641827
