mouse_ID	drosophila_ID	orthotype	OMAgroup
ENSMUSG00000029387.10	FBgn0031309	1:1	844937
ENSMUSG00000038011.15	FBgn0013813	1:1	529432
ENSMUSG00000008348.9	FBgn0029856	n:1	
ENSMUSG00000029480.13	FBgn0001330	1:1	846766
ENSMUSG00000070498.3	FBgn0262730	n:1	
ENSMUSG00000034324.16	FBgn0262730	n:1	842840
ENSMUSG00000034310.8	FBgn0262730	n:1	
ENSMUSG00000029423.10	FBgn0250816	1:1	
ENSMUSG00000029430.13	FBgn0020255	1:1	522089
ENSMUSG00000029439.14	FBgn0003638	1:1	547864
ENSMUSG00000029432.12	FBgn0030724	n:1	
ENSMUSG00000029446.14	FBgn0023129	1:1	844672
ENSMUSG00000025537.12	FBgn0011754	n:1	547590
ENSMUSG00000070493.3	FBgn0260747	1:1	847022
ENSMUSG00000066735.8	FBgn0053544	n:1	
ENSMUSG00000025534.17	FBgn0034417	1:m	
ENSMUSG00000025534.17	FBgn0039874	1:m	646198
ENSMUSG00000025533.15	FBgn0032076	1:1	858955
ENSMUSG00000034118.15	FBgn0086674	n:1	
ENSMUSG00000025340.14	FBgn0262937	1:1	496810
ENSMUSG00000025337.10	FBgn0035714	1:1	861518
ENSMUSG00000061979.8	FBgn0031286	1:1	548156
ENSMUSG00000023104.9	FBgn0260985	1:1	546968
ENSMUSG00000040731.13	FBgn0262734	1:1	549674
ENSMUSG00000040532.14	FBgn0029942	1:1	547094
ENSMUSG00000007207.10	FBgn0013343	n:1	795547
ENSMUSG00000005378.17	FBgn0037543	1:1	824157
ENSMUSG00000061118.8	FBgn0037544	1:1	767540
ENSMUSG00000043614.13	FBgn0037299	n:1	
ENSMUSG00000005373.13	FBgn0032940	n:1	
ENSMUSG00000040013.11	FBgn0003401	1:1	548561
ENSMUSG00000000916.15	FBgn0259704	1:1	
ENSMUSG00000053293.9	FBgn0038642	1:1	
ENSMUSG00000039959.13	FBgn0036309	n:1	
ENSMUSG00000005514.14	FBgn0015623	1:1	800882
ENSMUSG00000039886.8	FBgn0040384	n:1	671282
ENSMUSG00000019179.10	FBgn0262559	1:1	847393
ENSMUSG00000004947.15	FBgn0000524	n:1	657156
ENSMUSG00000039771.13	FBgn0032634	1:1	810447
ENSMUSG00000039754.10	FBgn0032149	1:1	526393
ENSMUSG00000005057.13	FBgn0028717	1:1	848573
ENSMUSG00000019054.13	FBgn0039969	1:1	764146
ENSMUSG00000059518.14	FBgn0031668	1:1	689614
ENSMUSG00000004846.10	FBgn0036147	n:1	
ENSMUSG00000051502.6	FBgn0050157	1:1	790411
ENSMUSG00000037364.12	FBgn0033062	1:1	
ENSMUSG00000037344.13	FBgn0032689	1:1	756818
ENSMUSG00000029715.5	FBgn0066304	1:1	
ENSMUSG00000029713.15	FBgn0001105	n:1	
ENSMUSG00000029712.14	FBgn0025716	n:1	
ENSMUSG00000019494.14	FBgn0028837	1:1	862817
ENSMUSG00000029730.16	FBgn0020633	1:1	780752
ENSMUSG00000036980.13	FBgn0010417	1:1	
ENSMUSG00000036968.15	FBgn0036847	n:1	818275
ENSMUSG00000049285.4	FBgn0031766	1:1	
ENSMUSG00000036928.14	FBgn0020616	n:1	
ENSMUSG00000025855.13	FBgn0259243	n:1	
ENSMUSG00000025857.10	FBgn0051320	1:1	822705
ENSMUSG00000025858.12	FBgn0086605	1:1	766635
ENSMUSG00000045438.12	FBgn0260222	1:1	719296
ENSMUSG00000029547.10	FBgn0034964	1:1	772780
ENSMUSG00000018143.10	FBgn0034534	n:1	790175
ENSMUSG00000029554.15	FBgn0026326	1:1	547559
ENSMUSG00000029557.7	FBgn0038737	1:1	546821
ENSMUSG00000056076.13	FBgn0034237	1:1	865408
ENSMUSG00000029570.5	FBgn0011591	n:1	828034
ENSMUSG00000036565.7	FBgn0261444	n:m	
ENSMUSG00000036565.7	FBgn0015558	n:m	
ENSMUSG00000000149.10	FBgn0000384	n:1	498835
ENSMUSG00000039683.16	FBgn0021764	1:1	
ENSMUSG00000074817.2	FBgn0015949	n:1	
ENSMUSG00000039533.8	FBgn0029935	n:1	
ENSMUSG00000029578.15	FBgn0035850	1:1	777896
ENSMUSG00000050822.11	FBgn0036319	1:1	712029
ENSMUSG00000029580.14	FBgn0000043	n:m	784106
ENSMUSG00000029580.14	FBgn0000042	n:m	
ENSMUSG00000029581.14	FBgn0003447	n:1	829653
ENSMUSG00000093910.2	FBgn0034643	1:1	553683
ENSMUSG00000039244.10	FBgn0036987	1:1	830428
ENSMUSG00000079111.3	FBgn0267330	n:1	776675
ENSMUSG00000001847.14	FBgn0014011	1:1	522097
ENSMUSG00000018001.18	FBgn0086779	n:1	
ENSMUSG00000029610.13	FBgn0036515	1:1	848583
ENSMUSG00000079109.11	FBgn0011660	1:1	782763
ENSMUSG00000029617.10	FBgn0035470	1:1	705772
ENSMUSG00000066621.12	FBgn0052226	1:1	303820
ENSMUSG00000038859.7	FBgn0052082	n:1	
ENSMUSG00000045482.16	FBgn0053554	1:1	530294
ENSMUSG00000038780.14	FBgn0029006	n:1	739666
ENSMUSG00000029621.14	FBgn0001961	n:1	546979
ENSMUSG00000029622.16	FBgn0001961	n:1	
ENSMUSG00000029623.14	FBgn0032115	1:m	
ENSMUSG00000029623.14	FBgn0029715	1:m	548089
ENSMUSG00000038722.17	FBgn0001491	1:1	657186
ENSMUSG00000029624.10	FBgn0035591	1:1	547981
ENSMUSG00000029625.16	FBgn0015621	1:1	689208
ENSMUSG00000038690.15	FBgn0035032	1:1	857605
ENSMUSG00000029635.15	FBgn0015618	1:1	547723
ENSMUSG00000029636.10	FBgn0041781	n:1	548466
ENSMUSG00000029640.17	FBgn0039025	n:1	
ENSMUSG00000041453.12	FBgn0032987	1:1	865308
ENSMUSG00000029642.11	FBgn0086447	1:1	810448
ENSMUSG00000029647.15	FBgn0035397	1:1	
ENSMUSG00000029648.13	FBgn0032006	n:1	549682
ENSMUSG00000029649.10	FBgn0032884	1:1	852870
ENSMUSG00000041313.14	FBgn0036493	n:m	
ENSMUSG00000041313.14	FBgn0036764	n:m	
ENSMUSG00000041298.15	FBgn0040208	n:1	848771
ENSMUSG00000029657.15	FBgn0026418	n:1	547053
ENSMUSG00000051950.10	FBgn0031765	1:1	
ENSMUSG00000053368.13	FBgn0039354	n:1	
ENSMUSG00000056602.11	FBgn0016081	n:1	
ENSMUSG00000034021.15	FBgn0260012	n:1	547042
ENSMUSG00000033970.15	FBgn0028700	1:1	546965
ENSMUSG00000001376.17	FBgn0034271	1:1	671245
ENSMUSG00000023964.15	FBgn0052843	n:m	
ENSMUSG00000023964.15	FBgn0030437	n:m	
ENSMUSG00000032757.6	FBgn0260857	1:1	797383
ENSMUSG00000015189.12	FBgn0029685	1:1	671440
ENSMUSG00000004631.15	FBgn0032013	n:1	
ENSMUSG00000029757.16	FBgn0067861	n:m	
ENSMUSG00000029757.16	FBgn0053497	n:m	
ENSMUSG00000029757.16	FBgn0052823	n:m	685503
ENSMUSG00000029757.16	FBgn0003654	n:m	
ENSMUSG00000015112.15	FBgn0028646	n:1	
ENSMUSG00000042541.10	FBgn0266666	1:1	738284
ENSMUSG00000029754.13	FBgn0025776	1:1	
ENSMUSG00000042460.5	FBgn0032078	1:1	
ENSMUSG00000042447.13	FBgn0031399	1:1	840726
ENSMUSG00000029632.7	FBgn0052230	1:1	309386
ENSMUSG00000032625.14	FBgn0051619	1:1	
ENSMUSG00000042742.7	FBgn0035035	1:1	
ENSMUSG00000015733.13	FBgn0034577	n:1	723030
ENSMUSG00000029534.17	FBgn0037026	n:1	849992
ENSMUSG00000010796.11	FBgn0033273	1:1	548695
ENSMUSG00000044155.11	FBgn0035271	1:1	514883
ENSMUSG00000060882.5	FBgn0005564	n:1	
ENSMUSG00000029695.13	FBgn0025687	1:1	522079
ENSMUSG00000017978.18	FBgn0053653	n:1	
ENSMUSG00000029700.11	FBgn0036816	n:m	
ENSMUSG00000029700.11	FBgn0064119	n:m	
ENSMUSG00000029700.11	FBgn0260466	n:m	
ENSMUSG00000046192.4	FBgn0038960	1:1	824595
ENSMUSG00000023089.12	FBgn0047038	1:1	763430
ENSMUSG00000029684.14	FBgn0024273	n:1	547794
ENSMUSG00000039841.14	FBgn0030240	1:1	
ENSMUSG00000029708.9	FBgn0037881	1:1	548355
ENSMUSG00000001424.14	FBgn0035121	1:1	810246
ENSMUSG00000029701.15	FBgn0260456	1:1	857268
ENSMUSG00000003500.13	FBgn0003204	n:1	865148
ENSMUSG00000029767.16	FBgn0025682	n:1	547761
ENSMUSG00000068699.12	FBgn0014141	n:1	552420
ENSMUSG00000004285.12	FBgn0262512	1:1	752065
ENSMUSG00000012535.14	FBgn0031456	1:1	846978
ENSMUSG00000001763.14	FBgn0037848	1:m	
ENSMUSG00000001763.14	FBgn0040334	1:m	641205
ENSMUSG00000029772.17	FBgn0035371	n:1	861671
ENSMUSG00000039629.14	FBgn0035437	n:1	
ENSMUSG00000039159.16	FBgn0029996	1:1	547187
ENSMUSG00000029782.19	FBgn0036710	1:1	855850
ENSMUSG00000071553.10	FBgn0031930	n:m	
ENSMUSG00000071553.10	FBgn0032143	n:m	
ENSMUSG00000071553.10	FBgn0032144	n:m	539177
ENSMUSG00000039070.5	FBgn0031930	n:m	
ENSMUSG00000039070.5	FBgn0032143	n:m	539179
ENSMUSG00000039070.5	FBgn0032144	n:m	
ENSMUSG00000054446.8	FBgn0031930	n:m	
ENSMUSG00000054446.8	FBgn0032143	n:m	
ENSMUSG00000054446.8	FBgn0032144	n:m	
ENSMUSG00000025607.15	FBgn0028968	n:1	
ENSMUSG00000025609.15	FBgn0033757	1:1	804968
ENSMUSG00000029765.12	FBgn0025741	n:1	
ENSMUSG00000029763.17	FBgn0266672	1:1	696541
ENSMUSG00000018999.14	FBgn0029849	1:1	665210
ENSMUSG00000001642.18	FBgn0086254	n:1	798229
ENSMUSG00000029762.6	FBgn0086254	n:1	
ENSMUSG00000061758.13	FBgn0086254	n:1	
ENSMUSG00000052131.7	FBgn0086254	n:1	
ENSMUSG00000029847.13	FBgn0037807	n:1	
ENSMUSG00000038759.15	FBgn0031078	1:1	651142
ENSMUSG00000029840.8	FBgn0051715	1:m	549487
ENSMUSG00000029840.8	FBgn0030982	1:m	
ENSMUSG00000038665.15	FBgn0261549	n:1	518125
ENSMUSG00000029833.17	FBgn0023097	n:1	
ENSMUSG00000056832.14	FBgn0038358	1:1	834528
ENSMUSG00000038538.17	FBgn0005596	1:1	826038
ENSMUSG00000019689.4	FBgn0083953	1:1	844841
ENSMUSG00000029823.16	FBgn0036734	n:1	547652
ENSMUSG00000029922.15	FBgn0029152	1:1	
ENSMUSG00000002413.15	FBgn0003079	n:1	
ENSMUSG00000029918.9	FBgn0038426	1:1	800015
ENSMUSG00000029916.11	FBgn0260750	1:1	856982
ENSMUSG00000029911.14	FBgn0010438	1:1	711294
ENSMUSG00000029868.13	FBgn0036414	n:1	548296
ENSMUSG00000036899.10	FBgn0036414	n:1	
ENSMUSG00000029863.13	FBgn0026404	1:1	533549
ENSMUSG00000029862.15	FBgn0051116	n:1	
ENSMUSG00000029735.17	FBgn0037942	1:1	856396
ENSMUSG00000039419.17	FBgn0013997	n:1	
ENSMUSG00000029686.15	FBgn0015509	1:1	833362
ENSMUSG00000029687.16	FBgn0000629	n:1	838613
ENSMUSG00000039347.7	FBgn0028664	n:m	
ENSMUSG00000039347.7	FBgn0035521	n:m	
ENSMUSG00000039347.7	FBgn0028663	n:m	
ENSMUSG00000039347.7	FBgn0038458	n:m	
ENSMUSG00000029814.10	FBgn0262735	n:1	
ENSMUSG00000029817.11	FBgn0003742	n:1	
ENSMUSG00000038388.14	FBgn0250785	n:1	794786
ENSMUSG00000063694.5	FBgn0000409	n:1	
ENSMUSG00000004980.16	FBgn0004237	n:m	
ENSMUSG00000004980.16	FBgn0001215	n:m	548448
ENSMUSG00000029836.15	FBgn0030082	n:1	551498
ENSMUSG00000000938.11	FBgn0052521	1:1	
ENSMUSG00000029776.11	FBgn0034390	1:1	853365
ENSMUSG00000052955.5	FBgn0038738	1:1	718676
ENSMUSG00000004633.17	FBgn0045843	1:1	
ENSMUSG00000019124.10	FBgn0037472	n:1	
ENSMUSG00000002797.9	FBgn0052196	1:m	845413
ENSMUSG00000002797.9	FBgn0036787	1:m	
ENSMUSG00000029777.10	FBgn0027088	1:1	866126
ENSMUSG00000003476.16	FBgn0033744	n:m	657321
ENSMUSG00000003476.16	FBgn0033932	n:m	
ENSMUSG00000004655.5	FBgn0033635	n:1	799148
ENSMUSG00000004347.16	FBgn0264815	n:1	
ENSMUSG00000091625.8	FBgn0035675	1:1	857828
ENSMUSG00000029787.10	FBgn0030499	1:1	709246
ENSMUSG00000029780.14	FBgn0034988	n:1	845767
ENSMUSG00000029804.16	FBgn0035207	n:1	
ENSMUSG00000029920.9	FBgn0032157	1:1	548842
ENSMUSG00000029910.14	FBgn0035640	1:1	848161
ENSMUSG00000036402.13	FBgn0004921	n:1	
ENSMUSG00000036371.6	FBgn0024183	n:1	548945
ENSMUSG00000053604.5	FBgn0050410	1:1	858778
ENSMUSG00000031668.14	FBgn0037327	1:1	830880
ENSMUSG00000002222.14	FBgn0034573	n:1	851654
ENSMUSG00000053119.11	FBgn0037231	1:1	775715
ENSMUSG00000052337.15	FBgn0019960	1:1	548621
ENSMUSG00000063884.6	FBgn0033816	1:1	849519
ENSMUSG00000049553.11	FBgn0019938	1:1	846710
ENSMUSG00000056305.4	FBgn0030969	1:1	826768
ENSMUSG00000055850.12	FBgn0038627	1:1	500933
ENSMUSG00000053460.8	FBgn0035245	1:1	807371
ENSMUSG00000053907.10	FBgn0005278	n:1	859297
ENSMUSG00000052861.13	FBgn0013809	1:1	529441
ENSMUSG00000052738.14	FBgn0004888	1:1	735405
ENSMUSG00000056197.6	FBgn0039876	n:1	
ENSMUSG00000063063.12	FBgn0010215	n:1	681413
ENSMUSG00000030045.10	FBgn0037608	1:1	808493
ENSMUSG00000000693.10	FBgn0034660	1:1	550515
ENSMUSG00000068329.12	FBgn0038233	1:1	
ENSMUSG00000030036.8	FBgn0030289	1:1	496960
ENSMUSG00000031865.16	FBgn0001108	1:1	547272
ENSMUSG00000005667.8	FBgn0010222	n:1	863425
ENSMUSG00000043131.14	FBgn0038965	n:1	
ENSMUSG00000006906.10	FBgn0039773	n:1	542355
ENSMUSG00000014748.13	FBgn0034849	1:1	709300
ENSMUSG00000034744.13	FBgn0038321	1:1	784775
ENSMUSG00000045896.14	FBgn0038100	n:1	
ENSMUSG00000033769.16	FBgn0266674	n:1	797150
ENSMUSG00000033735.9	FBgn0014032	1:1	
ENSMUSG00000033706.13	FBgn0038869	1:1	771973
ENSMUSG00000030008.9	FBgn0034803	1:1	823773
ENSMUSG00000030007.8	FBgn0037632	1:1	636214
ENSMUSG00000030000.10	FBgn0263391	n:1	
ENSMUSG00000057497.8	FBgn0034362	1:m	
ENSMUSG00000057497.8	FBgn0034363	1:m	759417
ENSMUSG00000057278.8	FBgn0261791	n:1	
ENSMUSG00000071337.11	FBgn0005649	1:1	547862
ENSMUSG00000051695.6	FBgn0262737	n:1	550001
ENSMUSG00000001158.13	FBgn0021895	1:1	547650
ENSMUSG00000001157.13	FBgn0005695	n:1	831247
ENSMUSG00000029993.16	FBgn0053502	1:m	756031
ENSMUSG00000029993.16	FBgn0052857	1:m	
ENSMUSG00000029993.16	FBgn0052500	1:m	
ENSMUSG00000029992.14	FBgn0027341	n:m	678063
ENSMUSG00000029992.14	FBgn0039580	n:m	
ENSMUSG00000090891.3	FBgn0051901	1:1	
ENSMUSG00000030055.16	FBgn0015793	1:1	522163
ENSMUSG00000107928.1	FBgn0037550	n:1	
ENSMUSG00000030056.8	FBgn0037550	n:1	
ENSMUSG00000030057.15	FBgn0034802	n:1	547372
ENSMUSG00000030058.17	FBgn0028968	n:1	792925
ENSMUSG00000030060.14	FBgn0037656	1:1	842768
ENSMUSG00000079477.9	FBgn0015795	1:1	
ENSMUSG00000030062.7	FBgn0053303	1:1	
ENSMUSG00000030079.15	FBgn0040078	1:1	862826
ENSMUSG00000030082.14	FBgn0086357	n:1	863074
ENSMUSG00000002870.8	FBgn0014861	1:1	780750
ENSMUSG00000030084.11	FBgn0025741	n:1	
ENSMUSG00000056643.5	FBgn0032618	n:1	
ENSMUSG00000030091.17	FBgn0266580	n:1	719141
ENSMUSG00000034245.10	FBgn0051119	1:1	812418
ENSMUSG00000030093.7	FBgn0004360	n:1	
ENSMUSG00000034203.8	FBgn0260468	1:1	699934
ENSMUSG00000030095.10	FBgn0035825	1:1	639254
ENSMUSG00000034192.5	FBgn0051184	1:1	803789
ENSMUSG00000030098.15	FBgn0029830	n:1	
ENSMUSG00000034083.16	FBgn0038583	1:1	665673
ENSMUSG00000014551.8	FBgn0030572	1:1	842343
ENSMUSG00000030022.14	FBgn0038341	n:1	548583
ENSMUSG00000045095.16	FBgn0034590	1:1	
ENSMUSG00000045100.11	FBgn0039357	1:1	497991
ENSMUSG00000030029.14	FBgn0034083	n:1	
ENSMUSG00000061838.7	FBgn0029118	1:1	766906
ENSMUSG00000035245.12	FBgn0264672	1:1	531424
ENSMUSG00000030059.15	FBgn0259736	1:1	
ENSMUSG00000030061.16	FBgn0263697	1:1	755016
ENSMUSG00000035199.6	FBgn0032704	n:1	
ENSMUSG00000093661.1	FBgn0039622	1:1	
ENSMUSG00000052144.8	FBgn0030208	1:1	550494
ENSMUSG00000030075.10	FBgn0037240	n:1	
ENSMUSG00000030092.14	FBgn0037240	n:1	
ENSMUSG00000064293.14	FBgn0037240	n:1	
ENSMUSG00000013736.16	FBgn0037369	1:1	854402
ENSMUSG00000005362.14	FBgn0037780	1:1	816526
ENSMUSG00000030101.15	FBgn0035102	1:1	711017
ENSMUSG00000030102.11	FBgn0010051	n:1	548357
ENSMUSG00000030105.8	FBgn0037551	n:1	775026
ENSMUSG00000042873.11	FBgn0262624	n:1	835070
ENSMUSG00000001632.16	FBgn0033155	n:1	689495
ENSMUSG00000030271.14	FBgn0027864	1:1	790254
ENSMUSG00000030272.15	FBgn0016126	n:1	547303
ENSMUSG00000048930.12	FBgn0030891	1:1	681362
ENSMUSG00000079426.13	FBgn0031781	1:1	844769
ENSMUSG00000030276.19	FBgn0031853	n:1	
ENSMUSG00000051256.10	FBgn0037374	1:1	833320
ENSMUSG00000030286.6	FBgn0032292	1:1	831235
ENSMUSG00000034023.16	FBgn0038827	1:1	714213
ENSMUSG00000033940.8	FBgn0061198	1:1	641424
ENSMUSG00000030298.10	FBgn0024509	1:1	546964
ENSMUSG00000030302.16	FBgn0259214	n:1	
ENSMUSG00000030310.10	FBgn0039915	1:1	788726
ENSMUSG00000030314.16	FBgn0034366	1:1	851821
ENSMUSG00000030316.13	FBgn0067628	1:1	854387
ENSMUSG00000009394.13	FBgn0004575	n:1	
ENSMUSG00000030317.8	FBgn0025879	n:1	
ENSMUSG00000068011.4	FBgn0031413	1:1	811497
ENSMUSG00000000441.17	FBgn0003079	n:1	550495
ENSMUSG00000057841.5	FBgn0002626	1:1	748041
ENSMUSG00000030323.13	FBgn0265102	1:1	835999
ENSMUSG00000030126.17	FBgn0037443	n:1	845100
ENSMUSG00000024104.11	FBgn0034529	1:1	548490
ENSMUSG00000107906.1	FBgn0037573	n:1	
ENSMUSG00000042079.13	FBgn0259139	n:1	
ENSMUSG00000030134.11	FBgn0037188	n:1	
ENSMUSG00000042042.14	FBgn0033500	n:1	844701
ENSMUSG00000030138.8	FBgn0036686	1:1	659144
ENSMUSG00000051331.15	FBgn0001991	n:1	
ENSMUSG00000041460.14	FBgn0261041	n:1	
ENSMUSG00000055003.14	FBgn0261674	1:1	548594
ENSMUSG00000030168.13	FBgn0038984	n:1	
ENSMUSG00000030019.6	FBgn0020257	1:1	551987
ENSMUSG00000030172.15	FBgn0038535	n:1	
ENSMUSG00000041377.12	FBgn0038079	n:1	739860
ENSMUSG00000030180.15	FBgn0031759	n:1	685572
ENSMUSG00000019210.10	FBgn0015324	1:1	848169
ENSMUSG00000003153.10	FBgn0264574	n:1	
ENSMUSG00000030327.8	FBgn0030791	1:1	766692
ENSMUSG00000005069.12	FBgn0023516	1:1	
ENSMUSG00000008153.11	FBgn0039928	n:1	
ENSMUSG00000004270.13	FBgn0026630	1:1	525807
ENSMUSG00000004268.11	FBgn0029714	1:1	844365
ENSMUSG00000004264.17	FBgn0010551	1:1	547021
ENSMUSG00000072772.3	FBgn0031403	1:1	813180
ENSMUSG00000004267.16	FBgn0000579	n:1	
ENSMUSG00000023456.14	FBgn0086355	1:1	833662
ENSMUSG00000038429.10	FBgn0035402	n:1	
ENSMUSG00000030127.15	FBgn0028836	n:1	
ENSMUSG00000030330.15	FBgn0032516	n:1	
ENSMUSG00000063870.12	FBgn0262519	n:1	
ENSMUSG00000057666.18	FBgn0001091	n:m	
ENSMUSG00000057666.18	FBgn0001092	n:m	861378
ENSMUSG00000038252.13	FBgn0039680	1:1	861975
ENSMUSG00000030337.16	FBgn0003660	n:m	
ENSMUSG00000030337.16	FBgn0013342	n:m	
ENSMUSG00000067702.5	FBgn0003884	n:m	
ENSMUSG00000067702.5	FBgn0003885	n:m	696186
ENSMUSG00000047976.4	FBgn0003380	n:1	
ENSMUSG00000030347.6	FBgn0039589	1:1	831227
ENSMUSG00000030350.8	FBgn0037834	n:1	749102
ENSMUSG00000030357.10	FBgn0029174	n:1	547441
ENSMUSG00000030188.12	FBgn0002736	n:1	
ENSMUSG00000067543.8	FBgn0035544	1:1	
ENSMUSG00000107874.1	FBgn0030540	1:1	
ENSMUSG00000030143.7	FBgn0035547	1:1	
ENSMUSG00000030201.15	FBgn0000119	n:1	548953
ENSMUSG00000030204.10	FBgn0032919	1:1	546843
ENSMUSG00000047104.5	FBgn0037432	n:1	
ENSMUSG00000094973.2	FBgn0037573	n:1	
ENSMUSG00000045291.8	FBgn0023528	n:1	
ENSMUSG00000096010.2	FBgn0053909	n:m	
ENSMUSG00000096010.2	FBgn0051611	n:m	
ENSMUSG00000096010.2	FBgn0053907	n:m	
ENSMUSG00000096010.2	FBgn0053905	n:m	
ENSMUSG00000096010.2	FBgn0053903	n:m	
ENSMUSG00000096010.2	FBgn0053901	n:m	681433
ENSMUSG00000096010.2	FBgn0053899	n:m	
ENSMUSG00000096010.2	FBgn0053897	n:m	
ENSMUSG00000096010.2	FBgn0053895	n:m	
ENSMUSG00000096010.2	FBgn0053893	n:m	
ENSMUSG00000096010.2	FBgn0053891	n:m	
ENSMUSG00000096010.2	FBgn0053889	n:m	
ENSMUSG00000096010.2	FBgn0053887	n:m	
ENSMUSG00000096010.2	FBgn0053885	n:m	
ENSMUSG00000096010.2	FBgn0053883	n:m	
ENSMUSG00000096010.2	FBgn0053881	n:m	
ENSMUSG00000096010.2	FBgn0053879	n:m	
ENSMUSG00000096010.2	FBgn0053877	n:m	
ENSMUSG00000096010.2	FBgn0053875	n:m	
ENSMUSG00000096010.2	FBgn0053873	n:m	
ENSMUSG00000096010.2	FBgn0053871	n:m	
ENSMUSG00000096010.2	FBgn0053869	n:m	
ENSMUSG00000096010.2	FBgn0013981	n:m	
ENSMUSG00000060032.6	FBgn0051618	n:m	862331
ENSMUSG00000060032.6	FBgn0053808	n:m	
ENSMUSG00000060032.6	FBgn0053814	n:m	
ENSMUSG00000060032.6	FBgn0053817	n:m	
ENSMUSG00000060032.6	FBgn0053820	n:m	
ENSMUSG00000060032.6	FBgn0053823	n:m	
ENSMUSG00000060032.6	FBgn0053826	n:m	
ENSMUSG00000060032.6	FBgn0053829	n:m	
ENSMUSG00000060032.6	FBgn0053832	n:m	
ENSMUSG00000060032.6	FBgn0053835	n:m	
ENSMUSG00000060032.6	FBgn0053838	n:m	
ENSMUSG00000060032.6	FBgn0053841	n:m	
ENSMUSG00000060032.6	FBgn0053844	n:m	
ENSMUSG00000060032.6	FBgn0053847	n:m	
ENSMUSG00000060032.6	FBgn0053850	n:m	
ENSMUSG00000060032.6	FBgn0053853	n:m	
ENSMUSG00000060032.6	FBgn0053856	n:m	
ENSMUSG00000060032.6	FBgn0053859	n:m	
ENSMUSG00000060032.6	FBgn0053862	n:m	
ENSMUSG00000060032.6	FBgn0053865	n:m	
ENSMUSG00000030216.12	FBgn0024998	1:1	547604
ENSMUSG00000030220.13	FBgn0036921	n:1	
ENSMUSG00000015766.14	FBgn0029095	n:m	855176
ENSMUSG00000015766.14	FBgn0038466	n:m	
ENSMUSG00000030224.10	FBgn0034876	1:1	547123
ENSMUSG00000030225.11	FBgn0033735	1:1	786089
ENSMUSG00000008540.11	FBgn0053177	1:m	
ENSMUSG00000008540.11	FBgn0053178	1:m	
ENSMUSG00000046717.5	FBgn0051852	n:1	
ENSMUSG00000030236.10	FBgn0050277	n:m	
ENSMUSG00000030236.10	FBgn0034716	n:m	550775
ENSMUSG00000030237.14	FBgn0050277	n:m	
ENSMUSG00000030237.14	FBgn0034716	n:m	
ENSMUSG00000079263.8	FBgn0050277	n:m	
ENSMUSG00000079263.8	FBgn0034716	n:m	
ENSMUSG00000063975.13	FBgn0050277	n:m	
ENSMUSG00000063975.13	FBgn0034716	n:m	
ENSMUSG00000041671.13	FBgn0032846	1:1	510562
ENSMUSG00000030245.10	FBgn0052576	1:1	
ENSMUSG00000030244.7	FBgn0266064	n:1	
ENSMUSG00000030246.11	FBgn0001258	n:1	
ENSMUSG00000030279.15	FBgn0039187	1:1	823448
ENSMUSG00000030275.6	FBgn0000536	n:1	647589
ENSMUSG00000030268.17	FBgn0030482	1:1	862864
ENSMUSG00000040370.13	FBgn0040985	1:1	765307
ENSMUSG00000030265.14	FBgn0003205	n:1	522131
ENSMUSG00000067338.6	FBgn0003884	n:m	
ENSMUSG00000067338.6	FBgn0003885	n:m	
ENSMUSG00000030287.15	FBgn0010051	n:1	
ENSMUSG00000040250.14	FBgn0020407	1:1	847008
ENSMUSG00000030291.12	FBgn0040020	1:1	844134
ENSMUSG00000001630.13	FBgn0003744	n:1	547416
ENSMUSG00000040112.9	FBgn0035374	1:1	834140
ENSMUSG00000030303.15	FBgn0034145	1:1	
ENSMUSG00000030304.11	FBgn0024983	1:1	542411
ENSMUSG00000040029.14	FBgn0026252	n:1	
ENSMUSG00000030313.15	FBgn0035229	n:1	
ENSMUSG00000003452.15	FBgn0000183	n:1	845258
ENSMUSG00000054753.9	FBgn0036493	n:m	
ENSMUSG00000054753.9	FBgn0036764	n:m	
ENSMUSG00000008373.16	FBgn0036487	1:1	801510
ENSMUSG00000035632.16	FBgn0033029	1:1	547224
ENSMUSG00000078813.3	FBgn0037809	1:1	548290
ENSMUSG00000035596.14	FBgn0031815	1:1	525813
ENSMUSG00000006333.14	FBgn0010408	1:1	838800
ENSMUSG00000030428.16	FBgn0261444	n:m	741000
ENSMUSG00000030428.16	FBgn0015558	n:m	
ENSMUSG00000035458.15	FBgn0004028	n:1	551341
ENSMUSG00000046456.14	FBgn0025624	n:1	
ENSMUSG00000030432.12	FBgn0035422	1:1	817542
ENSMUSG00000060860.8	FBgn0030863	1:1	
ENSMUSG00000030435.16	FBgn0005411	1:1	547260
ENSMUSG00000035203.16	FBgn0028582	1:1	
ENSMUSG00000002266.17	FBgn0030316	1:1	
ENSMUSG00000070837.5	FBgn0000147	n:1	
ENSMUSG00000000605.9	FBgn0036566	n:1	
ENSMUSG00000012848.15	FBgn0002590	1:1	862972
ENSMUSG00000033961.16	FBgn0038765	1:1	
ENSMUSG00000033916.5	FBgn0039402	1:1	775714
ENSMUSG00000005575.16	FBgn0035853	1:1	840734
ENSMUSG00000056394.17	FBgn0262619	1:1	733639
ENSMUSG00000041560.12	FBgn0030061	1:1	495640
ENSMUSG00000006024.13	FBgn0250791	n:1	865173
ENSMUSG00000030376.8	FBgn0013995	n:1	
