zebrafish_ID	baboon_ID	orthotype	OMAgroup
ENSDARG00000103702	ENSPANG00000018202	n:m	
ENSDARG00000103702	ENSPANG00000018201	n:m	
ENSDARG00000103702	ENSPANG00000025502	n:m	
ENSDARG00000079105	ENSPANG00000009109	n:m	
ENSDARG00000079105	ENSPANG00000016388	n:m	
ENSDARG00000079105	ENSPANG00000005764	n:m	
ENSDARG00000079105	ENSPANG00000018690	n:m	
ENSDARG00000079105	ENSPANG00000023362	n:m	
ENSDARG00000079105	ENSPANG00000007521	n:m	
ENSDARG00000031745	ENSPANG00000018202	n:m	
ENSDARG00000031745	ENSPANG00000018201	n:m	
ENSDARG00000031745	ENSPANG00000025502	n:m	
ENSDARG00000068286	ENSPANG00000009280	1:1	756805
ENSDARG00000056279	ENSPANG00000010462	1:1	830265
ENSDARG00000041887	ENSPANG00000020772	1:1	842396
ENSDARG00000095046	ENSPANG00000007078	1:1	792405
ENSDARG00000029724	ENSPANG00000013632	1:1	839085
ENSDARG00000029612	ENSPANG00000013477	1:1	548865
ENSDARG00000077709	ENSPANG00000007224	n:1	
ENSDARG00000006124	ENSPANG00000008999	1:1	685576
ENSDARG00000008931	ENSPANG00000008961	1:1	807357
ENSDARG00000041858	ENSPANG00000008713	1:1	698880
ENSDARG00000078187	ENSPANG00000019640	n:1	756833
ENSDARG00000012929	ENSPANG00000012287	1:1	844661
ENSDARG00000010294	ENSPANG00000007340	n:1	553092
ENSDARG00000053646	ENSPANG00000000535	1:1	657313
ENSDARG00000044900	ENSPANG00000023045	1:1	
ENSDARG00000076994	ENSPANG00000004191	1:1	802984
ENSDARG00000069956	ENSPANG00000022732	1:1	772996
ENSDARG00000037476	ENSPANG00000018889	1:1	834184
ENSDARG00000037475	ENSPANG00000024937	1:1	794960
ENSDARG00000075565	ENSPANG00000001030	1:1	823099
ENSDARG00000010710	ENSPANG00000006335	1:1	558226
ENSDARG00000009153	ENSPANG00000016890	1:1	
ENSDARG00000022438	ENSPANG00000009882	n:m	843188
ENSDARG00000022438	ENSPANG00000010831	n:m	
ENSDARG00000022438	ENSPANG00000016029	n:m	
ENSDARG00000022438	ENSPANG00000024041	n:m	
ENSDARG00000013795	ENSPANG00000026320	1:1	742594
ENSDARG00000046141	ENSPANG00000026351	1:1	833860
ENSDARG00000009629	ENSPANG00000008707	1:1	730366
ENSDARG00000059630	ENSPANG00000024285	1:1	829455
ENSDARG00000059629	ENSPANG00000018715	1:1	512899
ENSDARG00000052045	ENSPANG00000020744	n:1	
ENSDARG00000023526	ENSPANG00000020038	n:m	
ENSDARG00000023526	ENSPANG00000020748	n:m	839379
ENSDARG00000074308	ENSPANG00000004878	n:1	822849
ENSDARG00000013302	ENSPANG00000010597	1:1	814248
ENSDARG00000008461	ENSPANG00000014785	1:1	747537
ENSDARG00000038300	ENSPANG00000002377	1:1	845069
ENSDARG00000019096	ENSPANG00000022523	1:1	548797
ENSDARG00000068006	ENSPANG00000021695	1:1	793274
ENSDARG00000098108	ENSPANG00000002443	1:1	
ENSDARG00000103759	ENSPANG00000012535	1:m	
ENSDARG00000103759	ENSPANG00000021003	1:m	833606
ENSDARG00000103759	ENSPANG00000019324	1:m	
ENSDARG00000079687	ENSPANG00000004868	1:1	856006
ENSDARG00000053452	ENSPANG00000014166	1:1	794647
ENSDARG00000041720	ENSPANG00000024405	1:1	
ENSDARG00000008979	ENSPANG00000017415	1:1	547873
ENSDARG00000078536	ENSPANG00000025814	n:1	
ENSDARG00000042723	ENSPANG00000008821	n:1	
ENSDARG00000075818	ENSPANG00000008980	1:1	
ENSDARG00000053512	ENSPANG00000025051	1:1	256708
ENSDARG00000017365	ENSPANG00000004315	1:1	771363
ENSDARG00000029865	ENSPANG00000024262	1:1	742515
ENSDARG00000041750	ENSPANG00000017666	1:1	771129
ENSDARG00000023484	ENSPANG00000018997	1:1	815827
ENSDARG00000000966	ENSPANG00000005290	1:1	552454
ENSDARG00000100965	ENSPANG00000014997	1:1	549668
ENSDARG00000001154	ENSPANG00000014165	1:1	550072
ENSDARG00000068217	ENSPANG00000016429	1:1	795548
ENSDARG00000041699	ENSPANG00000003836	1:1	542657
ENSDARG00000068213	ENSPANG00000013056	1:1	641175
ENSDARG00000088872	ENSPANG00000009109	n:m	
ENSDARG00000088872	ENSPANG00000016388	n:m	
ENSDARG00000088872	ENSPANG00000005764	n:m	
ENSDARG00000088872	ENSPANG00000018690	n:m	
ENSDARG00000088872	ENSPANG00000023362	n:m	
ENSDARG00000088872	ENSPANG00000007521	n:m	
ENSDARG00000041705	ENSPANG00000009109	n:m	
ENSDARG00000041705	ENSPANG00000016388	n:m	
ENSDARG00000041705	ENSPANG00000005764	n:m	
ENSDARG00000041705	ENSPANG00000018690	n:m	
ENSDARG00000041705	ENSPANG00000023362	n:m	
ENSDARG00000041705	ENSPANG00000007521	n:m	
ENSDARG00000016056	ENSPANG00000018541	1:1	
ENSDARG00000075932	ENSPANG00000018202	n:m	
ENSDARG00000075932	ENSPANG00000018201	n:m	
ENSDARG00000075932	ENSPANG00000025502	n:m	
ENSDARG00000017983	ENSPANG00000024409	1:1	814127
ENSDARG00000043179	ENSPANG00000018593	1:1	833512
ENSDARG00000043177	ENSPANG00000008814	1:1	514884
ENSDARG00000006137	ENSPANG00000007579	1:1	785663
ENSDARG00000074742	ENSPANG00000024547	1:1	732756
ENSDARG00000032535	ENSPANG00000006682	1:1	845407
ENSDARG00000060124	ENSPANG00000015318	1:1	657036
ENSDARG00000016545	ENSPANG00000025955	n:1	
ENSDARG00000076270	ENSPANG00000026041	1:1	790905
ENSDARG00000002597	ENSPANG00000018788	1:1	548834
ENSDARG00000007323	ENSPANG00000018095	n:m	
ENSDARG00000007323	ENSPANG00000023586	n:m	834321
ENSDARG00000073773	ENSPANG00000009003	1:1	825726
ENSDARG00000003527	ENSPANG00000010420	1:1	835567
ENSDARG00000075758	ENSPANG00000004093	n:m	499499
ENSDARG00000075758	ENSPANG00000010317	n:m	
ENSDARG00000078157	ENSPANG00000011419	1:1	549485
ENSDARG00000034270	ENSPANG00000026232	1:1	864282
ENSDARG00000010070	ENSPANG00000011024	1:1	556398
ENSDARG00000041576	ENSPANG00000016695	1:1	853446
ENSDARG00000060029	ENSPANG00000009530	1:1	802302
ENSDARG00000053196	ENSPANG00000005055	1:1	530293
ENSDARG00000027582	ENSPANG00000017843	1:1	553006
ENSDARG00000079079	ENSPANG00000021150	n:m	
ENSDARG00000079079	ENSPANG00000016840	n:m	
ENSDARG00000079079	ENSPANG00000018520	n:m	
ENSDARG00000079079	ENSPANG00000015951	n:m	
ENSDARG00000079079	ENSPANG00000012151	n:m	
ENSDARG00000010316	ENSPANG00000016987	1:1	836947
ENSDARG00000060002	ENSPANG00000018759	1:1	790254
ENSDARG00000028275	ENSPANG00000021150	n:m	
ENSDARG00000028275	ENSPANG00000016840	n:m	
ENSDARG00000028275	ENSPANG00000018520	n:m	
ENSDARG00000028275	ENSPANG00000015951	n:m	
ENSDARG00000028275	ENSPANG00000012151	n:m	
ENSDARG00000094996	ENSPANG00000021150	n:m	
ENSDARG00000094996	ENSPANG00000016840	n:m	
ENSDARG00000094996	ENSPANG00000018520	n:m	
ENSDARG00000094996	ENSPANG00000015951	n:m	
ENSDARG00000094996	ENSPANG00000012151	n:m	
ENSDARG00000041540	ENSPANG00000021150	n:m	
ENSDARG00000041540	ENSPANG00000016840	n:m	
ENSDARG00000041540	ENSPANG00000018520	n:m	
ENSDARG00000041540	ENSPANG00000015951	n:m	787088
ENSDARG00000041540	ENSPANG00000012151	n:m	
ENSDARG00000018361	ENSPANG00000021150	n:m	
ENSDARG00000018361	ENSPANG00000016840	n:m	
ENSDARG00000018361	ENSPANG00000018520	n:m	787077
ENSDARG00000018361	ENSPANG00000015951	n:m	
ENSDARG00000018361	ENSPANG00000012151	n:m	
ENSDARG00000087601	ENSPANG00000022146	1:1	829472
ENSDARG00000018653	ENSPANG00000019943	1:1	
ENSDARG00000076414	ENSPANG00000006373	1:1	552218
ENSDARG00000077114	ENSPANG00000006401	1:1	551361
ENSDARG00000004757	ENSPANG00000016576	1:m	551983
ENSDARG00000004757	ENSPANG00000005177	1:m	
ENSDARG00000041530	ENSPANG00000006391	1:1	547191
ENSDARG00000053087	ENSPANG00000002434	1:1	704872
ENSDARG00000041511	ENSPANG00000018380	1:1	650811
ENSDARG00000059960	ENSPANG00000019039	1:1	
ENSDARG00000052606	ENSPANG00000007771	1:1	763678
ENSDARG00000073801	ENSPANG00000019811	1:1	859214
ENSDARG00000059746	ENSPANG00000009766	1:1	531240
ENSDARG00000079504	ENSPANG00000024241	1:1	726097
ENSDARG00000052960	ENSPANG00000011778	1:1	
ENSDARG00000032577	ENSPANG00000000674	1:1	836443
ENSDARG00000068149	ENSPANG00000009812	1:1	849843
ENSDARG00000009557	ENSPANG00000012483	1:1	772789
ENSDARG00000017953	ENSPANG00000010294	1:1	811045
ENSDARG00000012747	ENSPANG00000021945	1:1	808681
ENSDARG00000011855	ENSPANG00000021878	n:1	550933
ENSDARG00000025854	ENSPANG00000008107	1:1	547654
ENSDARG00000025858	ENSPANG00000024888	1:1	791478
ENSDARG00000022684	ENSPANG00000019638	n:1	750346
ENSDARG00000015293	ENSPANG00000004595	1:1	
ENSDARG00000036630	ENSPANG00000000993	1:1	303404
ENSDARG00000002230	ENSPANG00000005848	n:1	
ENSDARG00000068125	ENSPANG00000019904	1:1	756031
ENSDARG00000076250	ENSPANG00000024899	1:1	845048
ENSDARG00000068123	ENSPANG00000024878	1:1	805964
ENSDARG00000041372	ENSPANG00000024880	1:1	799839
ENSDARG00000059897	ENSPANG00000024884	n:1	782137
ENSDARG00000105214	ENSPANG00000024885	1:1	801359
ENSDARG00000012378	ENSPANG00000024887	1:1	847215
ENSDARG00000025672	ENSPANG00000022518	1:1	823581
ENSDARG00000038422	ENSPANG00000000652	1:1	742255
ENSDARG00000073743	ENSPANG00000000653	1:1	498023
ENSDARG00000021232	ENSPANG00000021255	1:1	800856
ENSDARG00000003303	ENSPANG00000012404	1:1	834188
ENSDARG00000033594	ENSPANG00000021632	1:1	638351
ENSDARG00000074828	ENSPANG00000020434	1:1	842477
ENSDARG00000107065	ENSPANG00000022788	1:1	797463
ENSDARG00000089156	ENSPANG00000019015	1:1	769867
ENSDARG00000007359	ENSPANG00000010838	1:1	719411
ENSDARG00000036999	ENSPANG00000015056	1:1	842998
ENSDARG00000028071	ENSPANG00000018462	1:1	549922
ENSDARG00000029556	ENSPANG00000002442	1:1	765386
ENSDARG00000041362	ENSPANG00000024531	1:1	516196
ENSDARG00000041358	ENSPANG00000026028	1:1	268142
ENSDARG00000041350	ENSPANG00000006852	1:1	550459
ENSDARG00000021209	ENSPANG00000019100	n:1	547408
ENSDARG00000088807	ENSPANG00000012339	1:1	753889
ENSDARG00000079326	ENSPANG00000025781	1:1	844858
ENSDARG00000039229	ENSPANG00000024901	1:1	829386
ENSDARG00000025013	ENSPANG00000024922	1:1	498841
ENSDARG00000039225	ENSPANG00000024938	1:1	529991
ENSDARG00000015057	ENSPANG00000008000	1:1	548328
ENSDARG00000016016	ENSPANG00000019050	1:1	547632
ENSDARG00000011208	ENSPANG00000023382	n:m	
ENSDARG00000011208	ENSPANG00000017398	n:m	
ENSDARG00000016044	ENSPANG00000011023	1:1	856522
ENSDARG00000102075	ENSPANG00000024478	1:1	759938
ENSDARG00000099294	ENSPANG00000025773	1:1	817979
ENSDARG00000101508	ENSPANG00000025861	1:1	784716
ENSDARG00000098215	ENSPANG00000024721	1:1	845260
ENSDARG00000100136	ENSPANG00000011562	1:1	549374
ENSDARG00000098313	ENSPANG00000005057	1:1	
ENSDARG00000095879	ENSPANG00000009193	1:1	856096
ENSDARG00000076218	ENSPANG00000015409	1:1	
ENSDARG00000042477	ENSPANG00000005929	1:1	730600
ENSDARG00000041306	ENSPANG00000008621	1:1	842343
ENSDARG00000078215	ENSPANG00000016555	1:1	498967
ENSDARG00000003181	ENSPANG00000021150	n:m	
ENSDARG00000003181	ENSPANG00000016840	n:m	787086
ENSDARG00000003181	ENSPANG00000018520	n:m	
ENSDARG00000003181	ENSPANG00000015951	n:m	
ENSDARG00000003181	ENSPANG00000012151	n:m	
ENSDARG00000059763	ENSPANG00000025625	1:1	637258
ENSDARG00000090454	ENSPANG00000000393	n:1	547033
ENSDARG00000101589	ENSPANG00000016341	1:1	666202
ENSDARG00000100304	ENSPANG00000000438	1:1	721741
ENSDARG00000103610	ENSPANG00000017722	1:1	736652
ENSDARG00000013009	ENSPANG00000007059	1:1	736051
ENSDARG00000043079	ENSPANG00000007580	1:1	829952
ENSDARG00000102546	ENSPANG00000009679	1:1	549387
ENSDARG00000106018	ENSPANG00000014090	1:1	
ENSDARG00000098742	ENSPANG00000007827	1:1	554465
ENSDARG00000008703	ENSPANG00000000282	1:1	763672
ENSDARG00000103665	ENSPANG00000006489	1:1	689495
ENSDARG00000006990	ENSPANG00000017846	1:1	850413
ENSDARG00000006868	ENSPANG00000009555	1:1	835108
ENSDARG00000098670	ENSPANG00000016468	1:1	
ENSDARG00000101696	ENSPANG00000023886	1:1	758907
ENSDARG00000093125	ENSPANG00000000990	1:1	859097
ENSDARG00000104933	ENSPANG00000018194	1:1	
ENSDARG00000103337	ENSPANG00000011090	1:1	641041
ENSDARG00000104528	ENSPANG00000007231	1:1	833115
ENSDARG00000103651	ENSPANG00000020580	1:1	
ENSDARG00000099039	ENSPANG00000022646	1:1	547732
ENSDARG00000098936	ENSPANG00000024424	1:1	
ENSDARG00000098883	ENSPANG00000002380	1:1	828794
ENSDARG00000103114	ENSPANG00000004071	1:1	772109
ENSDARG00000098235	ENSPANG00000009942	1:1	856125
ENSDARG00000098461	ENSPANG00000000304	1:1	
ENSDARG00000100887	ENSPANG00000015878	n:1	
ENSDARG00000078172	ENSPANG00000023468	n:1	
ENSDARG00000078058	ENSPANG00000022431	1:1	553741
ENSDARG00000075709	ENSPANG00000003379	1:1	
ENSDARG00000011999	ENSPANG00000024224	1:1	859041
ENSDARG00000040990	ENSPANG00000021870	1:1	816760
ENSDARG00000037203	ENSPANG00000024543	1:1	705924
ENSDARG00000014321	ENSPANG00000006776	n:1	
ENSDARG00000015592	ENSPANG00000000800	1:1	553768
ENSDARG00000075641	ENSPANG00000019298	1:1	
ENSDARG00000037199	ENSPANG00000007242	1:1	659009
ENSDARG00000026369	ENSPANG00000010073	1:1	854988
ENSDARG00000059305	ENSPANG00000004964	1:1	264627
ENSDARG00000100315	ENSPANG00000004752	n:1	
ENSDARG00000100955	ENSPANG00000009176	n:m	
ENSDARG00000100955	ENSPANG00000015804	n:m	
ENSDARG00000104727	ENSPANG00000005753	1:1	828218
ENSDARG00000101366	ENSPANG00000007301	1:1	788588
ENSDARG00000076718	ENSPANG00000001046	1:1	852478
ENSDARG00000063730	ENSPANG00000016378	1:1	497423
ENSDARG00000063731	ENSPANG00000016088	1:1	549467
ENSDARG00000063732	ENSPANG00000025222	1:1	792110
ENSDARG00000042821	ENSPANG00000004764	1:1	844145
ENSDARG00000059351	ENSPANG00000018337	1:1	
ENSDARG00000059280	ENSPANG00000000543	1:1	762790
ENSDARG00000059274	ENSPANG00000001061	1:1	828421
ENSDARG00000059263	ENSPANG00000001060	1:1	838535
ENSDARG00000059255	ENSPANG00000015229	1:1	812932
ENSDARG00000017775	ENSPANG00000012358	n:m	797704
ENSDARG00000017775	ENSPANG00000004674	n:m	
ENSDARG00000023903	ENSPANG00000004806	1:1	851362
ENSDARG00000090804	ENSPANG00000006559	1:1	807737
ENSDARG00000016611	ENSPANG00000001316	1:1	771680
ENSDARG00000099374	ENSPANG00000016221	1:1	556239
ENSDARG00000001549	ENSPANG00000005418	1:1	267061
ENSDARG00000077620	ENSPANG00000024998	1:1	
ENSDARG00000079872	ENSPANG00000007791	1:1	844704
ENSDARG00000013128	ENSPANG00000018423	1:1	797165
ENSDARG00000078386	ENSPANG00000025360	1:1	685499
ENSDARG00000034916	ENSPANG00000013374	1:1	811563
ENSDARG00000013125	ENSPANG00000003770	1:1	810396
ENSDARG00000079964	ENSPANG00000022975	1:1	774030
ENSDARG00000042282	ENSPANG00000016462	1:1	
ENSDARG00000095577	ENSPANG00000021178	1:1	853528
ENSDARG00000074909	ENSPANG00000016308	1:1	811034
ENSDARG00000017359	ENSPANG00000005672	1:1	836848
ENSDARG00000076571	ENSPANG00000015015	1:1	556235
ENSDARG00000006892	ENSPANG00000005421	1:1	552666
ENSDARG00000104119	ENSPANG00000006705	1:1	
ENSDARG00000077165	ENSPANG00000021079	n:1	824416
ENSDARG00000099227	ENSPANG00000016223	1:1	677293
ENSDARG00000053383	ENSPANG00000016888	n:1	307998
ENSDARG00000058467	ENSPANG00000022095	1:1	547242
ENSDARG00000012586	ENSPANG00000008524	1:1	551557
ENSDARG00000017007	ENSPANG00000017851	n:1	
ENSDARG00000104196	ENSPANG00000017851	n:1	267717
ENSDARG00000061717	ENSPANG00000010255	1:1	827898
ENSDARG00000012945	ENSPANG00000006692	1:1	815454
ENSDARG00000059209	ENSPANG00000019731	1:1	547119
ENSDARG00000022261	ENSPANG00000010417	1:1	
ENSDARG00000077983	ENSPANG00000010866	1:1	836078
ENSDARG00000056102	ENSPANG00000015131	1:1	547039
ENSDARG00000056087	ENSPANG00000008237	1:1	807187
ENSDARG00000018206	ENSPANG00000024243	n:1	833508
ENSDARG00000042018	ENSPANG00000009851	n:1	550521
ENSDARG00000042025	ENSPANG00000007441	1:1	851332
ENSDARG00000063357	ENSPANG00000015616	1:1	763525
ENSDARG00000040374	ENSPANG00000005754	1:1	307626
ENSDARG00000074728	ENSPANG00000022366	1:1	549394
ENSDARG00000058780	ENSPANG00000019901	1:m	
ENSDARG00000058780	ENSPANG00000024442	1:m	550655
ENSDARG00000094833	ENSPANG00000024384	1:1	817214
ENSDARG00000063330	ENSPANG00000012837	1:1	802197
ENSDARG00000000666	ENSPANG00000008057	1:1	802372
ENSDARG00000097160	ENSPANG00000006733	1:1	
ENSDARG00000044766	ENSPANG00000016224	1:1	769735
ENSDARG00000088891	ENSPANG00000011561	1:1	
ENSDARG00000042115	ENSPANG00000022090	n:1	
ENSDARG00000058656	ENSPANG00000017460	n:1	549724
ENSDARG00000058644	ENSPANG00000019187	1:1	551538
ENSDARG00000075282	ENSPANG00000008811	1:1	807418
ENSDARG00000055009	ENSPANG00000004421	1:1	550419
ENSDARG00000104110	ENSPANG00000012522	1:1	552648
ENSDARG00000005049	ENSPANG00000000956	1:1	522194
ENSDARG00000077119	ENSPANG00000000957	1:1	732274
ENSDARG00000004771	ENSPANG00000012830	n:1	
ENSDARG00000003017	ENSPANG00000016113	n:1	
ENSDARG00000058606	ENSPANG00000018553	1:1	267042
ENSDARG00000010946	ENSPANG00000023974	n:1	
ENSDARG00000006292	ENSPANG00000009687	1:1	777176
ENSDARG00000029766	ENSPANG00000004760	1:1	791420
ENSDARG00000017803	ENSPANG00000006079	1:1	547181
ENSDARG00000063509	ENSPANG00000023829	n:1	
ENSDARG00000039576	ENSPANG00000011991	n:1	753272
ENSDARG00000104105	ENSPANG00000012432	1:1	550559
ENSDARG00000063212	ENSPANG00000019949	1:1	749107
ENSDARG00000006220	ENSPANG00000018059	n:1	
ENSDARG00000063224	ENSPANG00000015734	n:1	817237
ENSDARG00000010563	ENSPANG00000019764	1:1	547863
ENSDARG00000012796	ENSPANG00000005390	1:1	308969
ENSDARG00000070043	ENSPANG00000008858	1:1	826486
ENSDARG00000024112	ENSPANG00000018458	n:1	547126
ENSDARG00000025162	ENSPANG00000008820	n:1	544072
ENSDARG00000078392	ENSPANG00000011027	n:1	812377
ENSDARG00000073935	ENSPANG00000022973	1:1	843678
ENSDARG00000017155	ENSPANG00000011987	1:1	843681
ENSDARG00000009242	ENSPANG00000017464	1:1	805161
ENSDARG00000041925	ENSPANG00000021174	n:1	800834
ENSDARG00000006314	ENSPANG00000002085	1:1	845458
ENSDARG00000015889	ENSPANG00000007787	1:1	850694
ENSDARG00000012222	ENSPANG00000013686	1:1	853964
ENSDARG00000070029	ENSPANG00000004698	1:1	547046
ENSDARG00000070028	ENSPANG00000018544	n:1	683798
ENSDARG00000003421	ENSPANG00000007053	n:1	549858
ENSDARG00000002168	ENSPANG00000000838	1:1	548404
ENSDARG00000035993	ENSPANG00000010717	n:m	
ENSDARG00000035993	ENSPANG00000020191	n:m	
ENSDARG00000035993	ENSPANG00000015418	n:m	862071
ENSDARG00000040039	ENSPANG00000005642	n:1	794660
ENSDARG00000074143	ENSPANG00000020428	1:1	
ENSDARG00000041904	ENSPANG00000006511	1:1	822567
ENSDARG00000020057	ENSPANG00000006512	1:1	796334
ENSDARG00000019950	ENSPANG00000008982	1:1	
ENSDARG00000060004	ENSPANG00000010400	n:1	641172
ENSDARG00000041735	ENSPANG00000008517	1:1	723236
ENSDARG00000058207	ENSPANG00000023238	n:1	549745
ENSDARG00000006301	ENSPANG00000018186	n:1	
ENSDARG00000019316	ENSPANG00000024156	1:1	778034
ENSDARG00000000369	ENSPANG00000000437	n:1	732838
ENSDARG00000074254	ENSPANG00000020232	n:1	
ENSDARG00000038446	ENSPANG00000011487	n:1	
ENSDARG00000034555	ENSPANG00000017315	1:1	550860
ENSDARG00000019815	ENSPANG00000005725	n:1	266004
ENSDARG00000068711	ENSPANG00000021145	n:1	
ENSDARG00000024694	ENSPANG00000012602	1:1	549309
ENSDARG00000076798	ENSPANG00000024996	1:1	808469
ENSDARG00000039373	ENSPANG00000025220	1:1	552378
ENSDARG00000074029	ENSPANG00000007239	1:1	795557
ENSDARG00000102261	ENSPANG00000014558	1:1	549419
ENSDARG00000076339	ENSPANG00000009178	1:1	813687
ENSDARG00000103505	ENSPANG00000016434	1:1	798789
ENSDARG00000019185	ENSPANG00000006284	1:1	
ENSDARG00000078001	ENSPANG00000016775	1:m	
ENSDARG00000078001	ENSPANG00000023472	1:m	267366
ENSDARG00000035810	ENSPANG00000007573	1:1	805314
ENSDARG00000078593	ENSPANG00000024519	1:1	859755
ENSDARG00000018716	ENSPANG00000002940	1:1	846204
ENSDARG00000075435	ENSPANG00000012071	1:1	307465
ENSDARG00000038309	ENSPANG00000016508	1:1	680785
ENSDARG00000060243	ENSPANG00000017128	1:1	
ENSDARG00000038306	ENSPANG00000017753	1:1	848091
ENSDARG00000068691	ENSPANG00000004546	1:1	754800
ENSDARG00000068683	ENSPANG00000001270	n:1	775717
ENSDARG00000058924	ENSPANG00000001271	1:1	817376
ENSDARG00000002773	ENSPANG00000019784	1:1	270138
ENSDARG00000086103	ENSPANG00000018651	1:1	548007
ENSDARG00000060280	ENSPANG00000023247	1:1	792121
ENSDARG00000090581	ENSPANG00000006022	1:1	530428
ENSDARG00000053315	ENSPANG00000007117	1:1	552395
ENSDARG00000088959	ENSPANG00000022111	n:1	
ENSDARG00000077002	ENSPANG00000000305	1:1	785610
ENSDARG00000069934	ENSPANG00000006504	1:1	803553
ENSDARG00000078643	ENSPANG00000023608	1:1	739935
ENSDARG00000076781	ENSPANG00000012295	1:1	514999
ENSDARG00000041728	ENSPANG00000012472	1:1	526732
ENSDARG00000010437	ENSPANG00000005228	1:1	
ENSDARG00000021569	ENSPANG00000019088	1:1	547614
ENSDARG00000011079	ENSPANG00000020680	1:1	546970
ENSDARG00000002582	ENSPANG00000004604	1:1	783158
ENSDARG00000011801	ENSPANG00000011381	1:1	861587
ENSDARG00000027992	ENSPANG00000004481	1:1	817678
ENSDARG00000069926	ENSPANG00000009969	n:m	
ENSDARG00000069926	ENSPANG00000012519	n:m	
ENSDARG00000102176	ENSPANG00000005384	1:1	762673
ENSDARG00000069922	ENSPANG00000007989	1:1	682368
ENSDARG00000069920	ENSPANG00000013328	1:1	
ENSDARG00000057854	ENSPANG00000022551	1:1	712094
ENSDARG00000078864	ENSPANG00000005798	1:1	553711
ENSDARG00000010281	ENSPANG00000001765	1:1	843437
ENSDARG00000040584	ENSPANG00000001274	1:1	823080
ENSDARG00000010700	ENSPANG00000006444	1:1	308366
ENSDARG00000027234	ENSPANG00000009591	1:1	547457
ENSDARG00000003675	ENSPANG00000012763	1:1	547411
ENSDARG00000042707	ENSPANG00000003539	1:1	
ENSDARG00000021889	ENSPANG00000018279	1:1	809211
ENSDARG00000005576	ENSPANG00000018684	1:1	826047
ENSDARG00000006299	ENSPANG00000019938	n:1	786240
ENSDARG00000069866	ENSPANG00000011484	n:1	
ENSDARG00000018296	ENSPANG00000012694	1:1	861138
ENSDARG00000069853	ENSPANG00000020436	1:1	839473
ENSDARG00000069844	ENSPANG00000010191	1:1	816335
ENSDARG00000069843	ENSPANG00000025936	n:1	785982
ENSDARG00000004930	ENSPANG00000004997	1:1	762652
ENSDARG00000030177	ENSPANG00000006129	1:1	834113
ENSDARG00000040735	ENSPANG00000006553	n:m	
ENSDARG00000040735	ENSPANG00000026445	n:m	
ENSDARG00000040735	ENSPANG00000002880	n:m	
ENSDARG00000093318	ENSPANG00000006553	n:m	
ENSDARG00000093318	ENSPANG00000026445	n:m	
ENSDARG00000093318	ENSPANG00000002880	n:m	
ENSDARG00000018797	ENSPANG00000006553	n:m	771095
ENSDARG00000018797	ENSPANG00000026445	n:m	
ENSDARG00000018797	ENSPANG00000002880	n:m	
ENSDARG00000025943	ENSPANG00000006553	n:m	
ENSDARG00000025943	ENSPANG00000026445	n:m	
ENSDARG00000025943	ENSPANG00000002880	n:m	
ENSDARG00000069763	ENSPANG00000008474	1:1	833254
ENSDARG00000012942	ENSPANG00000018467	1:1	775853
ENSDARG00000093440	ENSPANG00000021874	1:1	818707
ENSDARG00000062650	ENSPANG00000008525	1:1	829466
ENSDARG00000018627	ENSPANG00000009772	1:1	775035
ENSDARG00000041830	ENSPANG00000000733	1:1	848595
ENSDARG00000010432	ENSPANG00000009685	1:1	752262
ENSDARG00000005870	ENSPANG00000019761	1:1	736958
ENSDARG00000004307	ENSPANG00000019895	1:1	792283
ENSDARG00000077643	ENSPANG00000022096	1:1	809804
ENSDARG00000076027	ENSPANG00000018689	1:1	554017
ENSDARG00000036685	ENSPANG00000020314	1:1	551632
ENSDARG00000062549	ENSPANG00000012836	1:1	524371
ENSDARG00000079858	ENSPANG00000005423	n:1	845083
ENSDARG00000032708	ENSPANG00000006874	n:1	775034
ENSDARG00000073920	ENSPANG00000010545	n:1	552751
ENSDARG00000013333	ENSPANG00000017314	1:1	679345
ENSDARG00000005828	ENSPANG00000025522	1:1	261397
ENSDARG00000006848	ENSPANG00000022289	1:1	650896
ENSDARG00000040445	ENSPANG00000000522	1:1	
ENSDARG00000006422	ENSPANG00000020305	1:1	
ENSDARG00000040453	ENSPANG00000015000	1:1	835316
ENSDARG00000013025	ENSPANG00000007049	1:1	785957
ENSDARG00000057108	ENSPANG00000009663	1:1	847851
ENSDARG00000012948	ENSPANG00000005054	1:1	796483
ENSDARG00000024846	ENSPANG00000011780	1:1	516885
ENSDARG00000062481	ENSPANG00000018132	n:1	
ENSDARG00000005251	ENSPANG00000005182	1:1	861985
ENSDARG00000069672	ENSPANG00000009235	1:1	764010
ENSDARG00000069671	ENSPANG00000021923	1:1	848241
ENSDARG00000062465	ENSPANG00000004620	1:1	853468
ENSDARG00000014348	ENSPANG00000021873	1:1	549505
ENSDARG00000062425	ENSPANG00000006770	1:1	835529
ENSDARG00000051824	ENSPANG00000017694	n:1	738404
ENSDARG00000005823	ENSPANG00000024555	1:1	789361
ENSDARG00000060165	ENSPANG00000012148	1:1	529435
ENSDARG00000078778	ENSPANG00000006286	1:1	843390
ENSDARG00000019496	ENSPANG00000010192	1:1	711102
ENSDARG00000057029	ENSPANG00000022427	n:1	544186
ENSDARG00000041503	ENSPANG00000017223	1:1	789906
ENSDARG00000041505	ENSPANG00000010611	n:1	
