drosophila_ID	aedes_ID	orthotype	OMAgroup
FBgn0039790	AAEL006363	1:1	849683
FBgn0051019	AAEL013187	1:1	801357
FBgn0039795	AAEL003653	1:1	267784
FBgn0039796	AAEL001976	1:1	551463
FBgn0039800	AAEL004120	n:1	758977
FBgn0039801	AAEL004120	n:1	
FBgn0011739	AAEL013826	1:1	553858
FBgn0039802	AAEL004081	n:1	740487
FBgn0027598	AAEL001009	1:1	558516
FBgn0003720	AAEL003020	1:1	852947
FBgn0039805	AAEL003049	1:1	776893
FBgn0000416	AAEL003046	1:1	792862
FBgn0015032	AAEL008017	1:1	
FBgn0020912	AAEL008022	1:1	746047
FBgn0004573	AAEL011844	1:m	
FBgn0004573	AAEL015321	1:m	657363
FBgn0016123	AAEL000931	1:1	654794
FBgn0010808	AAEL004065	1:1	783168
FBgn0013973	AAEL015372	1:m	
FBgn0013973	AAEL005442	1:m	552068
FBgn0086704	AAEL005443	1:1	772239
FBgn0051004	AAEL005432	1:1	789093
FBgn0039827	AAEL005429	1:1	864283
FBgn0267435	AAEL008940	1:1	552034
FBgn0061476	AAEL015555	1:m	
FBgn0061476	AAEL005433	1:m	302735
FBgn0039828	AAEL008942	1:1	495977
FBgn0039830	AAEL006256	1:m	797698
FBgn0039830	AAEL012740	1:m	
FBgn0039836	AAEL005279	1:1	661745
FBgn0086362	AAEL007749	1:m	
FBgn0086362	AAEL014720	1:m	
FBgn0040628	AAEL010894	n:1	
FBgn0039839	AAEL002575	n:1	544084
FBgn0039844	AAEL002557	1:1	756797
FBgn0019990	AAEL000924	1:1	865203
FBgn0039846	AAEL000922	1:1	866516
FBgn0039849	AAEL013828	1:1	859677
FBgn0028968	AAEL005364	1:1	
FBgn0003268	AAEL008377	1:1	806044
FBgn0039854	AAEL003569	n:1	844012
FBgn0039855	AAEL003569	n:1	
FBgn0039857	AAEL008188	1:1	863234
FBgn0011655	AAEL013896	1:1	850921
FBgn0039859	AAEL007994	1:1	818194
FBgn0039861	AAEL002478	1:1	704067
FBgn0039863	AAEL009893	1:1	776377
FBgn0039864	AAEL003069	1:1	
FBgn0003870	AAEL003932	1:1	
FBgn0039867	AAEL003938	1:1	547364
FBgn0039868	AAEL003944	1:1	826015
FBgn0039869	AAEL006133	1:1	783411
FBgn0000150	AAEL012359	1:1	865870
FBgn0261479	AAEL006129	1:1	547011
FBgn0017448	AAEL010650	n:1	839591
FBgn0039873	AAEL010650	n:1	
FBgn0039875	AAEL004697	1:1	814180
FBgn0039876	AAEL003705	1:1	839001
FBgn0005632	AAEL009824	1:1	816771
FBgn0039877	AAEL010296	1:m	854894
FBgn0039877	AAEL010288	1:m	
FBgn0027620	AAEL014034	1:1	848714
FBgn0039879	AAEL015078	n:m	
FBgn0039879	AAEL015265	n:m	770509
FBgn0039879	AAEL015267	n:m	
FBgn0039879	AAEL015647	n:m	
FBgn0039882	AAEL014248	1:1	796189
FBgn0266268	AAEL005415	1:1	668602
FBgn0011224	AAEL013723	1:1	804567
FBgn0040206	AAEL012004	1:m	
FBgn0040206	AAEL013704	1:m	818437
FBgn0004859	AAEL012039	1:1	752244
FBgn0017545	AAEL005901	1:1	838627
FBgn0085432	AAEL000656	1:1	706238
FBgn0011747	AAEL013466	1:1	
FBgn0052000	AAEL008902	1:1	523663
FBgn0051997	AAEL000445	1:1	799555
FBgn0039890	AAEL010047	1:1	547267
FBgn0024811	AAEL006523	1:1	
FBgn0051999	AAEL000549	1:1	554779
FBgn0039896	AAEL014001	1:m	
FBgn0039896	AAEL005325	1:m	752643
FBgn0053481	AAEL005619	1:1	556745
FBgn0026777	AAEL002077	1:1	
FBgn0039902	AAEL007959	1:1	789338
FBgn0259214	AAEL005561	1:1	523654
FBgn0039904	AAEL008905	1:1	
FBgn0016126	AAEL011441	1:1	547303
FBgn0022361	AAEL012134	1:1	755675
FBgn0039909	AAEL011381	1:1	809219
FBgn0025936	AAEL008301	1:1	
FBgn0039915	AAEL010681	1:1	788726
FBgn0051992	AAEL007447	1:m	
FBgn0051992	AAEL007449	1:m	
FBgn0051992	AAEL007436	1:m	555232
FBgn0005666	AAEL002565	1:1	550273
FBgn0025741	AAEL002346	1:1	549815
FBgn0010217	AAEL002827	1:m	
FBgn0010217	AAEL003393	1:m	735948
FBgn0264607	AAEL013823	1:1	550024
FBgn0087002	AAB94928.1	1:1	736976
FBgn0039928	AAEL003499	1:1	814878
FBgn0013749	AAEL004565	1:1	
FBgn0039925	AAEL002877	1:1	549038
FBgn0025837	AAEL010935	n:m	839385
FBgn0025837	AAEL011824	n:m	
FBgn0025837	AAEL011822	n:m	
FBgn0025837	AAEL011823	n:m	
FBgn0025837	AAEL015391	n:m	
FBgn0025837	AAEL004240	n:m	
FBgn0040373	AAEL006234	1:1	749420
FBgn0000316	AAEL009179	1:1	855315
FBgn0261446	AAEL008227	1:1	508940
FBgn0029518	AAEL008106	n:1	
FBgn0005427	AAEL001119	1:1	783428
FBgn0040370	AAEL003301	1:1	522140
FBgn0004034	AAEL006830	1:m	752645
FBgn0004034	AAEL006985	1:m	
FBgn0266572	AAEL003789	1:1	813996
FBgn0029522	AAEL003435	1:1	302696
FBgn0029525	AAEL007270	1:1	543628
FBgn0023536	AAEL000434	1:1	546891
FBgn0023537	AAEL001134	1:1	661719
FBgn0023534	AAEL007149	1:1	332599
FBgn0260400	AAEL008164	1:1	553127
FBgn0023535	AAEL002675	1:1	
FBgn0000108	AAEL005895	1:1	854885
FBgn0025633	AAEL007151	1:1	
FBgn0029529	AAEL011974	1:1	
FBgn0025640	AAEL002779	1:1	783682
FBgn0002579	AAEL000010	1:m	
FBgn0002579	AAEL002639	1:m	833281
FBgn0001341	AAEL004017	1:1	675137
FBgn0020381	AAEL014148	1:1	798163
FBgn0003575	AAEL010074	1:1	554381
FBgn0025638	AAEL004691	1:1	828171
FBgn0025637	AAEL009160	1:1	864700
FBgn0021764	AAEL001467	1:1	550344
FBgn0040383	AAEL009100	1:1	497988
FBgn0040382	AAEL005017	1:m	
FBgn0040382	AAEL005013	1:m	557801
FBgn0027343	AAEL006832	1:1	641168
FBgn0086368	AAEL013732	1:1	547023
FBgn0025620	AAEL002917	n:m	
FBgn0025620	AAEL002904	n:m	
FBgn0025621	AAEL009289	1:1	791398
FBgn0015799	AAEL000128	1:1	
FBgn0260855	AAEL012875	1:1	812259
FBgn0264449	AAEL009375	1:1	
FBgn0040344	AAEL000925	1:1	549498
FBgn0040339	AAEL005934	1:1	734903
FBgn0040342	AAEL007379	1:m	
FBgn0040342	AAEL008264	1:m	
FBgn0040340	AAEL003285	1:1	
FBgn0040346	AAEL010077	1:1	810423
FBgn0040347	AAEL011993	1:1	658905
FBgn0040348	AAEL000134	1:1	840645
FBgn0040349	AAEL007893	n:m	
FBgn0040349	AAEL008152	n:m	
FBgn0040349	AAEL008159	n:m	508591
FBgn0040350	AAEL007489	1:1	559002
FBgn0003638	AAEL008703	1:1	547864
FBgn0040337	AAEL007934	1:m	
FBgn0040337	AAEL015081	1:m	862961
FBgn0026143	AAEL007939	1:m	
FBgn0026143	AAEL015080	1:m	849766
FBgn0040398	AAEL008485	1:1	750877
FBgn0040397	AAEL005091	1:1	762856
FBgn0026876	AAEL009438	1:1	744144
FBgn0025641	AAEL013920	1:1	547901
FBgn0004650	AAEL008829	1:1	753975
FBgn0024360	AAEL000996	1:1	529165
FBgn0024364	AAEL000978	1:1	813753
FBgn0000826	AAEL012659	1:1	
FBgn0029573	AAEL000085	1:1	278659
FBgn0023169	AAEL007153	1:1	547685
FBgn0024986	AAEL009708	1:1	780380
FBgn0024985	AAEL012476	1:1	838991
FBgn0259108	AAEL009847	1:1	553863
FBgn0027794	AAEL006026	1:1	553260
FBgn0266284	AAEL006031	1:1	841933
FBgn0027791	AAEL004163	1:1	856105
FBgn0026872	AAEL001601	n:m	853014
FBgn0026872	AAEL001625	n:m	
FBgn0029580	AAEL001601	n:m	
FBgn0029580	AAEL001625	n:m	853018
FBgn0052808	AAEL008784	n:m	558631
FBgn0052808	AAEL008782	n:m	
FBgn0052808	AAEL008767	n:m	
FBgn0052808	AAEL015085	n:m	
FBgn0052808	AAEL015087	n:m	
FBgn0013720	AAEL005228	1:1	815444
FBgn0025383	AAEL008093	n:m	
FBgn0025383	AAEL013623	n:m	
FBgn0025381	AAEL014564	1:1	754788
FBgn0003517	AAEL008083	1:1	
FBgn0025394	AAEL012451	1:1	823100
FBgn0053513	AAEL008090	1:m	770484
FBgn0053513	AAEL013695	1:m	
FBgn0025390	AAEL002319	n:1	
FBgn0000482	AAEL004237	1:1	
FBgn0023530	AAEL014657	1:1	805338
FBgn0001189	AAEL011387	1:1	787739
FBgn0024897	AAEL011440	1:1	792477
FBgn0025378	AAEL003308	1:1	
FBgn0026086	AAEL002522	1:1	809891
FBgn0028969	AAEL013230	1:1	515981
FBgn0026873	AAEL002284	1:1	801429
FBgn0023513	AAEL007726	1:1	857783
FBgn0023517	AAEL006915	1:1	
FBgn0014411	AAEL012961	1:1	
FBgn0026089	AAEL011156	1:1	762131
FBgn0023514	AAEL014037	1:1	
FBgn0000117	AAEL002887	1:1	809922
FBgn0052803	AAEL009418	1:1	666439
FBgn0023510	AAEL013534	1:1	699361
FBgn0023512	AAEL005636	1:1	547140
FBgn0023508	AAEL003143	1:1	530073
FBgn0023522	AAEL009276	1:1	856331
FBgn0023521	AAEL009272	1:1	798209
FBgn0023545	AAEL010465	1:1	542221
FBgn0000667	AAEL007306	1:1	547419
FBgn0003964	AAEL000395	1:1	730598
FBgn0025625	AAEL003359	1:1	
FBgn0025626	AAEL007280	1:1	709576
FBgn0025628	AAEL011158	1:1	510545
FBgn0025630	AAEL009623	1:m	825045
FBgn0025630	AAEL015237	1:m	
FBgn0025629	AAEL009156	1:1	858158
FBgn0025624	AAEL008408	1:1	787663
FBgn0040394	AAEL002866	1:1	547972
FBgn0023507	AAEL005921	1:1	844149
FBgn0004654	AAEL005931	1:1	853364
FBgn0013432	AAEL005928	1:1	530802
FBgn0004655	AAEL002532	1:1	703838
FBgn0005670	AAEL007807	1:m	
FBgn0005670	AAEL007808	1:m	
FBgn0025839	AAEL011157	1:1	845018
FBgn0011576	AAEL007816	1:1	819058
FBgn0003116	AAEL011602	1:1	846391
FBgn0023542	AAEL003039	1:1	862151
FBgn0040899	AAEL008553	1:1	
FBgn0040900	AAEL015153	1:1	
FBgn0023549	AAEL008028	1:1	
FBgn0023550	AAEL013910	1:1	
FBgn0053548	AAEL008032	1:1	772025
FBgn0004397	AAEL005879	1:1	681411
FBgn0001330	AAEL007150	1:1	846766
FBgn0000377	AAEL009383	1:1	546958
FBgn0023524	AAEL011474	1:1	776346
FBgn0027296	AAEL000421	1:1	303900
FBgn0023527	AAEL000422	1:1	818543
FBgn0023528	AAEL004121	1:1	659162
FBgn0023526	AAEL010068	1:1	762211
FBgn0003079	AAEL013858	1:1	550495
FBgn0040389	AAEL004433	1:1	810798
FBgn0003714	AAEL008169	1:1	809593
FBgn0040388	AAEL008827	1:1	548996
FBgn0261451	AAEL011604	1:1	
FBgn0040376	AAEL012952	1:1	723510
FBgn0040375	AAEL000184	1:1	671432
FBgn0040066	AAEL003001	1:1	547331
FBgn0001404	AAEL004688	1:1	489926
FBgn0011606	AAEL010568	1:1	
FBgn0004643	AAEL011103	1:1	828156
FBgn0011566	AAEL003674	1:1	771968
FBgn0029629	AAEL012661	1:1	864682
FBgn0040336	AAEL002129	1:1	757589
FBgn0267350	AAEL000194	1:1	806027
FBgn0003068	AAEL008141	1:1	806079
FBgn0024992	AAEL013841	1:1	848782
FBgn0024993	AAEL001631	1:1	703880
FBgn0024994	AAEL013608	1:1	
FBgn0024996	AAEL005825	1:1	859679
FBgn0024995	AAEL007090	n:m	713124
FBgn0024995	AAEL007097	n:m	
FBgn0024998	AAEL001971	1:1	547604
FBgn0024973	AAEL014679	1:1	649714
FBgn0000927	AAEL007813	1:1	735147
FBgn0000520	AAEL007446	1:1	
FBgn0250874	AAEL006124	1:1	708549
FBgn0000376	AAEL014683	1:1	700020
FBgn0024980	AAEL009458	1:1	
FBgn0040384	AAEL011848	1:1	671282
FBgn0040354	AAEL005551	1:1	
FBgn0029648	AAEL014899	1:1	508552
FBgn0003285	AAEL002732	1:1	548921
FBgn0004647	AAEL010210	1:1	549699
FBgn0029656	AAEL008715	1:1	848775
FBgn0029663	AAEL005278	1:1	788747
FBgn0029664	AAEL009984	1:1	
FBgn0029665	AAEL011476	1:1	762555
FBgn0029666	AAEL003382	1:1	
FBgn0029667	AAEL004231	1:1	834660
FBgn0029672	AAEL015673	1:m	
FBgn0029672	AAEL003367	1:m	829004
FBgn0266429	AAEL007169	1:1	657434
FBgn0044046	AAEL003000	1:1	335684
FBgn0023216	AAEL001470	1:1	719250
FBgn0015286	AAEL014749	1:m	
FBgn0015286	AAEL014749	1:m	522136
FBgn0029676	AAEL011881	n:1	547459
FBgn0260484	AAEL011881	n:1	
FBgn0000542	AAEL002171	1:1	793962
FBgn0028491	AAEL003318	1:1	549534
FBgn0028665	AAEL011025	1:1	863065
FBgn0029685	AAEL004545	1:1	671440
FBgn0029687	AAEL002936	1:1	657074
FBgn0029688	AAEL007506	1:1	552505
FBgn0029689	AAEL002796	1:1	810815
FBgn0029690	AAEL012886	1:1	780875
FBgn0029693	AAEL006950	1:1	650678
FBgn0004832	AAEL011057	1:1	849669
FBgn0000221	AAEL000383	1:1	749417
FBgn0026084	AAEL013661	1:1	703982
FBgn0026079	AAEL013968	1:1	684103
FBgn0026080	AAEL014072	1:1	
FBgn0066114	AAEL009174	1:1	
FBgn0000635	AAEL009173	1:1	551201
FBgn0002707	AAEL002098	1:1	815933
FBgn0266570	AAEL009382	1:1	760826
FBgn0040907	AAEL009379	1:1	854963
FBgn0262738	AAEL009380	1:1	855685
FBgn0029706	AAEL009547	1:1	852580
FBgn0029708	AAEL000176	1:1	767633
FBgn0003210	AAEL009039	1:1	515689
FBgn0029709	AAEL000208	1:1	498652
FBgn0029712	AAEL015598	1:m	
FBgn0029712	AAEL004062	1:m	758092
FBgn0029713	AAEL010864	1:1	334348
FBgn0029714	AAEL002108	1:1	844365
FBgn0029715	AAEL001952	1:1	548089
FBgn0025739	AAEL011801	1:1	721051
FBgn0025613	AAEL004446	1:1	765459
FBgn0029718	AAEL004430	1:1	758918
FBgn0025615	AAEL004448	1:1	828381
FBgn0022942	AAEL009839	1:1	516149
FBgn0029720	AAEL009679	1:1	323757
FBgn0262699	AAEL004480	1:1	547655
FBgn0011760	AAEL011478	n:1	835576
FBgn0028325	AAEL013613	1:1	858258
FBgn0029729	AAEL009963	1:1	
FBgn0029733	AAEL004513	1:1	268193
FBgn0052772	AAEL003677	1:1	
FBgn0029736	AAEL005438	1:1	531361
FBgn0029737	AAEL000933	1:1	771876
FBgn0261803	AAEL003784	1:m	518503
FBgn0261803	AAEL005283	1:m	
FBgn0263237	AAEL001038	1:1	547099
FBgn0003449	AAEL002980	1:1	531052
FBgn0029755	AAEL011958	1:1	852336
FBgn0014024	AAEL011963	1:m	
FBgn0014024	AAEL011961	1:m	267130
FBgn0024332	AAEL011811	1:1	780754
FBgn0026751	AAEL002782	1:1	857786
FBgn0010014	AAEL010470	n:1	
FBgn0029761	AAEL006455	1:1	542289
FBgn0029762	AAEL008424	1:1	788752
FBgn0263987	AAEL008431	1:1	782691
FBgn0029771	AAEL008497	1:1	
FBgn0029778	AAEL013617	1:1	734481
FBgn0004687	AAEL007439	1:1	547262
FBgn0259994	AAEL006822	1:1	793017
FBgn0029783	AAEL004004	1:1	653862
FBgn0028474	AAEL004886	1:1	
FBgn0029785	AAEL005629	1:1	857555
FBgn0046687	AAEL001606	1:1	657283
FBgn0029789	AAEL013115	1:1	853468
FBgn0000394	AAEL009538	1:1	790149
FBgn0027564	AAEL013393	1:1	831750
FBgn0029791	AAEL005485	1:1	551642
FBgn0053080	AAEL005481	1:1	683989
FBgn0052758	AAEL005484	1:1	810100
FBgn0261383	AAEL001099	1:1	
FBgn0029798	AAEL008960	1:1	744147
FBgn0029800	AAEL004552	1:1	
FBgn0013987	AAEL009402	1:1	550704
FBgn0029804	AAEL011722	1:m	
FBgn0029804	AAEL015559	1:m	539176
FBgn0029811	AAEL009800	n:m	
FBgn0029811	AAEL009796	n:m	
FBgn0029811	AAEL009802	n:m	
FBgn0029811	AAEL009790	n:m	
FBgn0029811	AAEL009794	n:m	
FBgn0029811	AAEL009791	n:m	
FBgn0029811	AAEL009793	n:m	
FBgn0029811	AAEL015163	n:m	
FBgn0029811	AAEL015364	n:m	
FBgn0029811	AAEL004760	n:m	
FBgn0029813	AAEL014713	n:m	723511
FBgn0029813	AAEL004659	n:m	
FBgn0029813	AAEL004847	n:m	
FBgn0029813	AAEL004827	n:m	
FBgn0029814	AAEL006825	1:1	719363
FBgn0029818	AAEL009512	1:1	843648
FBgn0029819	AAEL012593	1:1	548416
FBgn0029820	AAEL001446	1:1	757618
FBgn0000042	AAEL011197	n:1	784102
FBgn0029821	AAEL002533	1:1	555217
FBgn0029822	AAEL002435	1:1	723370
FBgn0029823	AAEL002510	1:1	861551
FBgn0029824	AAEL002499	1:1	735067
FBgn0052755	AAEL006403	1:1	
FBgn0029827	AAEL008093	n:m	
FBgn0029827	AAEL013623	n:m	
FBgn0029830	AAEL014552	1:1	
FBgn0029831	AAEL014553	1:m	
FBgn0029831	AAEL014551	1:m	762684
FBgn0029831	AAEL015093	1:m	
FBgn0027546	AAEL008109	1:1	823019
FBgn0029003	AAEL008118	1:1	823020
FBgn0029833	AAEL007760	1:1	855803
FBgn0029834	AAEL007759	1:1	837023
FBgn0029835	AAEL005634	1:1	744887
FBgn0029837	AAEL010102	1:1	641200
FBgn0029838	AAEL010487	1:m	
FBgn0029838	AAEL014819	1:m	753545
FBgn0029839	AAEL011492	1:1	753546
FBgn0029840	AAEL007690	1:1	
FBgn0026060	AAEL011421	1:1	703743
FBgn0029843	AAEL005207	1:1	851875
FBgn0052751	AAEL015162	n:m	
FBgn0052751	AAEL002681	n:m	
FBgn0052751	AAEL006023	n:m	780156
FBgn0040069	AAEL015162	n:m	
FBgn0040069	AAEL002681	n:m	
FBgn0040069	AAEL006023	n:m	
FBgn0029849	AAEL006855	1:1	665210
FBgn0003514	AAEL008921	1:1	547495
FBgn0262730	AAEL004880	1:1	842840
FBgn0023458	AAEL006472	1:1	516301
FBgn0015818	AAEL013795	1:1	547410
FBgn0040918	AAEL009092	1:m	
FBgn0040918	AAEL009092	1:m	529237
FBgn0029853	AAEL000222	1:1	
FBgn0028982	AAEL006956	1:1	865002
FBgn0029854	AAEL004450	n:m	
FBgn0029854	AAEL004450	n:m	
FBgn0086558	AAEL003877	n:1	
FBgn0029856	AAEL000795	1:1	754154
FBgn0026015	AAEL011603	1:1	507492
FBgn0029857	AAEL004558	1:1	
FBgn0028685	AAEL004563	1:1	848757
FBgn0029858	AAEL003879	1:1	841880
FBgn0029860	AAEL008962	1:1	704097
FBgn0029863	AAEL009032	1:1	794236
FBgn0029866	AAEL013491	1:m	
FBgn0029866	AAEL013483	1:m	508770
FBgn0029868	AAEL005693	1:1	703702
FBgn0261955	AAEL011789	1:m	863127
FBgn0261955	AAEL002956	1:m	
FBgn0029870	AAEL004471	1:1	726097
FBgn0003139	AAEL004288	1:1	547105
FBgn0014031	AAEL010480	1:m	857298
FBgn0014031	AAEL014817	1:m	
FBgn0014026	AAEL005722	1:1	
FBgn0000524	AAEL001459	1:1	657156
FBgn0085446	AAEL007465	1:1	
FBgn0029878	AAEL009877	1:1	548443
FBgn0029879	AAEL011162	1:1	547351
FBgn0029882	AAEL013314	1:1	722939
FBgn0028360	AAEL004477	1:1	547880
FBgn0029885	AAEL003752	1:1	773278
FBgn0062413	AAEL013309	1:1	825306
FBgn0029887	AAEL010612	1:m	
FBgn0029887	AAEL011687	1:m	551616
FBgn0025815	AAEL012546	1:1	780753
FBgn0029888	AAEL000986	1:1	857506
FBgn0028336	AAEL008167	1:1	856926
FBgn0029891	AAEL011594	1:1	753892
FBgn0029892	AAEL005725	1:1	495432
FBgn0029896	AAEL005849	1:1	547689
FBgn0029897	AAEL011471	1:1	835216
FBgn0029898	AAEL011470	1:1	550603
FBgn0029502	AAEL011379	1:1	805894
FBgn0003390	AAEL011386	1:1	548304
FBgn0259228	AAEL013817	1:1	775951
FBgn0029903	AAEL009249	1:1	849642
FBgn0086693	AAEL009258	1:1	550828
FBgn0029906	AAEL002996	1:1	811979
FBgn0263968	AAEL010928	1:1	769027
FBgn0029913	AAEL009782	1:1	760496
FBgn0029914	AAEL009711	1:1	775681
FBgn0029915	AAEL011200	1:1	648482
FBgn0029922	AAEL011125	1:1	736899
FBgn0029925	AAEL006068	1:1	547489
FBgn0004646	AAEL014846	1:1	
FBgn0261284	AAEL001403	1:1	808786
FBgn0027106	AAEL008588	1:1	769164
FBgn0027108	AAEL014847	1:1	769168
FBgn0000330	AAEL011429	1:1	531855
FBgn0052736	AAEL007576	1:1	852121
FBgn0029928	AAEL000974	1:1	
FBgn0029929	AAEL010990	1:1	817009
FBgn0029932	AAEL012288	n:m	
FBgn0029932	AAEL012287	n:m	549033
FBgn0029932	AAEL014207	n:m	
FBgn0029932	AAEL014206	n:m	
FBgn0264270	AAEL011150	1:1	567803
FBgn0029935	AAEL010679	1:1	
FBgn0029936	AAEL010388	1:1	728902
FBgn0027342	AAEL008322	1:1	641171
FBgn0029942	AAEL007243	1:1	547094
FBgn0025549	AAEL000174	1:1	730367
FBgn0029943	AAEL002286	1:1	703497
FBgn0261848	AAEL006297	n:m	
FBgn0261848	AAEL010269	n:m	
FBgn0261848	AAEL011798	n:m	
FBgn0261848	AAEL002682	n:m	
FBgn0261848	AAEL004407	n:m	
FBgn0026144	AAEL006492	1:1	684874
FBgn0029948	AAEL006504	1:m	
FBgn0029948	AAEL006495	1:m	
FBgn0029948	AAEL006503	1:m	
FBgn0029950	AAEL006487	1:1	839571
FBgn0022786	AAEL006532	1:1	609377
FBgn0027553	AAEL014752	1:1	516327
FBgn0029958	AAEL014750	1:1	804886
FBgn0029959	AAEL008959	1:1	522139
FBgn0016041	AAEL007001	1:1	814818
FBgn0029961	AAEL014685	n:m	
FBgn0029961	AAEL014686	n:m	
FBgn0029961	AAEL014690	n:m	
FBgn0029961	AAEL014687	n:m	
FBgn0029961	AAEL014691	n:m	
FBgn0029961	AAEL015150	n:m	
FBgn0029961	AAEL015149	n:m	
FBgn0029961	AAEL003328	n:m	
FBgn0029961	AAEL003353	n:m	
FBgn0029961	AAEL003335	n:m	
FBgn0029961	AAEL003340	n:m	
FBgn0029961	AAEL003329	n:m	
FBgn0029961	AAEL000462	n:m	
FBgn0029962	AAEL008031	1:1	
FBgn0029965	AAEL014685	n:m	
FBgn0029965	AAEL014686	n:m	
FBgn0029965	AAEL014690	n:m	
FBgn0029965	AAEL014687	n:m	267816
FBgn0029965	AAEL014691	n:m	
FBgn0029965	AAEL015150	n:m	
FBgn0029965	AAEL015149	n:m	
FBgn0029965	AAEL003328	n:m	
FBgn0029965	AAEL003353	n:m	
FBgn0029965	AAEL003335	n:m	
FBgn0029965	AAEL003340	n:m	
FBgn0029965	AAEL003329	n:m	
FBgn0029965	AAEL000462	n:m	
FBgn0029966	AAEL014685	n:m	
FBgn0029966	AAEL014686	n:m	267918
FBgn0029966	AAEL014690	n:m	
FBgn0029966	AAEL014687	n:m	
FBgn0029966	AAEL014691	n:m	
FBgn0029966	AAEL015150	n:m	
FBgn0029966	AAEL015149	n:m	
FBgn0029966	AAEL003328	n:m	
FBgn0029966	AAEL003353	n:m	
FBgn0029966	AAEL003335	n:m	
FBgn0029966	AAEL003340	n:m	
FBgn0029966	AAEL003329	n:m	
FBgn0029966	AAEL000462	n:m	
FBgn0259189	AAEL014685	n:m	
FBgn0259189	AAEL014686	n:m	
FBgn0259189	AAEL014690	n:m	
FBgn0259189	AAEL014687	n:m	
FBgn0259189	AAEL014691	n:m	
FBgn0259189	AAEL015150	n:m	
FBgn0259189	AAEL015149	n:m	
FBgn0259189	AAEL003328	n:m	
FBgn0259189	AAEL003353	n:m	
FBgn0259189	AAEL003335	n:m	
FBgn0259189	AAEL003340	n:m	
FBgn0259189	AAEL003329	n:m	703855
FBgn0259189	AAEL000462	n:m	
FBgn0259188	AAEL014685	n:m	
FBgn0259188	AAEL014686	n:m	
FBgn0259188	AAEL014690	n:m	
FBgn0259188	AAEL014687	n:m	
FBgn0259188	AAEL014691	n:m	
FBgn0259188	AAEL015150	n:m	
FBgn0259188	AAEL015149	n:m	
FBgn0259188	AAEL003328	n:m	
FBgn0259188	AAEL003353	n:m	
FBgn0259188	AAEL003335	n:m	703856
FBgn0259188	AAEL003340	n:m	
FBgn0259188	AAEL003329	n:m	
FBgn0259188	AAEL000462	n:m	
FBgn0029968	AAEL014685	n:m	
FBgn0029968	AAEL014686	n:m	
FBgn0029968	AAEL014690	n:m	703853
FBgn0029968	AAEL014687	n:m	
FBgn0029968	AAEL014691	n:m	
FBgn0029968	AAEL015150	n:m	
FBgn0029968	AAEL015149	n:m	
FBgn0029968	AAEL003328	n:m	
FBgn0029968	AAEL003353	n:m	
FBgn0029968	AAEL003335	n:m	
FBgn0029968	AAEL003340	n:m	
FBgn0029968	AAEL003329	n:m	
FBgn0029968	AAEL000462	n:m	
FBgn0029969	AAEL006634	1:1	855563
FBgn0029971	AAEL003423	1:1	725391
FBgn0040087	AAEL004756	1:1	547350
FBgn0261592	AAEL000032	1:1	
FBgn0010292	AAEL000001	1:1	852838
FBgn0029974	AAEL001127	1:1	271010
FBgn0029975	AAEL009634	1:m	508560
FBgn0029975	AAEL009634	1:m	
FBgn0029976	AAEL008020	1:1	795180
FBgn0029977	AAEL010193	1:1	830394
FBgn0029980	AAEL006039	1:1	865770
FBgn0004403	AAEL005266	n:1	829404
FBgn0004404	AAEL005266	n:1	
FBgn0027280	AAEL014309	1:1	706648
FBgn0003656	AAEL013811	1:1	824387
FBgn0003447	AAEL013808	1:1	829653
FBgn0010329	AAEL010856	1:1	738337
FBgn0004657	AAEL012466	1:1	775849
FBgn0029992	AAEL010598	1:1	801747
FBgn0029994	AAEL008016	1:1	508753
FBgn0029995	AAEL008014	1:1	
FBgn0029996	AAEL013633	1:1	547187
FBgn0029997	AAEL003036	1:1	845836
FBgn0040319	AAEL008105	1:1	803875
FBgn0029999	AAEL000952	1:1	706182
FBgn0030000	AAEL015455	1:m	
FBgn0030000	AAEL005932	1:m	856096
FBgn0030004	AAEL012947	1:1	822585
FBgn0030005	AAEL007427	1:1	
FBgn0025800	AAEL008696	1:1	
FBgn0030007	AAEL002867	1:1	859624
FBgn0030009	AAEL008798	1:1	
FBgn0030010	AAEL007564	n:m	
FBgn0030010	AAEL013993	n:m	
FBgn0030011	AAEL010070	1:1	551278
FBgn0030012	AAEL014149	1:1	
FBgn0030026	AAEL002901	1:1	508582
FBgn0020653	AAEL002886	n:1	510577
FBgn0017566	AAEL012552	1:1	756634
FBgn0030027	AAEL009482	1:1	554735
FBgn0030030	AAEL013107	1:1	332910
FBgn0015519	AAEL004061	1:1	637288
FBgn0030035	AAEL011353	1:1	811736
FBgn0030037	AAEL006016	1:1	807449
FBgn0030038	AAEL008041	1:1	740606
FBgn0030040	AAEL008801	1:1	739939
FBgn0023506	AAEL008788	1:1	696553
FBgn0014032	AAEL001845	1:1	
FBgn0264975	AAEL008340	1:1	850296
FBgn0026679	AAEL001332	1:1	817231
FBgn0030050	AAEL011455	n:m	
FBgn0030050	AAEL011607	n:m	
FBgn0030050	AAEL014382	n:m	
FBgn0030050	AAEL004679	n:m	
FBgn0030050	AAEL005641	n:m	
FBgn0030052	AAEL012246	1:1	503998
FBgn0030053	AAEL006525	1:1	547848
FBgn0040929	AAEL001805	1:1	696422
