drosophila_ID	anopheles_ID	orthotype	OMAgroup
FBgn0040571	AGAP010085	n:m	
FBgn0038771	AGAP002627	1:1	711102
FBgn0038772	ABD94311.1	1:1	703438
FBgn0003249	AGAP006126	n:1	269928
FBgn0038774	AGAP000749	1:1	542531
FBgn0038783	AGAP001819	n:1	
FBgn0038784	AGAP001819	n:1	518504
FBgn0261550	AGAP003484	1:1	859253
FBgn0038788	AGAP002943	1:1	653863
FBgn0038795	AGAP005447	1:1	492680
FBgn0038797	AGAP003073	1:1	498038
FBgn0038798	AGAP001912	n:1	789116
FBgn0038799	AGAP006594	1:1	547725
FBgn0067783	AGAP000097	1:1	497993
FBgn0040575	AGAP000096	1:1	706665
FBgn0038803	AGAP001699	1:1	694747
FBgn0038804	AGAP012657	1:1	828424
FBgn0038805	AGAP008499	1:1	
FBgn0038806	AGAP003155	1:1	659049
FBgn0023212	AGAP003154	1:1	812812
FBgn0038808	AGAP008339	1:1	796417
FBgn0038809	AGAP001873	1:1	769136
FBgn0014029	AGAP011532	1:1	839018
FBgn0038810	AGAP001939	1:1	714236
FBgn0038811	AGAP002409	1:1	858201
FBgn0023097	AGAP001328	1:1	796951
FBgn0038814	AGAP002548	1:1	823864
FBgn0001169	AGAP004344	1:1	731640
FBgn0015279	AGAP000018	1:1	515611
FBgn0038816	AGAP000810	1:1	792432
FBgn0038818	AGAP003106	1:1	851880
FBgn0038819	AGAP000047	1:1	558994
FBgn0024944	AGAP000045	1:1	657392
FBgn0004107	AGAP004579	1:1	
FBgn0259222	AGAP004544	1:1	856995
FBgn0038826	AGAP001419	1:1	548625
FBgn0051195	AGAP001418	1:1	752303
FBgn0038827	AGAP011769	1:1	714213
FBgn0038828	AGAP004630	1:1	755668
FBgn0019936	AGAP010591	1:1	866142
FBgn0038830	AGAP004629	1:1	548494
FBgn0027493	AGAP003405	1:1	861339
FBgn0053094	AGAP008046	1:1	548480
FBgn0038833	AGAP003406	1:1	533170
FBgn0038834	AGAP000654	1:1	834050
FBgn0259215	AGAP000256	1:1	770512
FBgn0038837	AGAP000803	n:m	
FBgn0038837	AGAP012447	n:m	
FBgn0038839	AGAP000805	1:1	785982
FBgn0038840	AGAP002797	1:m	770496
FBgn0038840	AGAP000798	1:m	
FBgn0002921	AGAP002858	1:1	523655
FBgn0026056	AGAP003146	1:1	716212
FBgn0013812	AGAP010435	1:1	529439
FBgn0025865	AGAP004625	1:1	549357
FBgn0000083	AGAP003790	1:1	
FBgn0003257	AGAP004175	1:1	851346
FBgn0038851	AGAP001388	1:1	682139
FBgn0038854	AGAP004523	1:1	334448
FBgn0038855	AGAP004522	1:1	553128
FBgn0266674	AGAP006648	1:1	797150
FBgn0028468	AGAP001391	1:1	546942
FBgn0015790	AGAP004559	1:1	
FBgn0010770	AGAP004556	1:1	796316
FBgn0023423	AGAP001944	1:1	547490
FBgn0038858	AGAP001942	1:1	
FBgn0250820	AGAP001447	1:1	665209
FBgn0038869	AGAP003552	1:1	771973
FBgn0038870	AGAP002287	1:1	839832
FBgn0038871	AGAP002286	1:1	798830
FBgn0000527	AGAP002291	1:1	551831
FBgn0038873	AGAP003499	n:m	
FBgn0038873	AGAP000535	n:m	
FBgn0016700	AGAP004146	1:1	522090
FBgn0043012	AGAP001703	1:1	839321
FBgn0038876	AGAP001704	1:1	751740
FBgn0038877	AGAP002253	1:1	835753
FBgn0038878	AGAP005499	n:m	
FBgn0038878	AGAP005502	n:m	
FBgn0011278	AGAP003672	1:1	709671
FBgn0004863	AGAP003674	1:1	739925
FBgn0038890	AGAP000483	1:1	855868
FBgn0002941	AGAP000484	1:1	
FBgn0038893	AGAP001976	1:1	851585
FBgn0038894	AGAP001984	1:1	332926
FBgn0259113	AGAP001929	1:1	761186
FBgn0038897	AAR13710.1	1:1	797520
FBgn0051343	AGAP004809	1:1	797525
FBgn0027575	AGAP004595	1:1	266317
FBgn0038902	AGAP004594	1:1	
FBgn0038903	AGAP002375	1:1	859900
FBgn0003867	AGAP002282	1:1	774065
FBgn0041229	AGAP001170	1:1	
FBgn0045470	AGAP006143	1:1	
FBgn0260940	AGAP000771	1:1	783394
FBgn0067317	AGAP004219	1:1	851810
FBgn0051431	AGAP004218	1:1	721077
FBgn0038912	AGAP004591	1:1	789716
FBgn0083984	AGAP000793	1:1	836209
FBgn0038916	AGAP004496	1:1	775029
FBgn0038921	AGAP007785	1:1	
FBgn0038922	AGAP007786	1:1	847131
FBgn0019960	AGAP002364	1:1	548621
FBgn0038924	AGAP011634	1:1	833606
FBgn0038925	AGAP003843	1:1	541567
FBgn0019957	AGAP011130	1:1	679345
FBgn0038926	AGAP000778	1:1	824056
FBgn0038927	AGAP008925	1:1	547138
FBgn0266581	AGAP008601	1:1	547025
FBgn0038928	AGAP007173	1:1	
FBgn0038929	AGAP001742	1:m	
FBgn0038929	AGAP002650	1:m	
FBgn0051163	AGAP004106	1:1	789870
FBgn0038938	AGAP004104	1:m	
FBgn0038938	AGAP004107	1:m	560438
FBgn0038946	AGAP004103	1:1	
FBgn0038947	AGAP004098	1:1	775021
FBgn0038948	AGAP000158	1:1	764009
FBgn0038951	AGAP011973	1:1	828759
FBgn0267385	AGAP004596	1:1	857901
FBgn0038960	AGAP002068	1:1	824595
FBgn0038961	AGAP002067	1:1	805742
FBgn0038964	AGAP002063	1:1	801509
FBgn0038965	AGAP002066	1:1	
FBgn0038966	AGAP002065	1:1	273150
FBgn0028688	AGAP002061	1:1	816738
FBgn0263351	AGAP007131	1:1	531854
FBgn0038974	AGAP003440	1:1	547507
FBgn0038975	AGAP004066	1:1	549618
FBgn0038976	AGAP003416	1:1	843420
FBgn0003676	AGAP004238	1:1	636217
FBgn0038981	AGAP002883	n:1	663345
FBgn0053099	AGAP002883	n:1	
FBgn0038983	AGAP011812	1:1	650996
FBgn0038984	AGAP004486	1:1	771013
FBgn0260942	AGAP008781	1:1	650985
FBgn0038986	AGAP008780	1:1	650978
FBgn0053110	AGAP011848	1:1	650981
FBgn0028837	AGAP008156	1:1	862817
FBgn0024558	AGAP004412	1:1	854827
FBgn0051159	AGAP007894	1:1	863718
FBgn0263863	AGAP002412	1:1	745866
FBgn0266418	AGAP001726	1:1	659213
FBgn0046114	AGAP012038	1:1	757604
FBgn0039003	AGAP004409	1:1	849409
FBgn0039004	AGAP003503	1:1	795540
FBgn0263986	AGAP003502	1:1	555641
FBgn0039006	AAU93473.1	n:m	
FBgn0039006	AAO24698.1	n:m	
FBgn0039006	AAL96667.1	n:m	819078
FBgn0039006	AAL93296.1	n:m	
FBgn0039008	AGAP007760	1:1	340359
FBgn0024958	AGAP007258	n:1	
FBgn0266409	AGAP000456	1:1	845975
FBgn0039016	AAO73809.1	1:1	
FBgn0039020	AGAP004736	1:1	841932
FBgn0086253	AGAP004267	1:1	815544
FBgn0039025	AGAP012139	1:1	547349
FBgn0017590	AGAP002325	1:1	553038
FBgn0039030	AGAP003196	1:1	
FBgn0263390	AGAP002324	1:1	
FBgn0039033	AGAP002125	n:m	789124
FBgn0039033	AGAP002126	n:m	
FBgn0039034	AGAP002125	n:m	
FBgn0039034	AGAP002126	n:m	728903
FBgn0039040	AGAP005166	1:m	
FBgn0039040	AGAP005167	1:m	508960
FBgn0039040	AGAP007981	1:m	
FBgn0039043	AGAP002926	1:1	508830
FBgn0039045	AGAP004116	1:1	
FBgn0027526	AGAP005270	1:1	860813
FBgn0039054	AGAP003400	1:1	267665
FBgn0039049	AGAP000679	n:1	
FBgn0039055	AGAP000149	1:1	742517
FBgn0039056	AGAP000563	1:1	734462
FBgn0004644	AGAP001412	1:1	
FBgn0265042	AGAP001280	1:1	
FBgn0262975	AGAP005300	1:1	714553
FBgn0039064	AGAP005301	1:1	797607
FBgn0039067	AGAP003524	1:1	553645
FBgn0039068	AGAP003081	1:1	846198
FBgn0025781	AGAP004623	1:1	
FBgn0039069	AGAP004620	1:1	777757
FBgn0039071	AGAP004622	1:1	856187
FBgn0264326	AGAP004615	1:1	743338
FBgn0016119	AGAP004616	1:1	795908
FBgn0024509	AGAP003183	1:1	546964
FBgn0002622	AGAP001910	1:1	860713
FBgn0039081	AGAP001283	1:1	824406
FBgn0039084	AGAP002391	1:1	780887
FBgn0039091	AGAP003499	n:m	
FBgn0039091	AGAP000535	n:m	
FBgn0053337	AGAP003499	n:m	
FBgn0053337	AGAP000535	n:m	
FBgn0039092	AGAP003499	n:m	
FBgn0039092	AGAP000535	n:m	
FBgn0039093	AGAP003499	n:m	557586
FBgn0039093	AGAP000535	n:m	
FBgn0039094	AGAP003688	1:1	796590
FBgn0051145	AGAP002913	1:1	829140
FBgn0039098	AGAP001768	n:1	675086
FBgn0039099	AGAP001768	n:1	
FBgn0040227	AGAP002337	1:1	864430
FBgn0027512	AGAP003090	1:1	815811
FBgn0039104	AGAP001620	1:1	
FBgn0051414	AGAP001649	1:1	512864
FBgn0039109	AGAP001650	1:1	528004
FBgn0028691	AGAP001651	1:1	865189
FBgn0263782	AGAP002288	1:1	830292
FBgn0039110	AGAP004520	1:1	555757
FBgn0028684	AGAP000616	1:1	848758
FBgn0028475	AGAP000615	1:1	547686
FBgn0039111	AGAP000617	1:1	814050
FBgn0039112	AGAP000618	1:1	761001
FBgn0039113	AGAP002289	1:1	794732
FBgn0039114	AGAP002890	1:1	830832
FBgn0039115	AGAP012804	1:1	638192
FBgn0039116	AGAP005298	1:1	801417
FBgn0039117	AGAP003182	1:1	845983
FBgn0039118	AGAP003239	1:1	796394
FBgn0015513	AGAP004320	1:1	685645
FBgn0085384	AGAP003887	1:1	817246
FBgn0025574	AGAP004232	1:1	844924
FBgn0013347	AGAP004370	1:1	
FBgn0039125	AGAP004558	1:1	828983
FBgn0264741	AGAP001401	1:1	
FBgn0015282	AGAP003216	1:1	848755
FBgn0039128	AGAP011878	1:1	763544
FBgn0039130	AGAP004297	1:1	805283
FBgn0001098	AGAP004362	1:1	856178
FBgn0039131	AGAP002279	1:1	621711
FBgn0039132	AGAP004283	1:1	
FBgn0051140	AGAP004209	1:1	265249
FBgn0039135	AGAP004210	1:m	264090
FBgn0039135	AGAP012944	1:m	
FBgn0039137	AGAP002463	1:1	850797
FBgn0015795	AGAP001617	1:1	522099
FBgn0053108	AGAP003311	1:1	829326
FBgn0020647	AGAP003312	1:1	844612
FBgn0039139	AGAP002895	1:1	307579
FBgn0039140	AGAP007998	1:1	865243
FBgn0039141	AGAP002334	1:1	848773
FBgn0005649	AGAP002335	1:1	
FBgn0043455	AGAP001314	1:1	495105
FBgn0264325	AGAP003858	1:1	814113
FBgn0026576	AGAP001235	1:1	795107
FBgn0040283	AGAP002947	1:1	547059
FBgn0053100	AGAP002948	1:1	841553
FBgn0013343	AGAP007698	1:1	795547
FBgn0039147	AGAP000733	n:1	863315
FBgn0039149	AGAP003447	1:1	
FBgn0039152	AGAP003449	1:1	551676
FBgn0039151	AGAP003453	1:1	728088
FBgn0039153	AGAP003454	1:1	790286
FBgn0266673	AGAP004147	1:1	720832
FBgn0039154	AGAP002852	1:1	305035
FBgn0039155	AGAP003441	1:1	743601
FBgn0039156	AGAP004655	1:1	
FBgn0039157	AGAP004403	1:1	552283
FBgn0039158	AGAP002392	1:1	833504
FBgn0039159	AGAP004404	1:m	
FBgn0039159	AGAP012833	1:m	795672
FBgn0039160	AGAP004407	1:1	797357
FBgn0029503	AGAP003061	1:m	
FBgn0029503	AGAP003064	1:m	767501
FBgn0039163	AGAP003063	1:1	805520
FBgn0266282	AGAP002985	1:1	547040
FBgn0011725	AGAP004405	1:1	849463
FBgn0039169	AGAP004438	1:1	
FBgn0039175	AGAP003517	1:1	828730
FBgn0011225	AGAP000776	1:1	
FBgn0019952	AGAP004309	1:1	
FBgn0039177	AGAP011321	1:1	538676
FBgn0039178	AGAP003303	1:1	553154
FBgn0263398	AGAP003874	1:1	
FBgn0259685	AGAP003873	1:1	550611
FBgn0028471	AGAP004265	1:1	553562
FBgn0011785	AGAP002030	1:1	547941
FBgn0039182	AGAP003595	1:1	529373
FBgn0039183	AGAP005191	1:1	546986
FBgn0039184	AGAP001473	1:1	546879
FBgn0011581	AGAP001474	1:1	334306
FBgn0039186	AGAP003388	1:1	552215
FBgn0039187	AGAP001475	1:1	823448
FBgn0039188	AGAP003147	1:1	553228
FBgn0039189	AGAP002133	1:1	862947
FBgn0053339	AGAP002976	n:1	
FBgn0039193	AGAP003272	n:1	741353
FBgn0261993	AGAP003272	n:1	
FBgn0261994	AGAP003272	n:1	
FBgn0053341	AGAP002976	n:1	
FBgn0039194	AGAP002976	n:1	716486
FBgn0039195	AGAP002977	1:1	
FBgn0039198	AGAP002975	1:1	
FBgn0000036	AAU12503.1	1:1	637248
FBgn0000039	AAU12504.1	1:1	637284
FBgn0004118	AAU12512.1	1:1	637276
FBgn0039201	AGAP001165	1:1	
FBgn0039203	AGAP011167	1:1	693830
FBgn0039204	AGAP004226	1:1	709678
FBgn0039205	AGAP010072	1:1	547506
FBgn0039207	AGAP003221	1:1	549819
FBgn0266758	AGAP003725	1:1	745739
FBgn0039210	AGAP011249	1:1	
FBgn0039212	AGAP011160	1:1	812777
FBgn0039213	AGAP002047	1:1	697125
FBgn0046685	AGAP006960	1:1	267080
FBgn0039214	AGAP003643	1:1	845022
FBgn0000139	AGAP003705	1:1	811792
FBgn0039215	AGAP002614	1:1	547985
FBgn0051126	AAR13715.1	1:1	741772
FBgn0020018	AGAP003704	1:1	816809
FBgn0003429	AGAP003709	1:1	643286
FBgn0039218	AGAP011761	1:1	851551
FBgn0039219	AGAP003700	1:1	863501
FBgn0004885	AGAP003702	1:1	563342
FBgn0000140	AGAP003703	1:1	838788
FBgn0039223	AGAP003208	1:1	498005
FBgn0039226	AGAP011281	1:1	752302
FBgn0039227	AGAP001099	1:1	830249
FBgn0027539	AGAP006880	1:1	825264
FBgn0083986	AGAP006878	1:1	850247
FBgn0027617	AGAP008136	1:1	
FBgn0039229	AGAP001298	1:1	549354
FBgn0045980	AGAP006872	1:1	548495
FBgn0051118	AGAP006873	1:1	522227
FBgn0051357	AGAP004332	1:1	857760
FBgn0039232	AGAP001637	1:1	716470
FBgn0013953	AGAP002331	1:1	771365
FBgn0039233	AGAP002330	1:1	865237
FBgn0039234	AGAP001734	1:1	839371
FBgn0051119	AGAP001736	1:1	812418
FBgn0039240	AGAP003138	1:1	763675
FBgn0039241	AGAP001423	1:1	744221
FBgn0051121	AGAP002050	1:1	782134
FBgn0039244	AGAP002051	1:1	554011
FBgn0040601	AGAP002052	1:1	559345
FBgn0265190	AGAP002933	1:1	839156
FBgn0265189	AGAP002934	1:1	853201
FBgn0039249	AGAP012913	1:1	
FBgn0039252	AGAP000252	1:1	708021
FBgn0020626	AGAP010893	1:1	497407
FBgn0039254	AGAP009544	1:1	866227
FBgn0039255	AGAP002376	1:1	553531
FBgn0039257	AGAP000893	1:1	550381
FBgn0039259	AGAP004330	1:1	705795
FBgn0015240	AGAP004224	1:1	754760
FBgn0039261	AGAP003817	1:1	
FBgn0045866	AGAP001064	1:1	498654
FBgn0259178	AGAP000203	1:1	531011
FBgn0039265	AGAP002363	1:1	830882
FBgn0051109	AGAP001400	1:1	660252
FBgn0266719	AGAP003164	1:1	788489
FBgn0039269	AGAP005858	1:1	830614
FBgn0011336	AGAP002396	1:1	736259
FBgn0039271	AGAP004605	1:1	
FBgn0039272	AGAP004570	1:1	555883
FBgn0039273	AGAP010187	1:1	
FBgn0039274	AGAP003890	1:1	850585
FBgn0004898	AGAP002460	1:1	
FBgn0039277	AGAP004287	1:1	782159
FBgn0051108	AGAP004288	1:1	494618
FBgn0260229	AGAP004289	1:1	
FBgn0259152	AGAP002680	1:1	491810
FBgn0083946	AGAP002677	1:1	720765
FBgn0022800	AGAP011648	1:1	558650
FBgn0039290	AGAP002672	1:1	759476
FBgn0051106	AGAP004156	n:m	
FBgn0051106	AGAP004157	n:m	
FBgn0051106	AGAP000732	n:m	
FBgn0051106	AGAP012761	n:m	
FBgn0051103	AGAP004156	n:m	563293
FBgn0051103	AGAP004157	n:m	
FBgn0051103	AGAP000732	n:m	
FBgn0051103	AGAP012761	n:m	
FBgn0039293	AGAP003601	1:1	855360
FBgn0039294	AGAP003607	1:1	
FBgn0039296	AGAP003488	1:1	711920
FBgn0039298	AGAP004262	1:m	712524
FBgn0039298	AAO39756.1	1:m	
FBgn0039298	AGAP012703	1:m	
FBgn0039300	AGAP007157	1:1	
FBgn0039301	AGAP011887	1:1	835175
FBgn0039302	AGAP002982	1:1	859097
FBgn0039303	AGAP011996	1:1	808681
FBgn0039304	AGAP003984	1:1	508568
FBgn0027090	AGAP010267	1:1	836947
FBgn0039306	AGAP001526	1:1	554196
FBgn0039311	AGAP003763	n:m	
FBgn0039311	AGAP003765	n:m	
FBgn0039311	AGAP003767	n:m	
FBgn0039312	AGAP003766	n:1	723268
FBgn0051300	AGAP003763	n:m	
FBgn0051300	AGAP003765	n:m	
FBgn0051300	AGAP003767	n:m	269451
FBgn0051104	AGAP003763	n:m	
FBgn0051104	AGAP003765	n:m	
FBgn0051104	AGAP003767	n:m	
FBgn0039315	AGAP003763	n:m	
FBgn0039315	AGAP003765	n:m	
FBgn0039315	AGAP003767	n:m	
FBgn0039316	AGAP003763	n:m	
FBgn0039316	AGAP003765	n:m	
FBgn0039316	AGAP003767	n:m	
FBgn0039319	AGAP003763	n:m	
FBgn0039319	AGAP003765	n:m	
FBgn0039319	AGAP003767	n:m	
FBgn0051370	AGAP003763	n:m	271374
FBgn0051370	AGAP003765	n:m	
FBgn0051370	AGAP003767	n:m	
FBgn0051436	AGAP003763	n:m	
FBgn0051436	AGAP003765	n:m	
FBgn0051436	AGAP003767	n:m	
FBgn0051099	AGAP003758	1:1	723277
FBgn0051087	AGAP003766	n:1	
FBgn0039329	AGAP007389	1:1	
FBgn0261575	AGAP003995	1:1	683992
FBgn0039332	AGAP007037	1:1	563295
FBgn0039335	AGAP001463	1:1	657012
FBgn0039336	AGAP001334	1:1	813819
FBgn0039338	AGAP002490	1:1	
FBgn0039339	AGAP003969	1:1	853209
FBgn0040212	AGAP001908	1:1	860234
FBgn0039341	AGAP009617	1:1	694744
FBgn0039343	AGAP011519	n:1	829400
FBgn0011666	AGAP001993	1:1	
FBgn0039348	AGAP001986	1:1	730321
FBgn0039347	AGAP001987	1:1	775965
FBgn0039349	AGAP003165	1:1	661720
FBgn0027508	AGAP001947	1:1	549099
FBgn0261986	AGAP001370	1:1	742538
FBgn0039357	AGAP003536	1:1	497991
FBgn0039358	AGAP002192	1:1	847132
FBgn0039359	AGAP011687	1:1	865038
FBgn0039360	AGAP000843	1:1	724137
FBgn0051092	AGAP002186	n:1	553923
FBgn0066101	AGAP002186	n:1	
FBgn0039371	AGAP004819	n:1	
FBgn0051380	AGAP003766	n:1	
FBgn0039378	AGAP008258	n:m	
FBgn0039378	AGAP008259	n:m	738424
FBgn0039378	AGAP008260	n:m	
FBgn0039379	AGAP009667	1:1	554122
FBgn0039380	AGAP002000	1:1	548413
FBgn0027865	AGAP000823	1:1	641204
FBgn0039381	AGAP003207	1:1	696132
FBgn0028717	AGAP003863	1:1	848573
FBgn0039385	AGAP011248	1:1	
FBgn0250757	AGAP001966	1:1	
FBgn0039396	AAS77205.1	1:1	
FBgn0000206	AGAP004272	1:1	334270
FBgn0259146	AGAP004249	1:1	799998
FBgn0015269	AGAP003140	1:1	807404
FBgn0002733	AGAP012342	1:1	550995
FBgn0001139	AGAP004280	1:1	548421
FBgn0266668	AGAP004207	1:1	851694
FBgn0039402	AGAP001285	1:1	775714
FBgn0028833	AGAP003968	1:1	864440
FBgn0039403	AGAP001166	1:1	856522
FBgn0039404	AGAP001167	1:1	
FBgn0039406	AGAP009324	n:1	791023
FBgn0039407	AGAP003966	1:1	853842
FBgn0039408	AGAP001275	1:1	712463
FBgn0039411	AGAP003965	1:1	
FBgn0039415	AGAP002551	1:m	
FBgn0039415	AGAP002552	1:m	
FBgn0051323	AGAP002553	1:1	804617
FBgn0051086	AAX86008.1	1:m	
FBgn0051086	AGAP006103	1:m	722906
FBgn0039417	AGAP001442	1:1	847353
FBgn0039419	AGAP002566	1:1	775960
FBgn0000064	AGAP002564	1:1	729631
FBgn0039420	ABO26422.1	1:1	733604
FBgn0053970	AGAP002638	1:1	551619
FBgn0039424	AGAP008378	1:m	689809
FBgn0039424	AGAP008380	1:m	
FBgn0040606	AGAP002631	n:m	
FBgn0040606	AGAP002632	n:m	334324
FBgn0085320	AGAP002631	n:m	
FBgn0085320	AGAP002632	n:m	
FBgn0039427	AGAP004120	1:1	516005
FBgn0039430	AGAP011045	1:1	693784
FBgn0023179	AGAP002176	1:1	547788
FBgn0039450	AGAP002175	1:1	496840
FBgn0039451	AGAP002173	1:1	665445
FBgn0262473	AGAP010636	1:1	
FBgn0051072	AGAP000998	1:1	
FBgn0039459	AGAP004359	1:1	855021
FBgn0027889	AGAP001933	1:1	
FBgn0001197	AGAP000306	1:1	862324
FBgn0004359	AGAP002663	1:1	748502
FBgn0004510	AGAP004337	1:1	849456
FBgn0039463	AGAP010786	1:1	552555
FBgn0039464	AGAP000188	1:1	791980
FBgn0039466	AGAP004143	1:1	826298
FBgn0051075	AGAP003578	1:m	661734
FBgn0051075	AGAP009944	1:m	
FBgn0004842	AGAP000351	1:1	
FBgn0039471	AGAP001764	n:1	
FBgn0039472	AGAP001764	n:1	762698
FBgn0039473	AGAP001764	n:1	
FBgn0039474	AGAP001764	n:1	
FBgn0039475	AGAP001764	n:1	
FBgn0039476	AGAP001764	n:1	
FBgn0029170	AGAP000352	1:1	
FBgn0039478	AGAP002441	1:1	851882
FBgn0039480	AGAP000345	1:1	
FBgn0039481	AGAP000344	1:1	813037
FBgn0039483	AAO39755.1	n:1	332918
FBgn0243514	AGAP009762	1:1	
FBgn0039486	ABF66619.1	1:1	638913
FBgn0039487	AGAP003425	1:1	756802
FBgn0039489	AGAP004856	1:1	514619
FBgn0039490	AGAP003679	1:1	547746
FBgn0039492	AGAP003678	1:1	831738
FBgn0029155	AGAP004159	1:1	813610
FBgn0039494	AGAP004855	n:m	556387
FBgn0039494	AGAP009214	n:m	
FBgn0051065	AGAP000657	1:1	714594
FBgn0003482	AGAP003791	1:1	
FBgn0004197	AGAP004154	1:1	548683
FBgn0261995	AGAP004158	1:1	835644
FBgn0005696	AGAP004392	1:1	
FBgn0011289	AGAP002958	1:1	
FBgn0010441	AGAP002966	1:1	550249
FBgn0010328	AGAP001140	1:1	733019
FBgn0039505	AGAP001277	1:1	754714
FBgn0046247	AGAP001278	1:1	844006
FBgn0039509	AGAP000682	1:1	835170
FBgn0015737	AGAP004065	1:1	767741
FBgn0040609	AGAP006991	n:m	
FBgn0040609	AGAP001006	n:m	
FBgn0260487	AGAP001673	1:1	553739
FBgn0016061	AGAP001674	1:1	
FBgn0039519	AAL58569.1	n:m	
FBgn0039519	AAO62003.1	n:m	
FBgn0039519	AAP76391.1	n:m	
FBgn0004387	AGAP003925	1:1	559171
FBgn0039525	AGAP004095	1:1	498017
FBgn0027492	AGAP004096	1:1	
FBgn0040080	AGAP008977	1:1	498959
FBgn0039527	AGAP004333	1:1	554168
FBgn0039528	AGAP003506	1:1	830205
FBgn0039530	AGAP001716	1:1	854812
FBgn0039532	AGAP001573	1:1	522114
FBgn0002772	AGAP001569	1:1	551783
FBgn0039536	AGAP001566	1:1	847189
FBgn0039537	AGAP012513	1:m	
FBgn0039537	AGAP012514	1:m	
FBgn0003330	AGAP002073	1:1	848484
FBgn0263025	AGAP004022	1:1	685750
FBgn0086346	AGAP005531	1:1	709307
FBgn0045862	AGAP011399	1:1	549245
FBgn0039543	AGAP002329	1:1	775317
FBgn0039544	AGAP003847	1:1	
FBgn0039554	AGAP004683	1:1	764823
FBgn0039555	AGAP007519	1:1	841609
FBgn0039557	AGAP002062	1:1	499001
FBgn0039558	AGAP002305	1:1	807852
FBgn0003279	AGAP002306	1:1	865539
FBgn0027579	AGAP003687	1:1	860230
FBgn0039559	AGAP004656	1:1	
FBgn0039561	AGAP006030	1:1	
FBgn0003890	AGAP005293	1:1	696222
FBgn0085383	AGAP005292	1:1	556747
FBgn0002865	AGAP011100	n:1	561787
FBgn0004171	AGAP011100	n:1	
FBgn0039576	AGAP012188	n:1	
FBgn0261618	AGAP005291	1:1	558661
FBgn0039581	AGAP002952	1:1	
FBgn0039584	AGAP001658	1:1	761111
FBgn0039585	AGAP012229	1:1	
FBgn0013813	AGAP001660	1:1	
FBgn0039588	AGAP001670	1:1	547330
FBgn0000659	AGAP001671	1:1	813506
FBgn0026400	AGAP008157	1:1	823624
FBgn0039589	AGAP004141	1:1	831227
FBgn0039590	AGAP004215	1:1	556968
FBgn0039592	AGAP011696	1:1	
FBgn0053346	AGAP011698	1:1	
FBgn0039594	AGAP003680	1:1	547625
FBgn0039595	AGAP003658	1:1	
FBgn0039596	AGAP004375	1:1	677349
FBgn0039601	AGAP010182	1:1	854860
FBgn0264324	AGAP004507	1:1	685649
FBgn0265274	AGAP004510	1:1	
FBgn0265998	AGAP000847	1:1	
FBgn0039617	AGAP003235	1:1	
FBgn0039623	AGAP002142	1:1	516208
FBgn0039625	AGAP008285	1:1	847307
FBgn0027873	AGAP002474	1:1	851211
FBgn0039626	AGAP004776	1:1	515583
FBgn0003093	AGAP002748	1:1	548573
FBgn0039627	AGAP004465	1:1	845377
FBgn0039630	AGAP008835	n:1	
FBgn0039631	AGAP001220	1:1	
FBgn0039634	AGAP003884	1:1	526731
FBgn0039635	AGAP010421	1:1	508337
FBgn0039636	AGAP012246	1:1	853495
FBgn0005596	AGAP002048	1:1	
FBgn0039637	AGAP010343	1:1	765205
FBgn0028671	AGAP003711	1:1	823779
FBgn0039639	AGAP003697	1:m	
FBgn0039639	AGAP003699	1:m	767468
FBgn0014869	AGAP001420	1:1	691227
FBgn0041588	AGAP011804	1:1	844661
FBgn0028692	AGAP001745	1:1	864627
FBgn0039644	AGAP004603	1:1	553536
FBgn0039648	AGAP004599	1:1	769819
FBgn0014427	AGAP004598	1:1	857296
FBgn0039650	AGAP004597	1:1	679068
FBgn0029176	AGAP000883	1:1	839865
FBgn0062442	AGAP004484	1:1	516476
FBgn0039654	AGAP003845	1:1	549075
FBgn0028476	AGAP000884	1:1	
FBgn0039656	AGAP000885	n:1	
FBgn0051445	AGAP000885	n:1	
FBgn0263236	AGAP000885	n:1	797528
FBgn0003525	AGAP003301	1:1	704020
FBgn0015622	AGAP005032	n:1	675268
FBgn0004369	AGAP002832	1:1	529778
FBgn0039664	AGAP004295	1:1	719156
FBgn0040623	AGAP004296	1:1	659196
FBgn0039665	AGAP010211	1:1	330050
FBgn0039667	AGAP003661	1:1	769858
FBgn0039668	AGAP003666	1:1	814190
FBgn0086361	AGAP008149	1:1	547783
FBgn0039673	AGAP009574	1:1	547533
FBgn0039674	AGAP012097	1:1	498003
FBgn0266137	AGAP000667	1:1	796971
FBgn0039676	AGAP006703	n:m	
FBgn0039676	AGAP006704	n:m	
FBgn0039678	AAO12100.1	n:1	334535
FBgn0025457	AGAP010544	1:1	845344
FBgn0039680	AGAP003434	1:1	861975
FBgn0039681	AGAP010616	1:m	
FBgn0039681	AGAP012469	1:m	
FBgn0013972	AGAP000280	1:1	549358
FBgn0039683	AGAP000431	1:1	716381
FBgn0024841	AGAP000439	1:1	
FBgn0039687	AGAP008428	1:1	813711
FBgn0027583	AGAP005532	1:1	508626
FBgn0039689	AGAP000842	1:1	713701
FBgn0039690	AGAP010769	1:1	750043
FBgn0027518	AGAP001159	1:1	743412
FBgn0039691	AGAP009923	1:1	851210
FBgn0020235	AGAP007966	1:1	814774
FBgn0260990	AGAP001091	1:1	516207
FBgn0262112	AGAP000882	1:1	508798
FBgn0039696	AGAP001615	1:1	851833
FBgn0019972	AGAP000830	n:1	
