mouse_ID	human_ID
ENSMUSG00000107459	
ENSMUSG00000074247	DDA1
ENSMUSG00000050147	F2RL3
ENSMUSG00000094582	
ENSMUSG00000092056	
ENSMUSG00000108693	
ENSMUSG00000018500	ADORA2B
ENSMUSG00000100191	
ENSMUSG00000104486	
ENSMUSG00000103351	
ENSMUSG00000058318	PHF21A
ENSMUSG00000085348	
ENSMUSG00000107762	
ENSMUSG00000103870	
ENSMUSG00000082117	
ENSMUSG00000110481	
ENSMUSG00000110696	
ENSMUSG00000055933	
ENSMUSG00000082205	
ENSMUSG00000114558	
ENSMUSG00000063236	C8orf33
ENSMUSG00000102826	
ENSMUSG00000095963	
ENSMUSG00000110585	
ENSMUSG00000074849	SPATA31D3
ENSMUSG00000074849	SPATA31D1
ENSMUSG00000074849	SPATA31D4
ENSMUSG00000041930	FAM222A
ENSMUSG00000104814	
ENSMUSG00000093788	
ENSMUSG00000100499	
ENSMUSG00000110563	
ENSMUSG00000082537	
ENSMUSG00000089760	
ENSMUSG00000094504	AC187653.1
ENSMUSG00000116308	
ENSMUSG00000027684	MECOM
ENSMUSG00000047992	FAM69C
ENSMUSG00000063234	
ENSMUSG00000022103	GFRA2
ENSMUSG00000102230	
ENSMUSG00000033159	CNPPD1
ENSMUSG00000075574	
ENSMUSG00000098284	
ENSMUSG00000081866	
ENSMUSG00000039814	XKR5
ENSMUSG00000027270	LAMP5
ENSMUSG00000034115	SCN11A
ENSMUSG00000026879	GSN
ENSMUSG00000028433	UBAP2
ENSMUSG00000085305	
ENSMUSG00000032584	MST1R
ENSMUSG00000075573	DEFB130B
ENSMUSG00000075573	DEFB130A
ENSMUSG00000073860	
ENSMUSG00000027297	LTK
ENSMUSG00000100918	
ENSMUSG00000054477	KCNN2
ENSMUSG00000053730	TMEM39B
ENSMUSG00000107928	
ENSMUSG00000022636	ALCAM
ENSMUSG00000068480	
ENSMUSG00000091337	EID1
ENSMUSG00000108692	
ENSMUSG00000029004	KMT2E
ENSMUSG00000032657	FAM189B
ENSMUSG00000099795	
ENSMUSG00000085876	
ENSMUSG00000108064	
ENSMUSG00000075572	DEFB131A
ENSMUSG00000075572	DEFB131B
ENSMUSG00000051618	UBQLN3
ENSMUSG00000035109	SHC4
ENSMUSG00000099429	
ENSMUSG00000030055	RAB43
ENSMUSG00000083685	
ENSMUSG00000037362	NOV
ENSMUSG00000099220	
ENSMUSG00000100754	
ENSMUSG00000106918	MRPL33
ENSMUSG00000101065	
ENSMUSG00000051437	UBQLNL
ENSMUSG00000100094	
ENSMUSG00000099598	
ENSMUSG00000100734	
ENSMUSG00000036528	PPFIBP2
ENSMUSG00000034863	ANO8
ENSMUSG00000074277	PHLDB3
ENSMUSG00000114260	
ENSMUSG00000084944	
ENSMUSG00000037638	ZBTB42
ENSMUSG00000055670	ZZEF1
ENSMUSG00000106407	
ENSMUSG00000066704	
ENSMUSG00000010803	GABRA1
ENSMUSG00000080723	
ENSMUSG00000104411	
ENSMUSG00000062627	MYSM1
ENSMUSG00000027722	SPATA5
ENSMUSG00000104467	
ENSMUSG00000108222	
ENSMUSG00000021120	PIGH
ENSMUSG00000076731	IGHV2-70
ENSMUSG00000076731	IGHV2OR16-5
ENSMUSG00000076731	IGHV2-5
ENSMUSG00000076731	IGHV2-26
ENSMUSG00000076731	IGHV2-70D
ENSMUSG00000002227	MOV10
ENSMUSG00000108249	
ENSMUSG00000102646	
ENSMUSG00000030056	ISY1-RAB43
ENSMUSG00000030056	ISY1
ENSMUSG00000035561	ALDH1B1
ENSMUSG00000108078	
ENSMUSG00000100256	
ENSMUSG00000107847	
ENSMUSG00000075571	DEFB135
ENSMUSG00000115722	
ENSMUSG00000116301	
ENSMUSG00000104345	
ENSMUSG00000052139	BABAM2
ENSMUSG00000083335	
ENSMUSG00000084790	
ENSMUSG00000073119	
ENSMUSG00000057454	LYPD3
ENSMUSG00000024593	MEGF10
ENSMUSG00000078924	HAVCR1
ENSMUSG00000104367	
ENSMUSG00000019577	PDK4
ENSMUSG00000054763	DEFB136
ENSMUSG00000014243	ZSWIM7
ENSMUSG00000062704	
ENSMUSG00000115839	
ENSMUSG00000026411	TMEM9
ENSMUSG00000062478	CTRC
ENSMUSG00000027376	PROM2
ENSMUSG00000106243	
ENSMUSG00000115806	
ENSMUSG00000097215	
ENSMUSG00000051648	KCTD19
ENSMUSG00000058057	METTL7A
ENSMUSG00000041560	NOP53
ENSMUSG00000108470	
ENSMUSG00000073117	
ENSMUSG00000115328	
ENSMUSG00000108787	
ENSMUSG00000022155	MROH2B
ENSMUSG00000104340	
ENSMUSG00000079022	
ENSMUSG00000111564	
ENSMUSG00000081713	
ENSMUSG00000032437	STT3B
ENSMUSG00000096141	DNAH7
ENSMUSG00000028948	NOL9
ENSMUSG00000100192	
ENSMUSG00000044912	SYT16
ENSMUSG00000086818	
ENSMUSG00000001918	SLC1A5
ENSMUSG00000028914	CASP9
ENSMUSG00000016386	MPPED2
ENSMUSG00000031555	ADAM9
ENSMUSG00000040003	MAGI2
ENSMUSG00000097515	
ENSMUSG00000092483	
ENSMUSG00000026043	COL3A1
ENSMUSG00000048001	HES5
ENSMUSG00000110206	FLT3LG
ENSMUSG00000083177	
ENSMUSG00000109563	
ENSMUSG00000048065	CYB5R2
ENSMUSG00000083205	
ENSMUSG00000049122	FRMD3
ENSMUSG00000107232	
ENSMUSG00000096953	
ENSMUSG00000106906	
ENSMUSG00000114728	
ENSMUSG00000020650	BCAP29
ENSMUSG00000105422	
ENSMUSG00000104242	
ENSMUSG00000108120	
ENSMUSG00000030512	SNRPA1
ENSMUSG00000102060	
ENSMUSG00000082905	
ENSMUSG00000108042	
ENSMUSG00000102002	
ENSMUSG00000046791	RIOX1
ENSMUSG00000057802	
ENSMUSG00000111233	
ENSMUSG00000063838	CDC42EP5
ENSMUSG00000107948	
ENSMUSG00000073627	
ENSMUSG00000025856	PDGFA
ENSMUSG00000048379	SOCS4
ENSMUSG00000017057	IL13RA1
ENSMUSG00000028292	RARS2
ENSMUSG00000101155	SYCP3
ENSMUSG00000083858	
ENSMUSG00000066319	RTP3
ENSMUSG00000014782	PLEKHG4
ENSMUSG00000051444	BBS12
ENSMUSG00000058579	CELA2B
ENSMUSG00000058579	CELA2A
ENSMUSG00000023156	RPP14
ENSMUSG00000100639	
ENSMUSG00000087364	
ENSMUSG00000084924	
ENSMUSG00000012429	MPLKIP
ENSMUSG00000068806	OR4C12
ENSMUSG00000114114	
ENSMUSG00000104381	
ENSMUSG00000036202	RIF1
ENSMUSG00000113024	
ENSMUSG00000103957	
ENSMUSG00000105845	
ENSMUSG00000026843	FUBP3
ENSMUSG00000109699	
ENSMUSG00000030050	GKN1
ENSMUSG00000038179	SLAMF7
ENSMUSG00000099723	
ENSMUSG00000098218	
ENSMUSG00000030061	UBA3
ENSMUSG00000110340	
ENSMUSG00000113219	
ENSMUSG00000113889	
ENSMUSG00000029204	RHOH
ENSMUSG00000059481	PLG
ENSMUSG00000059481	PLGLB1
ENSMUSG00000059481	PLGLB2
ENSMUSG00000081960	
ENSMUSG00000030516	TJP1
ENSMUSG00000108801	
ENSMUSG00000109471	
ENSMUSG00000108998	
ENSMUSG00000040322	SLC25A24
ENSMUSG00000108837	
ENSMUSG00000109306	
ENSMUSG00000046873	MBTPS2
ENSMUSG00000079265	
ENSMUSG00000015217	
ENSMUSG00000082002	
ENSMUSG00000074968	ANO3
ENSMUSG00000091453	
ENSMUSG00000039620	TRMT9B
ENSMUSG00000083879	
ENSMUSG00000093949	
ENSMUSG00000100962	
ENSMUSG00000096320	
ENSMUSG00000091736	
ENSMUSG00000055137	SUGCT
ENSMUSG00000081243	
ENSMUSG00000109977	
ENSMUSG00000082313	
ENSMUSG00000098154	
ENSMUSG00000082704	
ENSMUSG00000117197	
ENSMUSG00000094242	
ENSMUSG00000021492	F12
ENSMUSG00000091859	
ENSMUSG00000026116	TMEM131
ENSMUSG00000112335	
ENSMUSG00000086372	
ENSMUSG00000057805	
ENSMUSG00000078982	
ENSMUSG00000102930	
ENSMUSG00000112800	
ENSMUSG00000103159	
ENSMUSG00000093627	
ENSMUSG00000111963	
ENSMUSG00000110018	
ENSMUSG00000049149	OR4C46
ENSMUSG00000049149	OR4C13
ENSMUSG00000012848	RPS5
ENSMUSG00000116984	
ENSMUSG00000103016	
ENSMUSG00000112089	
ENSMUSG00000085573	
ENSMUSG00000072731	
ENSMUSG00000103080	
ENSMUSG00000101124	
ENSMUSG00000084783	
ENSMUSG00000023826	PRKN
ENSMUSG00000109897	
ENSMUSG00000082637	
ENSMUSG00000008129	C19orf57
ENSMUSG00000025921	RDH10
ENSMUSG00000100122	
ENSMUSG00000080316	SPACA6
ENSMUSG00000081452	
ENSMUSG00000081317	
ENSMUSG00000106786	
ENSMUSG00000103763	
ENSMUSG00000090024	
ENSMUSG00000027792	BCHE
ENSMUSG00000101132	
ENSMUSG00000110163	
ENSMUSG00000030760	ACER3
ENSMUSG00000054435	GIMAP4
ENSMUSG00000101203	
ENSMUSG00000076485	
ENSMUSG00000016409	NKAP
ENSMUSG00000106846	
ENSMUSG00000109823	
ENSMUSG00000115466	
ENSMUSG00000052363	ZDHHC19
ENSMUSG00000106948	
ENSMUSG00000076486	
ENSMUSG00000044441	OR5B3
ENSMUSG00000107815	
ENSMUSG00000114322	
ENSMUSG00000101287	
ENSMUSG00000079396	
ENSMUSG00000094240	
ENSMUSG00000055732	
ENSMUSG00000080952	
ENSMUSG00000045792	OR51G1
ENSMUSG00000096507	
ENSMUSG00000079067	
ENSMUSG00000095910	
ENSMUSG00000072249	
ENSMUSG00000094737	
ENSMUSG00000037438	
ENSMUSG00000026645	OLAH
ENSMUSG00000103457	
ENSMUSG00000091752	
ENSMUSG00000076487	
ENSMUSG00000108180	
ENSMUSG00000108863	
ENSMUSG00000083085	
ENSMUSG00000076915	
ENSMUSG00000094460	
ENSMUSG00000116141	
ENSMUSG00000116716	
ENSMUSG00000076916	
ENSMUSG00000086682	
ENSMUSG00000028832	STMN1
ENSMUSG00000116720	
ENSMUSG00000112127	
ENSMUSG00000066586	
ENSMUSG00000112792	
ENSMUSG00000094634	
ENSMUSG00000036551	AKAP14
ENSMUSG00000085063	
ENSMUSG00000057244	
ENSMUSG00000097255	
ENSMUSG00000113055	
ENSMUSG00000076917	
ENSMUSG00000116255	
ENSMUSG00000091568	
ENSMUSG00000103136	
ENSMUSG00000029062	CDK11B
ENSMUSG00000029062	CDK11A
ENSMUSG00000116957	
ENSMUSG00000006221	HSPB7
ENSMUSG00000062609	KCNJ15
ENSMUSG00000081959	
ENSMUSG00000076918	
ENSMUSG00000082227	
ENSMUSG00000051258	
ENSMUSG00000084231	
ENSMUSG00000083245	
ENSMUSG00000042564	FAM227A
ENSMUSG00000100496	
ENSMUSG00000109309	
ENSMUSG00000028797	TMEM234
ENSMUSG00000104165	
ENSMUSG00000079371	
ENSMUSG00000098439	
ENSMUSG00000104036	
ENSMUSG00000045030	OR5B3
ENSMUSG00000075093	
ENSMUSG00000101011	
ENSMUSG00000026974	ZMYND19
ENSMUSG00000103786	
ENSMUSG00000083123	
ENSMUSG00000101300	
ENSMUSG00000025823	PDIA4
ENSMUSG00000109542	
ENSMUSG00000097429	
ENSMUSG00000106006	
ENSMUSG00000103724	
ENSMUSG00000106421	
ENSMUSG00000099797	
ENSMUSG00000108224	
ENSMUSG00000085775	
ENSMUSG00000113907	
ENSMUSG00000091882	
ENSMUSG00000100402	
ENSMUSG00000047678	GPR82
ENSMUSG00000075044	SLC22A9
ENSMUSG00000107809	
ENSMUSG00000033436	ARMCX2
ENSMUSG00000114184	
ENSMUSG00000085180	
ENSMUSG00000068814	
ENSMUSG00000099618	
ENSMUSG00000036503	RNF13
ENSMUSG00000041358	NUTM1
ENSMUSG00000024731	MS4A10
ENSMUSG00000040229	GPR34
ENSMUSG00000083185	
ENSMUSG00000091290	
ENSMUSG00000097199	
ENSMUSG00000083942	
ENSMUSG00000116061	
ENSMUSG00000052921	ARHGEF15
ENSMUSG00000105560	
ENSMUSG00000116093	
ENSMUSG00000036658	OR2B6
ENSMUSG00000080720	
ENSMUSG00000116786	
ENSMUSG00000098715	
ENSMUSG00000103529	
ENSMUSG00000032278	PAQR5
ENSMUSG00000103103	
ENSMUSG00000102859	
ENSMUSG00000090949	
ENSMUSG00000102948	
ENSMUSG00000075602	
ENSMUSG00000036377	KIAA1211
ENSMUSG00000041849	CARD6
ENSMUSG00000086926	
ENSMUSG00000025900	RP1
ENSMUSG00000115129	
ENSMUSG00000101014	
ENSMUSG00000109261	
ENSMUSG00000051034	ZNF345
ENSMUSG00000115365	
ENSMUSG00000029364	WSB2
ENSMUSG00000031012	CASK
ENSMUSG00000047867	GIMAP6
ENSMUSG00000015501	HIVEP2
ENSMUSG00000109252	
ENSMUSG00000042271	NXT2
ENSMUSG00000096111	
ENSMUSG00000115586	
ENSMUSG00000116350	
ENSMUSG00000115971	
ENSMUSG00000029456	ACAD10
ENSMUSG00000083378	
ENSMUSG00000115341	
ENSMUSG00000027882	STXBP3
ENSMUSG00000056155	NANOS3
ENSMUSG00000081908	
ENSMUSG00000115528	
ENSMUSG00000021500	DDX46
ENSMUSG00000109788	
ENSMUSG00000070280	SLC22A14
ENSMUSG00000082008	
ENSMUSG00000092195	
ENSMUSG00000081386	
ENSMUSG00000104096	
ENSMUSG00000045350	
ENSMUSG00000055109	
ENSMUSG00000092376	
ENSMUSG00000108522	
ENSMUSG00000115198	
ENSMUSG00000108752	
ENSMUSG00000003402	PRKCSH
ENSMUSG00000105763	
ENSMUSG00000115079	
ENSMUSG00000097120	
ENSMUSG00000087520	
ENSMUSG00000044867	
ENSMUSG00000115047	
ENSMUSG00000061875	
ENSMUSG00000104123	
ENSMUSG00000103593	
ENSMUSG00000116283	
ENSMUSG00000052889	PRKCB
ENSMUSG00000043505	GIMAP5
ENSMUSG00000043505	GIMAP1-GIMAP5
ENSMUSG00000097296	
ENSMUSG00000115004	
ENSMUSG00000107862	
ENSMUSG00000115048	
ENSMUSG00000078314	
ENSMUSG00000053395	CACNG8
ENSMUSG00000115436	
ENSMUSG00000115607	
ENSMUSG00000115880	
ENSMUSG00000101159	
ENSMUSG00000031546	GINS4
ENSMUSG00000101806	
ENSMUSG00000025058	CXorf21
ENSMUSG00000116331	
ENSMUSG00000038267	SLC22A23
ENSMUSG00000090019	GIMAP1
ENSMUSG00000082982	
ENSMUSG00000076919	
ENSMUSG00000048988	ELFN1
ENSMUSG00000105864	
ENSMUSG00000028736	PAX7
ENSMUSG00000026171	RNF25
ENSMUSG00000085057	
ENSMUSG00000104867	
ENSMUSG00000106202	
ENSMUSG00000085966	
ENSMUSG00000086724	
ENSMUSG00000076920	
ENSMUSG00000091962	
ENSMUSG00000106212	
ENSMUSG00000095411	
ENSMUSG00000106054	
ENSMUSG00000081173	
ENSMUSG00000106090	
ENSMUSG00000029363	RFC5
ENSMUSG00000105062	
ENSMUSG00000037884	
ENSMUSG00000089889	
ENSMUSG00000094273	
ENSMUSG00000105287	
ENSMUSG00000099120	
ENSMUSG00000028715	
ENSMUSG00000076921	
ENSMUSG00000081165	
ENSMUSG00000028926	CDK14
ENSMUSG00000080857	
ENSMUSG00000033589	REEP4
ENSMUSG00000001844	ZDHHC4
ENSMUSG00000026976	PAX8
ENSMUSG00000070853	
ENSMUSG00000097463	
ENSMUSG00000081233	
ENSMUSG00000030678	MAZ
ENSMUSG00000057722	LEPR
ENSMUSG00000032178	ILF3
ENSMUSG00000043931	GIMAP7
ENSMUSG00000052825	
ENSMUSG00000111126	
ENSMUSG00000047039	
ENSMUSG00000038388	MPP6
ENSMUSG00000056617	
ENSMUSG00000049737	
ENSMUSG00000083874	
ENSMUSG00000104477	
ENSMUSG00000022546	GPT
ENSMUSG00000084184	
ENSMUSG00000089982	
ENSMUSG00000044244	IL20RB
ENSMUSG00000051504	CD33
ENSMUSG00000009585	APOBEC3H
ENSMUSG00000046879	IRGM
ENSMUSG00000114610	
ENSMUSG00000085817	
ENSMUSG00000100868	
ENSMUSG00000090043	
ENSMUSG00000028902	SF3A3
ENSMUSG00000096712	
ENSMUSG00000116730	
ENSMUSG00000067571	MS4A15
ENSMUSG00000111423	
ENSMUSG00000013646	SH3BP5L
ENSMUSG00000085085	
ENSMUSG00000025920	STAU2
ENSMUSG00000020828	PLD2
ENSMUSG00000101263	
ENSMUSG00000101955	
ENSMUSG00000037486	ASXL2
ENSMUSG00000101632	
ENSMUSG00000113430	
ENSMUSG00000058613	
ENSMUSG00000098231	
ENSMUSG00000099525	
ENSMUSG00000099986	
ENSMUSG00000062209	ERBB4
ENSMUSG00000022021	DIAPH3
ENSMUSG00000086042	
ENSMUSG00000097947	
ENSMUSG00000082523	
ENSMUSG00000110013	
ENSMUSG00000100118	
ENSMUSG00000116256	
ENSMUSG00000090939	
ENSMUSG00000046367	
ENSMUSG00000029919	HPGDS
ENSMUSG00000075609	
ENSMUSG00000057278	
ENSMUSG00000041449	
ENSMUSG00000053044	CD8B
ENSMUSG00000053044	CD8B2
ENSMUSG00000100863	
ENSMUSG00000066363	SERPINA3
ENSMUSG00000035295	WDR38
ENSMUSG00000094584	MS4A18
ENSMUSG00000025231	SUFU
ENSMUSG00000056493	FOXK1
ENSMUSG00000060798	INTU
ENSMUSG00000043472	
ENSMUSG00000037032	APBB1
ENSMUSG00000095937	
ENSMUSG00000110256	
ENSMUSG00000106813	
ENSMUSG00000082585	
ENSMUSG00000015341	GOLGA7
ENSMUSG00000104499	
ENSMUSG00000078552	DCDC2B
ENSMUSG00000106622	
ENSMUSG00000087517	
ENSMUSG00000035671	ZSWIM4
ENSMUSG00000032454	RBP2
ENSMUSG00000101264	
ENSMUSG00000093650	
ENSMUSG00000107193	
ENSMUSG00000074433	
ENSMUSG00000081848	
ENSMUSG00000106501	
ENSMUSG00000107509	
ENSMUSG00000066842	HMCN1
ENSMUSG00000028536	C1orf210
ENSMUSG00000105416	
ENSMUSG00000107855	
ENSMUSG00000075010	
ENSMUSG00000102846	
ENSMUSG00000105087	
ENSMUSG00000103345	
ENSMUSG00000107959	
ENSMUSG00000083104	
ENSMUSG00000102122	SYCP3
ENSMUSG00000102422	IQCJ-SCHIP1
ENSMUSG00000110864	
ENSMUSG00000026755	ARPC5L
ENSMUSG00000005320	FGFR4
ENSMUSG00000081962	
ENSMUSG00000112655	
ENSMUSG00000115617	
ENSMUSG00000051777	IQCJ
ENSMUSG00000064299	
ENSMUSG00000071456	
ENSMUSG00000081768	
ENSMUSG00000086349	
ENSMUSG00000034442	TRMT5
ENSMUSG00000041481	SERPINA3
ENSMUSG00000103579	
ENSMUSG00000076922	
ENSMUSG00000026418	TNNI1
ENSMUSG00000004821	
ENSMUSG00000103175	
ENSMUSG00000089932	
ENSMUSG00000115003	
ENSMUSG00000109919	
ENSMUSG00000112308	
ENSMUSG00000015759	CNIH1
ENSMUSG00000038637	LRRC56
ENSMUSG00000027777	IQCJ-SCHIP1
ENSMUSG00000109983	
ENSMUSG00000113033	
ENSMUSG00000066584	
ENSMUSG00000106472	
ENSMUSG00000020668	KIF3C
ENSMUSG00000015850	ADAMTSL4
ENSMUSG00000115124	
ENSMUSG00000110362	
ENSMUSG00000108317	
ENSMUSG00000108341	
ENSMUSG00000085755	
ENSMUSG00000090961	
ENSMUSG00000084230	
ENSMUSG00000101862	
ENSMUSG00000062997	RPL35
ENSMUSG00000068885	
ENSMUSG00000114721	
ENSMUSG00000108455	
ENSMUSG00000041841	RPL37
ENSMUSG00000025189	CNNM1
ENSMUSG00000105755	
ENSMUSG00000110394	
ENSMUSG00000085017	
ENSMUSG00000103399	
ENSMUSG00000031521	AGA
ENSMUSG00000035234	ABRAXAS1
ENSMUSG00000103431	
ENSMUSG00000030043	TACR1
ENSMUSG00000102301	IGHV2-70
ENSMUSG00000102301	IGHV2OR16-5
ENSMUSG00000102301	IGHV2-5
ENSMUSG00000102301	IGHV2-26
ENSMUSG00000102301	IGHV2-70D
ENSMUSG00000074179	
ENSMUSG00000082070	
ENSMUSG00000027913	
ENSMUSG00000081354	
ENSMUSG00000024694	
ENSMUSG00000115306	
ENSMUSG00000064289	TANK
ENSMUSG00000105730	
ENSMUSG00000022041	CHRNA2
ENSMUSG00000083561	
ENSMUSG00000041420	MEIS3
ENSMUSG00000092607	SCNM1
ENSMUSG00000103087	
ENSMUSG00000081160	
ENSMUSG00000081742	
ENSMUSG00000045225	OR5W2
ENSMUSG00000048186	
ENSMUSG00000022948	SETD4
ENSMUSG00000050435	
ENSMUSG00000110714	
ENSMUSG00000105443	
ENSMUSG00000104191	SYCP3
ENSMUSG00000082056	
ENSMUSG00000110802	
ENSMUSG00000045659	PLEKHA7
ENSMUSG00000113737	
ENSMUSG00000105326	
ENSMUSG00000054117	
ENSMUSG00000094794	
ENSMUSG00000105251	
ENSMUSG00000039782	CPEB2
ENSMUSG00000083632	
ENSMUSG00000105105	
ENSMUSG00000025002	CYP2C18
ENSMUSG00000025002	AL583836.1
ENSMUSG00000080073	
ENSMUSG00000102449	
ENSMUSG00000100911	
ENSMUSG00000114742	
ENSMUSG00000048197	OR5W2
ENSMUSG00000087514	
ENSMUSG00000111115	
ENSMUSG00000101426	
ENSMUSG00000026605	CENPF
ENSMUSG00000103809	
ENSMUSG00000108404	
ENSMUSG00000100010	
ENSMUSG00000102524	
ENSMUSG00000104508	
ENSMUSG00000084981	
ENSMUSG00000083795	
ENSMUSG00000095981	IGHV3OR15-7
ENSMUSG00000095981	IGHV3-72
ENSMUSG00000095981	AC136616.2
ENSMUSG00000095981	IGHV3-49
ENSMUSG00000095981	IGHV3-73
ENSMUSG00000095981	IGHV3-15
ENSMUSG00000028533	IZUMO3
ENSMUSG00000021216	TUBAL3
ENSMUSG00000103307	
ENSMUSG00000090362	
ENSMUSG00000110033	
ENSMUSG00000102641	
ENSMUSG00000103642	
ENSMUSG00000054196	CTHRC1
ENSMUSG00000031883	CA7
ENSMUSG00000095442	
ENSMUSG00000080266	
ENSMUSG00000076488	
ENSMUSG00000051855	MEST
ENSMUSG00000035454	
ENSMUSG00000103875	
ENSMUSG00000028793	RNF19B
ENSMUSG00000085593	
ENSMUSG00000081931	
ENSMUSG00000028955	VAMP3
ENSMUSG00000037902	AL049634.2
ENSMUSG00000055447	CD47
ENSMUSG00000096499	
ENSMUSG00000042377	FAM83G
ENSMUSG00000018849	WWC1
ENSMUSG00000024730	MS4A8
ENSMUSG00000006310	ZBTB32
ENSMUSG00000004394	TMED4
ENSMUSG00000028957	PER3
ENSMUSG00000031384	ASB9
ENSMUSG00000037536	FBXO34
ENSMUSG00000087260	LAMTOR5
ENSMUSG00000052212	CD177
ENSMUSG00000025237	PARP6
ENSMUSG00000042371	SLC5A10
ENSMUSG00000105607	
ENSMUSG00000103374	
ENSMUSG00000093756	
ENSMUSG00000097726	
ENSMUSG00000100749	
ENSMUSG00000031843	MPHOSPH6
ENSMUSG00000099963	
ENSMUSG00000110767	
ENSMUSG00000095873	
ENSMUSG00000095700	IGHV3OR15-7
ENSMUSG00000095700	IGHV3-72
ENSMUSG00000095700	AC136616.2
ENSMUSG00000095700	IGHV3-49
ENSMUSG00000095700	IGHV3-73
ENSMUSG00000095700	IGHV3-15
ENSMUSG00000020537	DRG2
ENSMUSG00000078122	
ENSMUSG00000100299	
ENSMUSG00000085162	
ENSMUSG00000105775	
ENSMUSG00000068706	
ENSMUSG00000040123	ZMYM5
ENSMUSG00000002633	SHH
ENSMUSG00000025500	LMNTD2
ENSMUSG00000005907	PEX1
ENSMUSG00000111649	
ENSMUSG00000075146	
ENSMUSG00000099513	
ENSMUSG00000036376	ABT1
ENSMUSG00000103725	
ENSMUSG00000101127	
ENSMUSG00000094811	
ENSMUSG00000101439	
ENSMUSG00000101552	
ENSMUSG00000066964	TMEM211
ENSMUSG00000111800	
ENSMUSG00000117317	
ENSMUSG00000053411	CBX7
ENSMUSG00000093479	
ENSMUSG00000105028	
ENSMUSG00000104587	
ENSMUSG00000100388	
ENSMUSG00000105808	
ENSMUSG00000079070	
ENSMUSG00000111783	
ENSMUSG00000115474	
ENSMUSG00000102706	
ENSMUSG00000093510	
ENSMUSG00000108694	
ENSMUSG00000087247	ALKAL1
ENSMUSG00000103580	
ENSMUSG00000100802	
ENSMUSG00000031548	SFRP1
ENSMUSG00000110711	
ENSMUSG00000091624	
ENSMUSG00000031672	GOT2
ENSMUSG00000115798	AL022312.1
ENSMUSG00000103355	
ENSMUSG00000105352	
ENSMUSG00000022412	MIEF1
ENSMUSG00000045767	C5orf24
ENSMUSG00000103921	
ENSMUSG00000102463	
ENSMUSG00000015981	STK32C
ENSMUSG00000056220	PLA2G4A
ENSMUSG00000076489	
ENSMUSG00000055632	HMCN2
ENSMUSG00000103915	
ENSMUSG00000099998	
ENSMUSG00000110143	
ENSMUSG00000080834	
ENSMUSG00000024729	
ENSMUSG00000105127	
ENSMUSG00000022445	CYP2D7
ENSMUSG00000022445	CYP2D6
ENSMUSG00000004837	GRAP
ENSMUSG00000004837	GRAPL
ENSMUSG00000076490	TRBC2
ENSMUSG00000076490	TRBC1
ENSMUSG00000030042	POLE4
ENSMUSG00000109845	
ENSMUSG00000056379	TAAR1
ENSMUSG00000006403	ADAMTS4
ENSMUSG00000111236	
ENSMUSG00000028965	TNFRSF9
ENSMUSG00000050697	PRKAA1
ENSMUSG00000115145	
ENSMUSG00000094569	
ENSMUSG00000066107	LARP7
ENSMUSG00000042155	KLHL23
ENSMUSG00000115570	
ENSMUSG00000105374	
ENSMUSG00000109849	
ENSMUSG00000085720	
ENSMUSG00000102492	
ENSMUSG00000114653	
ENSMUSG00000104260	
ENSMUSG00000027500	STMN2
ENSMUSG00000115041	
ENSMUSG00000073961	OR52R1
ENSMUSG00000040640	ERC2
ENSMUSG00000106566	
ENSMUSG00000027912	
ENSMUSG00000039157	FAM102A
ENSMUSG00000057176	CCDC189
ENSMUSG00000110915	
ENSMUSG00000028894	INPP5B
ENSMUSG00000032046	ABHD12
ENSMUSG00000044206	VSIG4
ENSMUSG00000034906	NCAPH
ENSMUSG00000097665	
ENSMUSG00000107453	
ENSMUSG00000022151	TTC33
ENSMUSG00000020288	
ENSMUSG00000046337	FAM178B
ENSMUSG00000076492	
ENSMUSG00000015980	LRRC27
ENSMUSG00000063605	CCDC102A
ENSMUSG00000075092	OR4C15
ENSMUSG00000110496	
ENSMUSG00000086134	
ENSMUSG00000056973	CES1
ENSMUSG00000050854	TMEM125
ENSMUSG00000034107	ANO7
ENSMUSG00000104961	
ENSMUSG00000104806	
ENSMUSG00000110361	
ENSMUSG00000083296	
ENSMUSG00000030815	PHKG2
ENSMUSG00000110130	
ENSMUSG00000085209	
ENSMUSG00000013593	NDUFS2
ENSMUSG00000097106	
ENSMUSG00000030538	CIB1
ENSMUSG00000031565	FGFR1
ENSMUSG00000006494	PDK1
ENSMUSG00000053820	BCL2A1
ENSMUSG00000115902	
ENSMUSG00000056529	PTAFR
ENSMUSG00000090243	
ENSMUSG00000102251	
ENSMUSG00000108909	
ENSMUSG00000035540	GC
ENSMUSG00000057363	UXS1
ENSMUSG00000109221	
ENSMUSG00000082612	
ENSMUSG00000003573	HOMER3
ENSMUSG00000003573	AC002985.1
ENSMUSG00000104298	
ENSMUSG00000100017	
ENSMUSG00000084024	
ENSMUSG00000066583	
ENSMUSG00000102366	
ENSMUSG00000114420	
ENSMUSG00000114500	
ENSMUSG00000039942	PTGER4
ENSMUSG00000028636	PPCS
ENSMUSG00000110214	
ENSMUSG00000075091	
ENSMUSG00000004221	IKBKG
ENSMUSG00000109334	
ENSMUSG00000105130	
ENSMUSG00000111682	
ENSMUSG00000083557	
ENSMUSG00000110303	
ENSMUSG00000014529	
ENSMUSG00000104945	
