mouse_ID	rat_ID	orthotype	OMAgroup
ENSMUSG00000049600	ENSRNOG00000027459	1:1	555689
ENSMUSG00000033916	ENSRNOG00000043328	1:1	775714
ENSMUSG00000005575	ENSRNOG00000027514	1:1	840734
ENSMUSG00000030380	ENSRNOG00000027550	1:1	756332
ENSMUSG00000070817	ENSRNOG00000014181	1:1	277678
ENSMUSG00000070816	ENSRNOG00000049668	n:m	
ENSMUSG00000070816	ENSRNOG00000030886	n:m	
ENSMUSG00000070816	ENSRNOG00000047490	n:m	276378
ENSMUSG00000070816	ENSRNOG00000050466	n:m	
ENSMUSG00000070815	ENSRNOG00000057670	1:1	272127
ENSMUSG00000095629	ENSRNOG00000049668	n:m	
ENSMUSG00000095629	ENSRNOG00000030886	n:m	
ENSMUSG00000095629	ENSRNOG00000047490	n:m	
ENSMUSG00000095629	ENSRNOG00000050466	n:m	272607
ENSMUSG00000056394	ENSRNOG00000047206	1:m	
ENSMUSG00000056394	ENSRNOG00000014193	1:m	733639
ENSMUSG00000033847	ENSRNOG00000026764	1:1	731683
ENSMUSG00000005649	ENSRNOG00000014787	1:1	554501
ENSMUSG00000074378	ENSRNOG00000052287	1:1	280004
ENSMUSG00000078800	ENSRNOG00000046669	1:1	693744
ENSMUSG00000078799	ENSRNOG00000047986	n:1	
ENSMUSG00000070811	ENSRNOG00000047986	n:1	
ENSMUSG00000078798	ENSRNOG00000047986	n:1	787083
ENSMUSG00000074377	ENSRNOG00000047986	n:1	
ENSMUSG00000074375	ENSRNOG00000047986	n:1	
ENSMUSG00000070810	ENSRNOG00000047986	n:1	
ENSMUSG00000100586	ENSRNOG00000038644	1:1	278587
ENSMUSG00000055942	ENSRNOG00000060136	n:m	
ENSMUSG00000055942	ENSRNOG00000032891	n:m	260762
ENSMUSG00000055942	ENSRNOG00000029702	n:m	
ENSMUSG00000055942	ENSRNOG00000021972	n:m	
ENSMUSG00000066772	ENSRNOG00000060136	n:m	
ENSMUSG00000066772	ENSRNOG00000032891	n:m	
ENSMUSG00000066772	ENSRNOG00000029702	n:m	
ENSMUSG00000066772	ENSRNOG00000021972	n:m	260763
ENSMUSG00000074366	ENSRNOG00000060136	n:m	
ENSMUSG00000074366	ENSRNOG00000032891	n:m	
ENSMUSG00000074366	ENSRNOG00000029702	n:m	260760
ENSMUSG00000074366	ENSRNOG00000021972	n:m	
ENSMUSG00000041578	ENSRNOG00000013890	1:1	727320
ENSMUSG00000074365	ENSRNOG00000049311	1:1	260766
ENSMUSG00000041571	ENSRNOG00000051483	1:1	762196
ENSMUSG00000041560	ENSRNOG00000013023	1:1	495640
ENSMUSG00000074364	ENSRNOG00000011346	1:1	643318
ENSMUSG00000070808	ENSRNOG00000011262	1:1	775644
ENSMUSG00000078796	ENSRNOG00000021800	1:1	266226
ENSMUSG00000006024	ENSRNOG00000001494	1:1	865173
ENSMUSG00000006021	ENSRNOG00000001493	1:1	767562
ENSMUSG00000030376	ENSRNOG00000001492	1:1	815203
ENSMUSG00000041420	ENSRNOG00000021390	1:1	850822
ENSMUSG00000006019	ENSRNOG00000047575	1:1	846770
ENSMUSG00000074361	ENSRNOG00000049028	1:1	721092
ENSMUSG00000049130	ENSRNOG00000047800	1:1	657308
ENSMUSG00000091811	ENSRNOG00000049661	1:1	264421
ENSMUSG00000041375	ENSRNOG00000048848	1:1	774868
ENSMUSG00000052833	ENSRNOG00000015128	1:1	755018
ENSMUSG00000059273	ENSRNOG00000015229	1:1	553889
ENSMUSG00000019158	ENSRNOG00000015304	1:1	784067
ENSMUSG00000001988	ENSRNOG00000015376	1:1	730542
ENSMUSG00000058230	ENSRNOG00000015852	1:1	850684
ENSMUSG00000078795	ENSRNOG00000028617	1:1	564768
ENSMUSG00000007209	ENSRNOG00000046915	1:1	
ENSMUSG00000008036	ENSRNOG00000015865	1:1	839321
ENSMUSG00000001918	ENSRNOG00000015948	1:1	507673
ENSMUSG00000048920	ENSRNOG00000016055	1:1	815602
ENSMUSG00000030374	ENSRNOG00000016145	1:1	609490
ENSMUSG00000041187	ENSRNOG00000016434	1:1	556309
ENSMUSG00000078794	ENSRNOG00000052256	1:1	555581
ENSMUSG00000063594	ENSRNOG00000016701	1:1	807625
ENSMUSG00000043017	ENSRNOG00000016756	1:1	833975
ENSMUSG00000019370	ENSRNOG00000030871	n:m	
ENSMUSG00000019370	ENSRNOG00000004060	n:m	
ENSMUSG00000070802	ENSRNOG00000016863	1:1	261986
ENSMUSG00000041141	ENSRNOG00000027944	1:1	753915
ENSMUSG00000041117	ENSRNOG00000027936	1:1	
ENSMUSG00000003099	ENSRNOG00000016907	1:1	547139
ENSMUSG00000004328	ENSRNOG00000017198	1:1	762158
ENSMUSG00000066760	ENSRNOG00000042250	1:1	275712
ENSMUSG00000053228	ENSRNOG00000027607	1:1	268613
ENSMUSG00000023159	ENSRNOG00000029485	1:1	271498
ENSMUSG00000023185	ENSRNOG00000017620	n:m	
ENSMUSG00000023185	ENSRNOG00000042158	n:m	
ENSMUSG00000030368	ENSRNOG00000017620	n:m	
ENSMUSG00000030368	ENSRNOG00000042158	n:m	612467
ENSMUSG00000057195	ENSRNOG00000017620	n:m	280567
ENSMUSG00000057195	ENSRNOG00000042158	n:m	
ENSMUSG00000066756	ENSRNOG00000032940	1:1	534281
ENSMUSG00000054005	ENSRNOG00000017699	1:1	277104
ENSMUSG00000003505	ENSRNOG00000038101	n:1	
ENSMUSG00000030373	ENSRNOG00000038101	n:1	
ENSMUSG00000070799	ENSRNOG00000038101	n:1	274144
ENSMUSG00000070798	ENSRNOG00000038101	n:1	
ENSMUSG00000074359	ENSRNOG00000038101	n:1	
ENSMUSG00000070796	ENSRNOG00000038101	n:1	
ENSMUSG00000044903	ENSRNOG00000038101	n:1	
ENSMUSG00000004542	ENSRNOG00000038101	n:1	
ENSMUSG00000004540	ENSRNOG00000038101	n:1	
ENSMUSG00000040987	ENSRNOG00000057645	1:1	666302
ENSMUSG00000030413	ENSRNOG00000013395	1:1	
ENSMUSG00000074358	ENSRNOG00000013767	1:1	550605
ENSMUSG00000030411	ENSRNOG00000013847	1:1	552501
ENSMUSG00000051965	ENSRNOG00000038088	1:1	777312
ENSMUSG00000048481	ENSRNOG00000014132	1:1	556151
ENSMUSG00000044030	ENSRNOG00000014252	1:1	824766
ENSMUSG00000040891	ENSRNOG00000014256	1:1	809055
ENSMUSG00000023118	ENSRNOG00000014353	1:1	860280
ENSMUSG00000040866	ENSRNOG00000061526	1:1	816007
ENSMUSG00000030410	ENSRNOG00000014984	1:1	665444
ENSMUSG00000030409	ENSRNOG00000015085	1:1	554267
ENSMUSG00000040841	ENSRNOG00000060146	1:1	779573
ENSMUSG00000050428	ENSRNOG00000008815	1:1	799105
ENSMUSG00000030407	ENSRNOG00000015413	1:1	798821
ENSMUSG00000040824	ENSRNOG00000015844	1:m	753714
ENSMUSG00000040824	ENSRNOG00000048758	1:m	
ENSMUSG00000030406	ENSRNOG00000015860	1:1	657362
ENSMUSG00000040811	ENSRNOG00000030127	1:1	548730
ENSMUSG00000044317	ENSRNOG00000016362	1:1	270392
ENSMUSG00000030403	ENSRNOG00000016367	1:1	551628
ENSMUSG00000030402	ENSRNOG00000058133	1:1	551359
ENSMUSG00000003545	ENSRNOG00000046667	1:1	793983
ENSMUSG00000003549	ENSRNOG00000017839	1:1	803463
ENSMUSG00000047649	ENSRNOG00000016825	1:1	790402
ENSMUSG00000040734	ENSRNOG00000025350	1:1	828132
ENSMUSG00000030400	ENSRNOG00000017753	1:1	744143
ENSMUSG00000040714	ENSRNOG00000018101	1:1	555817
ENSMUSG00000030399	ENSRNOG00000016837	1:1	829619
ENSMUSG00000030397	ENSRNOG00000017069	1:1	552216
ENSMUSG00000057667	ENSRNOG00000017463	1:1	808069
ENSMUSG00000002043	ENSRNOG00000017468	1:1	541477
ENSMUSG00000060621	ENSRNOG00000043378	1:1	790918
ENSMUSG00000051403	ENSRNOG00000017692	1:1	553617
ENSMUSG00000044709	ENSRNOG00000049772	1:m	264424
ENSMUSG00000044709	ENSRNOG00000034168	1:m	
ENSMUSG00000011267	ENSRNOG00000049605	1:1	741282
ENSMUSG00000061028	ENSRNOG00000046000	1:1	547985
ENSMUSG00000002983	ENSRNOG00000033235	1:1	759922
ENSMUSG00000002981	ENSRNOG00000018255	1:1	832832
ENSMUSG00000002992	ENSRNOG00000018402	1:1	776366
ENSMUSG00000074336	ENSRNOG00000018405	1:1	774050
ENSMUSG00000040564	ENSRNOG00000051439	1:1	772938
ENSMUSG00000002985	ENSRNOG00000018454	1:1	553554
ENSMUSG00000002984	ENSRNOG00000018556	1:1	814818
ENSMUSG00000062300	ENSRNOG00000018730	1:1	550548
ENSMUSG00000002980	ENSRNOG00000029399	1:1	552049
ENSMUSG00000040525	ENSRNOG00000018953	1:1	762059
ENSMUSG00000053175	ENSRNOG00000043416	1:1	750831
ENSMUSG00000092216	ENSRNOG00000054552	1:1	260765
ENSMUSG00000014686	ENSRNOG00000031391	1:1	555953
ENSMUSG00000049848	ENSRNOG00000043088	1:1	757766
ENSMUSG00000040511	ENSRNOG00000019202	1:1	559141
ENSMUSG00000040498	ENSRNOG00000024630	1:1	275816
ENSMUSG00000070777	ENSRNOG00000019260	1:1	561176
ENSMUSG00000060508	ENSRNOG00000021913	1:1	656585
ENSMUSG00000096164	ENSRNOG00000048505	n:m	275991
ENSMUSG00000096164	ENSRNOG00000049710	n:m	
ENSMUSG00000096164	ENSRNOG00000048104	n:m	
ENSMUSG00000109166	ENSRNOG00000028913	n:1	552863
ENSMUSG00000094762	ENSRNOG00000048505	n:m	
ENSMUSG00000094762	ENSRNOG00000049710	n:m	
ENSMUSG00000094762	ENSRNOG00000048104	n:m	
ENSMUSG00000096663	ENSRNOG00000048505	n:m	
ENSMUSG00000096663	ENSRNOG00000049710	n:m	
ENSMUSG00000096663	ENSRNOG00000048104	n:m	
ENSMUSG00000109060	ENSRNOG00000028913	n:1	
ENSMUSG00000095190	ENSRNOG00000028913	n:1	
ENSMUSG00000094085	ENSRNOG00000048505	n:m	
ENSMUSG00000094085	ENSRNOG00000049710	n:m	
ENSMUSG00000094085	ENSRNOG00000048104	n:m	
ENSMUSG00000094680	ENSRNOG00000048505	n:m	
ENSMUSG00000094680	ENSRNOG00000049710	n:m	
ENSMUSG00000094680	ENSRNOG00000048104	n:m	
ENSMUSG00000094001	ENSRNOG00000048505	n:m	
ENSMUSG00000094001	ENSRNOG00000049710	n:m	
ENSMUSG00000094001	ENSRNOG00000048104	n:m	
ENSMUSG00000101436	ENSRNOG00000028913	n:1	
ENSMUSG00000096813	ENSRNOG00000048505	n:m	
ENSMUSG00000096813	ENSRNOG00000049710	n:m	
ENSMUSG00000096813	ENSRNOG00000048104	n:m	
ENSMUSG00000109516	ENSRNOG00000028913	n:1	
ENSMUSG00000096513	ENSRNOG00000048505	n:m	
ENSMUSG00000096513	ENSRNOG00000049710	n:m	
ENSMUSG00000096513	ENSRNOG00000048104	n:m	
ENSMUSG00000095976	ENSRNOG00000028913	n:1	
ENSMUSG00000096283	ENSRNOG00000028913	n:1	
ENSMUSG00000096348	ENSRNOG00000048505	n:m	
ENSMUSG00000096348	ENSRNOG00000049710	n:m	
ENSMUSG00000096348	ENSRNOG00000048104	n:m	
ENSMUSG00000096871	ENSRNOG00000048505	n:m	
ENSMUSG00000096871	ENSRNOG00000049710	n:m	
ENSMUSG00000096871	ENSRNOG00000048104	n:m	
ENSMUSG00000093853	ENSRNOG00000048505	n:m	
ENSMUSG00000093853	ENSRNOG00000049710	n:m	
ENSMUSG00000093853	ENSRNOG00000048104	n:m	
ENSMUSG00000109396	ENSRNOG00000028913	n:1	
ENSMUSG00000095363	ENSRNOG00000028913	n:1	
ENSMUSG00000092297	ENSRNOG00000048505	n:m	
ENSMUSG00000092297	ENSRNOG00000049710	n:m	
ENSMUSG00000092297	ENSRNOG00000048104	n:m	
ENSMUSG00000095683	ENSRNOG00000028913	n:1	
ENSMUSG00000094682	ENSRNOG00000028913	n:1	
ENSMUSG00000045693	ENSRNOG00000021996	n:1	
ENSMUSG00000015721	ENSRNOG00000022994	1:1	656582
ENSMUSG00000090715	ENSRNOG00000033755	n:1	
ENSMUSG00000094602	ENSRNOG00000033755	n:1	
ENSMUSG00000094187	ENSRNOG00000033755	n:1	
ENSMUSG00000062483	ENSRNOG00000033755	n:1	275214
ENSMUSG00000092473	ENSRNOG00000048505	n:m	
ENSMUSG00000092473	ENSRNOG00000049710	n:m	
ENSMUSG00000092473	ENSRNOG00000048104	n:m	276626
ENSMUSG00000097425	ENSRNOG00000048505	n:m	
ENSMUSG00000097425	ENSRNOG00000049710	n:m	
ENSMUSG00000097425	ENSRNOG00000048104	n:m	
ENSMUSG00000066723	ENSRNOG00000048505	n:m	
ENSMUSG00000066723	ENSRNOG00000049710	n:m	274955
ENSMUSG00000066723	ENSRNOG00000048104	n:m	
ENSMUSG00000057101	ENSRNOG00000029336	1:1	557968
ENSMUSG00000052675	ENSRNOG00000029022	1:1	556563
ENSMUSG00000087598	ENSRNOG00000024376	1:1	593467
ENSMUSG00000074282	ENSRNOG00000019416	1:1	
ENSMUSG00000055826	ENSRNOG00000019427	1:1	749856
ENSMUSG00000030484	ENSRNOG00000019432	1:1	776897
ENSMUSG00000054342	ENSRNOG00000019440	1:1	542290
ENSMUSG00000002210	ENSRNOG00000019596	1:1	693472
ENSMUSG00000062028	ENSRNOG00000024257	1:1	740818
ENSMUSG00000046223	ENSRNOG00000037931	1:1	769873
ENSMUSG00000054793	ENSRNOG00000024243	1:1	553288
ENSMUSG00000064264	ENSRNOG00000019802	1:1	261974
ENSMUSG00000041037	ENSRNOG00000046500	1:1	777223
ENSMUSG00000011632	ENSRNOG00000019862	1:1	769874
ENSMUSG00000051768	ENSRNOG00000019915	1:1	857786
ENSMUSG00000066721	ENSRNOG00000024065	1:1	551850
ENSMUSG00000064254	ENSRNOG00000019982	1:1	662020
ENSMUSG00000074277	ENSRNOG00000055259	1:1	851524
ENSMUSG00000057454	ENSRNOG00000019999	1:1	787920
ENSMUSG00000062773	ENSRNOG00000020057	1:1	308340
ENSMUSG00000045587	ENSRNOG00000033358	1:m	
ENSMUSG00000045587	ENSRNOG00000022679	1:m	741338
ENSMUSG00000045587	ENSRNOG00000049059	1:m	
ENSMUSG00000045587	ENSRNOG00000047176	1:m	
ENSMUSG00000052212	ENSRNOG00000048783	1:m	
ENSMUSG00000052212	ENSRNOG00000022669	1:m	260756
ENSMUSG00000054169	ENSRNOG00000046222	1:1	660328
ENSMUSG00000062732	ENSRNOG00000020098	1:m	308341
ENSMUSG00000062732	ENSRNOG00000045544	1:m	
ENSMUSG00000011349	ENSRNOG00000046142	1:1	773336
ENSMUSG00000040952	ENSRNOG00000033146	1:m	
ENSMUSG00000040952	ENSRNOG00000013292	1:m	
ENSMUSG00000040952	ENSRNOG00000018471	1:m	
ENSMUSG00000040952	ENSRNOG00000048199	1:m	829070
ENSMUSG00000003379	ENSRNOG00000020125	1:1	773023
ENSMUSG00000003380	ENSRNOG00000020233	1:1	530945
ENSMUSG00000040907	ENSRNOG00000020263	1:1	523655
ENSMUSG00000003378	ENSRNOG00000020310	1:1	770490
ENSMUSG00000045252	ENSRNOG00000055761	1:1	555522
ENSMUSG00000008496	ENSRNOG00000055650	1:1	830844
ENSMUSG00000054499	ENSRNOG00000046112	1:1	764261
ENSMUSG00000046541	ENSRNOG00000047526	1:1	762157
ENSMUSG00000057177	ENSRNOG00000020417	1:1	548462
ENSMUSG00000040857	ENSRNOG00000020426	1:1	268220
ENSMUSG00000005442	ENSRNOG00000056118	1:1	551743
ENSMUSG00000005447	ENSRNOG00000020481	1:1	683700
ENSMUSG00000058741	ENSRNOG00000043154	1:1	309500
ENSMUSG00000043843	ENSRNOG00000020489	1:1	727170
ENSMUSG00000045039	ENSRNOG00000052687	1:1	551114
ENSMUSG00000063651	ENSRNOG00000020530	1:1	498487
ENSMUSG00000003123	ENSRNOG00000020546	1:1	675197
ENSMUSG00000060188	ENSRNOG00000037814	1:1	764340
ENSMUSG00000074272	ENSRNOG00000020578	n:1	
ENSMUSG00000054385	ENSRNOG00000020578	n:1	556468
ENSMUSG00000074261	ENSRNOG00000037798	1:1	260019
ENSMUSG00000057229	ENSRNOG00000020596	1:1	758949
ENSMUSG00000059479	ENSRNOG00000020606	1:1	263664
ENSMUSG00000060376	ENSRNOG00000020607	1:1	858256
ENSMUSG00000061286	ENSRNOG00000020635	1:1	847595
ENSMUSG00000061702	ENSRNOG00000021302	1:1	276886
ENSMUSG00000063439	ENSRNOG00000028753	1:1	777876
ENSMUSG00000002603	ENSRNOG00000020652	1:1	830952
ENSMUSG00000002608	ENSRNOG00000020675	1:1	547678
ENSMUSG00000040725	ENSRNOG00000020683	1:1	749401
ENSMUSG00000002602	ENSRNOG00000020716	1:1	551575
ENSMUSG00000040703	ENSRNOG00000020743	1:1	819000
ENSMUSG00000030483	ENSRNOG00000020775	1:m	
ENSMUSG00000030483	ENSRNOG00000033680	1:m	818992
ENSMUSG00000040583	ENSRNOG00000043320	n:1	
ENSMUSG00000040660	ENSRNOG00000043320	n:1	819343
ENSMUSG00000046130	ENSRNOG00000047610	n:m	279832
ENSMUSG00000046130	ENSRNOG00000047242	n:m	
ENSMUSG00000046130	ENSRNOG00000048370	n:m	
ENSMUSG00000046130	ENSRNOG00000048916	n:m	
ENSMUSG00000046130	ENSRNOG00000054281	n:m	
ENSMUSG00000040601	ENSRNOG00000042030	1:1	656580
ENSMUSG00000091924	ENSRNOG00000047610	n:m	
ENSMUSG00000091924	ENSRNOG00000047242	n:m	
ENSMUSG00000091924	ENSRNOG00000048370	n:m	
ENSMUSG00000091924	ENSRNOG00000048916	n:m	
ENSMUSG00000091924	ENSRNOG00000054281	n:m	672139
ENSMUSG00000040650	ENSRNOG00000032004	1:1	819177
ENSMUSG00000066704	ENSRNOG00000060459	1:m	
ENSMUSG00000066704	ENSRNOG00000020801	1:m	819087
ENSMUSG00000066704	ENSRNOG00000050823	1:m	
ENSMUSG00000049685	ENSRNOG00000020827	1:1	818980
ENSMUSG00000091867	ENSRNOG00000020817	n:1	
ENSMUSG00000060407	ENSRNOG00000020817	n:1	819055
ENSMUSG00000052974	ENSRNOG00000032805	1:1	819004
ENSMUSG00000078787	ENSRNOG00000028891	1:1	819069
ENSMUSG00000058709	ENSRNOG00000020947	1:1	261797
ENSMUSG00000053291	ENSRNOG00000001500	1:1	522115
ENSMUSG00000095538	ENSRNOG00000001499	n:1	
ENSMUSG00000089661	ENSRNOG00000001499	n:1	779560
ENSMUSG00000061479	ENSRNOG00000001501	1:1	531052
ENSMUSG00000078786	ENSRNOG00000037715	1:1	829326
ENSMUSG00000003752	ENSRNOG00000013945	1:1	769103
ENSMUSG00000003762	ENSRNOG00000020848	1:1	777442
ENSMUSG00000063160	ENSRNOG00000020867	1:1	795917
ENSMUSG00000040488	ENSRNOG00000020871	1:1	554022
ENSMUSG00000089832	ENSRNOG00000020882	1:1	818643
ENSMUSG00000011751	ENSRNOG00000055371	1:1	553045
ENSMUSG00000040466	ENSRNOG00000024410	1:1	552081
ENSMUSG00000055200	ENSRNOG00000037690	1:1	781655
ENSMUSG00000008384	ENSRNOG00000024363	1:1	275200
ENSMUSG00000053198	ENSRNOG00000018369	1:1	551895
ENSMUSG00000040424	ENSRNOG00000020835	1:1	556020
ENSMUSG00000003363	ENSRNOG00000018390	1:1	846256
ENSMUSG00000049643	ENSRNOG00000018408	1:1	815685
ENSMUSG00000004056	ENSRNOG00000018677	1:1	551970
ENSMUSG00000007944	ENSRNOG00000018850	1:1	552887
ENSMUSG00000057093	ENSRNOG00000046338	1:1	696960
ENSMUSG00000037640	ENSRNOG00000018885	1:1	585775
ENSMUSG00000078779	ENSRNOG00000018928	1:1	268783
ENSMUSG00000070709	ENSRNOG00000029805	n:m	501729
ENSMUSG00000070709	ENSRNOG00000018936	n:m	
ENSMUSG00000063047	ENSRNOG00000029805	n:m	
ENSMUSG00000063047	ENSRNOG00000018936	n:m	267328
ENSMUSG00000096916	ENSRNOG00000053366	1:1	268870
ENSMUSG00000030603	ENSRNOG00000018994	1:1	848759
ENSMUSG00000047730	ENSRNOG00000019129	1:1	553158
ENSMUSG00000078776	ENSRNOG00000042899	1:1	561521
ENSMUSG00000046865	ENSRNOG00000019229	1:1	850903
ENSMUSG00000002409	ENSRNOG00000019254	1:1	551989
ENSMUSG00000046058	ENSRNOG00000019310	1:1	264375
ENSMUSG00000070705	ENSRNOG00000045545	1:1	264380
ENSMUSG00000046750	ENSRNOG00000051208	1:1	610578
ENSMUSG00000003436	ENSRNOG00000019338	1:1	267768
ENSMUSG00000003438	ENSRNOG00000037638	1:1	708549
ENSMUSG00000003435	ENSRNOG00000032034	1:1	547071
ENSMUSG00000037563	ENSRNOG00000019578	1:1	783840
ENSMUSG00000037552	ENSRNOG00000030266	1:1	557066
ENSMUSG00000044786	ENSRNOG00000058388	1:1	495699
ENSMUSG00000003444	ENSRNOG00000019702	1:1	761056
ENSMUSG00000003437	ENSRNOG00000019746	1:1	850456
ENSMUSG00000109336	ENSRNOG00000019831	1:1	769097
ENSMUSG00000060791	ENSRNOG00000019838	1:1	835198
ENSMUSG00000030600	ENSRNOG00000019869	1:1	
ENSMUSG00000059128	ENSRNOG00000026584	n:m	
ENSMUSG00000059128	ENSRNOG00000056251	n:m	757788
ENSMUSG00000060747	ENSRNOG00000026584	n:m	757787
ENSMUSG00000060747	ENSRNOG00000056251	n:m	
ENSMUSG00000084174	ENSRNOG00000019879	1:1	264382
ENSMUSG00000047586	ENSRNOG00000054506	1:1	835300
ENSMUSG00000030602	ENSRNOG00000019883	1:1	552248
ENSMUSG00000037469	ENSRNOG00000047901	1:1	491180
ENSMUSG00000037463	ENSRNOG00000050453	1:1	835297
ENSMUSG00000030598	ENSRNOG00000019942	1:1	835298
ENSMUSG00000045948	ENSRNOG00000019949	1:1	809593
ENSMUSG00000070699	ENSRNOG00000019962	1:1	844724
ENSMUSG00000096257	ENSRNOG00000046971	1:1	274076
ENSMUSG00000030595	ENSRNOG00000020063	1:1	555224
ENSMUSG00000015149	ENSRNOG00000020102	1:1	653863
ENSMUSG00000051735	ENSRNOG00000025354	1:1	268113
ENSMUSG00000015165	ENSRNOG00000020235	1:1	804571
ENSMUSG00000053898	ENSRNOG00000020308	1:1	547177
ENSMUSG00000053964	ENSRNOG00000020338	1:1	847055
ENSMUSG00000053522	ENSRNOG00000020380	1:1	697066
ENSMUSG00000054083	ENSRNOG00000020389	1:1	530176
ENSMUSG00000054808	ENSRNOG00000020433	1:1	552142
ENSMUSG00000053565	ENSRNOG00000020495	1:1	773271
ENSMUSG00000037337	ENSRNOG00000020505	1:1	824674
ENSMUSG00000030592	ENSRNOG00000020557	1:1	772949
ENSMUSG00000030589	ENSRNOG00000033744	1:1	267421
ENSMUSG00000030590	ENSRNOG00000024036	1:1	779509
ENSMUSG00000037239	ENSRNOG00000051915	1:1	831430
ENSMUSG00000031493	ENSRNOG00000023931	1:1	562696
ENSMUSG00000030591	ENSRNOG00000037580	1:1	822819
ENSMUSG00000049676	ENSRNOG00000060693	n:1	775944
ENSMUSG00000046410	ENSRNOG00000049868	1:1	749664
ENSMUSG00000030588	ENSRNOG00000055286	1:1	496838
ENSMUSG00000030587	ENSRNOG00000056651	1:1	261978
ENSMUSG00000074227	ENSRNOG00000020636	1:1	799078
ENSMUSG00000037166	ENSRNOG00000020676	1:1	812947
ENSMUSG00000030584	ENSRNOG00000020687	1:1	856760
ENSMUSG00000049123	ENSRNOG00000060693	n:1	
ENSMUSG00000047473	ENSRNOG00000055519	1:1	557807
ENSMUSG00000050855	ENSRNOG00000056062	1:1	270905
ENSMUSG00000058402	ENSRNOG00000037556	1:1	551439
ENSMUSG00000062040	ENSRNOG00000047627	1:1	
ENSMUSG00000099689	ENSRNOG00000020774	1:1	552154
ENSMUSG00000059975	ENSRNOG00000048894	1:1	555640
ENSMUSG00000074221	ENSRNOG00000046652	1:1	703918
ENSMUSG00000053985	ENSRNOG00000030932	1:m	560673
ENSMUSG00000053985	ENSRNOG00000047379	1:m	
ENSMUSG00000098022	ENSRNOG00000053115	1:1	268151
ENSMUSG00000058447	ENSRNOG00000051377	1:1	700107
ENSMUSG00000078768	ENSRNOG00000048138	1:1	269310
ENSMUSG00000049421	ENSRNOG00000020762	1:1	559728
ENSMUSG00000074220	ENSRNOG00000020777	1:1	268048
ENSMUSG00000037029	ENSRNOG00000006796	1:1	
ENSMUSG00000074218	ENSRNOG00000050015	1:1	765443
ENSMUSG00000001794	ENSRNOG00000045747	1:1	549871
ENSMUSG00000006095	ENSRNOG00000020781	1:1	818795
ENSMUSG00000019738	ENSRNOG00000050560	1:1	859899
ENSMUSG00000100512	ENSRNOG00000024880	1:1	733100
ENSMUSG00000037020	ENSRNOG00000020807	1:m	556091
ENSMUSG00000037020	ENSRNOG00000049708	1:m	
ENSMUSG00000013921	ENSRNOG00000050104	1:1	775564
ENSMUSG00000042831	ENSRNOG00000047943	1:1	526392
ENSMUSG00000019737	ENSRNOG00000049277	1:m	
ENSMUSG00000019737	ENSRNOG00000020830	1:m	785249
ENSMUSG00000074211	ENSRNOG00000037541	1:1	786166
ENSMUSG00000036957	ENSRNOG00000020839	1:1	550410
ENSMUSG00000030579	ENSRNOG00000020845	1:1	775639
ENSMUSG00000064109	ENSRNOG00000020849	1:1	782630
ENSMUSG00000036931	ENSRNOG00000025111	1:1	815703
ENSMUSG00000006651	ENSRNOG00000020851	1:1	854887
ENSMUSG00000036915	ENSRNOG00000020864	1:1	549878
ENSMUSG00000006649	ENSRNOG00000020873	1:1	551577
ENSMUSG00000036892	ENSRNOG00000057578	1:1	804858
ENSMUSG00000036882	ENSRNOG00000024677	1:1	734497
ENSMUSG00000036864	ENSRNOG00000024625	1:1	709645
ENSMUSG00000036854	ENSRNOG00000020922	1:1	727490
ENSMUSG00000036845	ENSRNOG00000020929	1:1	709585
ENSMUSG00000036835	ENSRNOG00000020941	1:1	530850
ENSMUSG00000078765	ENSRNOG00000024497	1:1	550314
ENSMUSG00000036826	ENSRNOG00000020957	1:1	804988
ENSMUSG00000006307	ENSRNOG00000055525	1:1	551362
ENSMUSG00000006310	ENSRNOG00000042465	1:1	738388
ENSMUSG00000006313	ENSRNOG00000024331	1:1	
ENSMUSG00000036751	ENSRNOG00000024309	1:m	
ENSMUSG00000036751	ENSRNOG00000034161	1:m	762597
ENSMUSG00000006311	ENSRNOG00000024288	1:1	742513
ENSMUSG00000036733	ENSRNOG00000024278	1:1	552045
ENSMUSG00000078762	ENSRNOG00000024266	1:1	823766
ENSMUSG00000049761	ENSRNOG00000046724	1:1	310301
ENSMUSG00000013083	ENSRNOG00000037485	1:1	286177
ENSMUSG00000005553	ENSRNOG00000020985	1:1	523679
ENSMUSG00000006315	ENSRNOG00000021006	1:1	671006
ENSMUSG00000061099	ENSRNOG00000021009	1:1	861380
ENSMUSG00000046056	ENSRNOG00000021015	1:1	555956
ENSMUSG00000060962	ENSRNOG00000055934	1:1	553418
ENSMUSG00000051314	ENSRNOG00000021021	1:1	756386
ENSMUSG00000019429	ENSRNOG00000037467	1:1	756387
ENSMUSG00000044453	ENSRNOG00000024009	1:1	831019
ENSMUSG00000030577	ENSRNOG00000024000	1:1	800845
ENSMUSG00000036634	ENSRNOG00000021023	1:1	551513
ENSMUSG00000056978	ENSRNOG00000021029	n:1	
ENSMUSG00000050440	ENSRNOG00000021029	n:1	305747
ENSMUSG00000058239	ENSRNOG00000053725	1:1	754729
ENSMUSG00000001247	ENSRNOG00000021053	1:1	836114
ENSMUSG00000046826	ENSRNOG00000021060	1:1	747566
ENSMUSG00000009687	ENSRNOG00000021062	1:1	765441
