mouse_ID	zebrafish_ID	orthotype	OMAgroup
ENSMUSG00000002393	ENSDARG00000003607	1:m	730609
ENSMUSG00000031820	ENSDARG00000077526	1:1	757697
ENSMUSG00000007950	ENSDARG00000103518	1:1	551115
ENSMUSG00000074247	ENSDARG00000076074	1:1	753835
ENSMUSG00000034863	ENSDARG00000077229	1:1	796225
ENSMUSG00000007610	ENSDARG00000018650	1:1	862947
ENSMUSG00000034845	ENSDARG00000045003	1:m	660037
ENSMUSG00000034845	ENSDARG00000076972	1:m	
ENSMUSG00000034829	ENSDARG00000052035	1:1	307327
ENSMUSG00000031808	ENSDARG00000104949	1:m	
ENSMUSG00000031808	ENSDARG00000006240	1:m	547404
ENSMUSG00000031807	ENSDARG00000021233	1:1	854118
ENSMUSG00000034807	ENSDARG00000058270	1:m	
ENSMUSG00000034807	ENSDARG00000073974	1:m	302996
ENSMUSG00000034799	ENSDARG00000061829	1:1	788485
ENSMUSG00000031805	ENSDARG00000010252	1:1	818558
ENSMUSG00000031803	ENSDARG00000043482	1:m	
ENSMUSG00000031803	ENSDARG00000054373	1:m	
ENSMUSG00000031803	ENSDARG00000093521	1:m	
ENSMUSG00000031803	ENSDARG00000058100	1:m	749437
ENSMUSG00000070000	ENSDARG00000015356	1:1	551973
ENSMUSG00000003484	ENSDARG00000053530	n:1	
ENSMUSG00000031799	ENSDARG00000023963	1:1	550633
ENSMUSG00000003037	ENSDARG00000067920	1:1	522112
ENSMUSG00000074240	ENSDARG00000091072	1:1	555806
ENSMUSG00000003039	ENSDARG00000042660	1:1	
ENSMUSG00000003033	ENSDARG00000096249	1:1	531853
ENSMUSG00000070713	ENSDARG00000099572	n:1	
ENSMUSG00000006276	ENSDARG00000042670	1:1	548555
ENSMUSG00000052488	ENSDARG00000021812	1:1	549067
ENSMUSG00000019731	ENSDARG00000011945	1:1	778640
ENSMUSG00000045248	ENSDARG00000090826	1:1	
ENSMUSG00000044600	ENSDARG00000074848	1:1	790837
ENSMUSG00000031791	ENSDARG00000024047	1:1	814892
ENSMUSG00000048148	ENSDARG00000076110	1:1	640626
ENSMUSG00000031622	ENSDARG00000062472	1:1	549332
ENSMUSG00000050147	ENSDARG00000079399	1:1	787466
ENSMUSG00000004383	ENSDARG00000005126	1:1	828303
ENSMUSG00000034518	ENSDARG00000075783	1:1	811602
ENSMUSG00000005410	ENSDARG00000019507	1:1	780751
ENSMUSG00000110469	ENSDARG00000043457	n:1	
ENSMUSG00000037148	ENSDARG00000078326	1:1	734466
ENSMUSG00000037134	ENSDARG00000036755	1:1	782609
ENSMUSG00000031617	ENSDARG00000078789	1:1	
ENSMUSG00000031616	ENSDARG00000011876	1:m	830270
ENSMUSG00000031616	ENSDARG00000062262	1:m	
ENSMUSG00000037101	ENSDARG00000058885	1:1	812369
ENSMUSG00000031688	ENSDARG00000069737	1:1	756334
ENSMUSG00000037070	ENSDARG00000014244	n:1	
ENSMUSG00000031684	ENSDARG00000104508	1:1	733806
ENSMUSG00000031683	ENSDARG00000036995	1:1	803788
ENSMUSG00000037022	ENSDARG00000060383	1:1	740368
ENSMUSG00000058355	ENSDARG00000007216	1:1	547049
ENSMUSG00000036977	ENSDARG00000090152	1:1	671557
ENSMUSG00000064325	ENSDARG00000060397	1:1	511936
ENSMUSG00000031715	ENSDARG00000052348	1:1	548038
ENSMUSG00000031714	ENSDARG00000037018	1:1	793419
ENSMUSG00000038250	ENSDARG00000075798	1:1	816231
ENSMUSG00000037940	ENSDARG00000075201	1:1	858193
ENSMUSG00000031711	ENSDARG00000020494	1:1	823624
ENSMUSG00000047747	ENSDARG00000024827	1:m	
ENSMUSG00000047747	ENSDARG00000009524	1:m	714169
ENSMUSG00000031709	ENSDARG00000059900	1:1	530259
ENSMUSG00000035151	ENSDARG00000101669	1:1	732755
ENSMUSG00000002190	ENSDARG00000009315	1:1	675260
ENSMUSG00000063253	ENSDARG00000002217	1:m	
ENSMUSG00000063253	ENSDARG00000087333	1:m	754713
ENSMUSG00000033938	ENSDARG00000033789	1:1	852934
ENSMUSG00000031708	ENSDARG00000025904	1:1	776165
ENSMUSG00000005483	ENSDARG00000041394	1:m	
ENSMUSG00000005483	ENSDARG00000099383	1:m	
ENSMUSG00000019433	ENSDARG00000104483	1:1	826906
ENSMUSG00000057672	ENSDARG00000060184	1:m	700006
ENSMUSG00000057672	ENSDARG00000062748	1:m	
ENSMUSG00000019464	ENSDARG00000104847	1:m	
ENSMUSG00000019464	ENSDARG00000078605	1:m	833972
ENSMUSG00000005481	ENSDARG00000006225	1:m	
ENSMUSG00000005481	ENSDARG00000015111	1:m	547907
ENSMUSG00000002885	ENSDARG00000089904	1:1	
ENSMUSG00000013033	ENSDARG00000089292	1:1	657372
ENSMUSG00000005469	ENSDARG00000100349	1:1	547846
ENSMUSG00000079003	ENSDARG00000079062	1:1	
ENSMUSG00000046408	ENSDARG00000060187	1:1	
ENSMUSG00000045232	ENSDARG00000070780	1:1	
ENSMUSG00000031706	ENSDARG00000005883	1:1	799519
ENSMUSG00000037103	ENSDARG00000077790	1:1	772145
ENSMUSG00000036686	ENSDARG00000036281	1:1	665563
ENSMUSG00000056155	ENSDARG00000068255	1:1	777313
ENSMUSG00000019362	ENSDARG00000059816	1:1	747592
ENSMUSG00000004996	ENSDARG00000075754	1:1	859677
ENSMUSG00000034656	ENSDARG00000037905	1:1	788285
ENSMUSG00000001910	ENSDARG00000078238	1:m	826798
ENSMUSG00000001910	ENSDARG00000099164	1:m	
ENSMUSG00000001909	ENSDARG00000010978	1:1	856078
ENSMUSG00000001911	ENSDARG00000061836	1:1	803585
ENSMUSG00000033751	ENSDARG00000039338	1:1	851306
ENSMUSG00000003813	ENSDARG00000020001	1:1	863315
ENSMUSG00000003814	ENSDARG00000076290	1:1	
ENSMUSG00000003808	ENSDARG00000098825	1:1	859624
ENSMUSG00000003809	ENSDARG00000098831	1:m	832456
ENSMUSG00000003809	ENSDARG00000037057	1:m	
ENSMUSG00000003812	ENSDARG00000073893	1:1	758777
ENSMUSG00000053693	ENSDARG00000027497	1:1	550250
ENSMUSG00000052926	ENSDARG00000018891	1:1	854768
ENSMUSG00000052837	ENSDARG00000074378	1:1	796486
ENSMUSG00000052566	ENSDARG00000099235	1:1	550821
ENSMUSG00000052819	ENSDARG00000079163	1:1	773710
ENSMUSG00000052456	ENSDARG00000018190	1:1	784853
ENSMUSG00000041203	ENSDARG00000104178	1:1	809436
ENSMUSG00000031691	ENSDARG00000038239	1:1	
ENSMUSG00000008167	ENSDARG00000058020	1:1	803315
ENSMUSG00000060038	ENSDARG00000003270	1:1	824693
ENSMUSG00000005150	ENSDARG00000041600	1:1	547192
ENSMUSG00000059355	ENSDARG00000025554	1:1	794140
ENSMUSG00000005142	ENSDARG00000001897	1:1	836646
ENSMUSG00000062687	ENSDARG00000007971	n:1	
ENSMUSG00000031696	ENSDARG00000008224	1:1	541555
ENSMUSG00000031697	ENSDARG00000075682	1:1	
ENSMUSG00000036934	ENSDARG00000002506	1:1	840592
ENSMUSG00000031700	ENSDARG00000012199	1:1	791677
ENSMUSG00000031701	ENSDARG00000010745	1:m	
ENSMUSG00000031701	ENSDARG00000104066	1:m	547622
ENSMUSG00000036902	ENSDARG00000063293	1:1	
ENSMUSG00000031703	ENSDARG00000075584	1:1	731486
ENSMUSG00000036879	ENSDARG00000078284	1:1	802162
ENSMUSG00000036872	ENSDARG00000013050	1:1	549450
ENSMUSG00000047866	ENSDARG00000101438	1:1	846404
ENSMUSG00000036840	ENSDARG00000030871	1:1	650683
ENSMUSG00000031652	ENSDARG00000057491	1:1	750855
ENSMUSG00000031654	ENSDARG00000057296	1:1	554228
ENSMUSG00000045333	ENSDARG00000059707	1:1	845016
ENSMUSG00000036810	ENSDARG00000036064	1:1	826915
ENSMUSG00000031657	ENSDARG00000036076	1:1	848077
ENSMUSG00000036779	ENSDARG00000060071	1:1	529167
ENSMUSG00000031659	ENSDARG00000060070	1:1	
ENSMUSG00000031660	ENSDARG00000008380	1:1	847013
ENSMUSG00000031661	ENSDARG00000020053	1:1	764756
ENSMUSG00000031662	ENSDARG00000045554	1:1	822728
ENSMUSG00000055994	ENSDARG00000010756	1:1	758927
ENSMUSG00000036712	ENSDARG00000060058	1:1	800237
ENSMUSG00000031665	ENSDARG00000074319	1:1	549714
ENSMUSG00000043668	ENSDARG00000073957	1:1	799064
ENSMUSG00000056608	ENSDARG00000074498	1:1	807889
ENSMUSG00000031666	ENSDARG00000045636	1:1	750665
ENSMUSG00000031667	ENSDARG00000026862	1:1	
ENSMUSG00000033282	ENSDARG00000051754	1:1	809181
ENSMUSG00000055932	ENSDARG00000044216	1:1	765436
ENSMUSG00000031734	ENSDARG00000101076	1:1	796339
ENSMUSG00000031737	ENSDARG00000034043	1:1	803314
ENSMUSG00000031740	ENSDARG00000017676	1:1	829940
ENSMUSG00000033192	ENSDARG00000053010	1:1	681063
ENSMUSG00000055368	ENSDARG00000016141	1:1	788727
ENSMUSG00000057400	ENSDARG00000041569	n:m	
ENSMUSG00000057400	ENSDARG00000041595	n:m	
ENSMUSG00000057400	ENSDARG00000104818	n:m	
ENSMUSG00000031725	ENSDARG00000041569	n:m	
ENSMUSG00000031725	ENSDARG00000041595	n:m	
ENSMUSG00000031725	ENSDARG00000104818	n:m	780921
ENSMUSG00000031748	ENSDARG00000016676	1:1	498832
ENSMUSG00000031751	ENSDARG00000020218	1:1	814182
ENSMUSG00000031754	ENSDARG00000003153	1:1	803855
ENSMUSG00000033009	ENSDARG00000036061	1:1	853201
ENSMUSG00000031755	ENSDARG00000041621	1:1	830104
ENSMUSG00000031757	ENSDARG00000041623	n:1	
ENSMUSG00000031760	ENSDARG00000041623	n:1	
ENSMUSG00000031762	ENSDARG00000041623	n:1	
ENSMUSG00000031765	ENSDARG00000041623	n:1	
ENSMUSG00000032939	ENSDARG00000003487	1:1	854848
ENSMUSG00000031766	ENSDARG00000013855	1:1	756824
ENSMUSG00000031770	ENSDARG00000024314	1:1	848588
ENSMUSG00000034361	ENSDARG00000007753	1:1	496861
ENSMUSG00000031774	ENSDARG00000041631	1:1	764657
ENSMUSG00000050079	ENSDARG00000062558	1:1	809145
ENSMUSG00000031776	ENSDARG00000025383	1:1	
ENSMUSG00000031775	ENSDARG00000062756	1:1	747756
ENSMUSG00000031779	ENSDARG00000099982	1:1	
ENSMUSG00000031780	ENSDARG00000101041	1:1	
ENSMUSG00000031781	ENSDARG00000045733	1:1	640888
ENSMUSG00000031782	ENSDARG00000023583	1:1	830225
ENSMUSG00000031783	ENSDARG00000033596	1:1	858073
ENSMUSG00000040631	ENSDARG00000073731	1:1	838595
ENSMUSG00000063605	ENSDARG00000003872	1:1	548699
ENSMUSG00000061577	ENSDARG00000074782	1:1	
ENSMUSG00000031786	ENSDARG00000100231	1:1	720765
ENSMUSG00000031788	ENSDARG00000054978	1:1	549690
ENSMUSG00000046556	ENSDARG00000062401	1:m	753900
ENSMUSG00000046556	ENSDARG00000073856	1:m	
ENSMUSG00000031792	ENSDARG00000003841	1:1	792896
ENSMUSG00000031790	ENSDARG00000013072	1:1	829939
ENSMUSG00000031796	ENSDARG00000100514	1:1	818783
ENSMUSG00000046707	ENSDARG00000013582	1:m	
ENSMUSG00000046707	ENSDARG00000012818	1:m	548209
ENSMUSG00000036598	ENSDARG00000006981	1:1	548168
ENSMUSG00000031669	ENSDARG00000038847	1:1	847082
ENSMUSG00000036564	ENSDARG00000103937	1:1	843912
ENSMUSG00000031671	ENSDARG00000043986	1:1	495909
ENSMUSG00000036550	ENSDARG00000004174	1:1	495606
ENSMUSG00000061104	ENSDARG00000057854	n:1	712094
ENSMUSG00000036534	ENSDARG00000012002	1:1	547842
ENSMUSG00000031672	ENSDARG00000041068	1:m	793530
ENSMUSG00000031672	ENSDARG00000005840	1:m	
ENSMUSG00000036510	ENSDARG00000037478	1:1	554127
ENSMUSG00000031673	ENSDARG00000021442	1:1	557062
ENSMUSG00000031871	ENSDARG00000075549	1:1	555227
ENSMUSG00000035824	ENSDARG00000046127	1:1	679347
ENSMUSG00000031875	ENSDARG00000008811	1:1	808767
ENSMUSG00000096188	ENSDARG00000052020	1:1	747755
ENSMUSG00000035770	ENSDARG00000035924	1:1	542471
ENSMUSG00000052616	ENSDARG00000058587	1:1	829841
ENSMUSG00000031878	ENSDARG00000011301	1:1	841030
ENSMUSG00000031883	ENSDARG00000045139	1:1	638887
ENSMUSG00000048371	ENSDARG00000058571	1:1	804886
ENSMUSG00000031880	ENSDARG00000052011	1:1	725336
ENSMUSG00000031879	ENSDARG00000052010	1:1	699775
ENSMUSG00000055730	ENSDARG00000041569	n:m	
ENSMUSG00000055730	ENSDARG00000041595	n:m	780920
ENSMUSG00000055730	ENSDARG00000104818	n:m	
ENSMUSG00000050097	ENSDARG00000041569	n:m	
ENSMUSG00000050097	ENSDARG00000041595	n:m	
ENSMUSG00000050097	ENSDARG00000104818	n:m	
ENSMUSG00000031886	ENSDARG00000041569	n:m	
ENSMUSG00000031886	ENSDARG00000041595	n:m	
ENSMUSG00000031886	ENSDARG00000104818	n:m	
ENSMUSG00000062826	ENSDARG00000041569	n:m	780951
ENSMUSG00000062826	ENSDARG00000041595	n:m	
ENSMUSG00000062826	ENSDARG00000104818	n:m	
ENSMUSG00000091813	ENSDARG00000041569	n:m	
ENSMUSG00000091813	ENSDARG00000041595	n:m	
ENSMUSG00000091813	ENSDARG00000104818	n:m	
ENSMUSG00000031885	ENSDARG00000040917	1:1	830055
ENSMUSG00000031889	ENSDARG00000041560	1:1	807554
ENSMUSG00000069920	ENSDARG00000041616	1:1	749425
ENSMUSG00000031887	ENSDARG00000036057	1:1	779634
ENSMUSG00000033313	ENSDARG00000054222	1:1	798792
ENSMUSG00000014837	ENSDARG00000059529	1:1	812558
ENSMUSG00000043251	ENSDARG00000051899	1:1	742360
ENSMUSG00000014859	ENSDARG00000101578	1:1	734864
ENSMUSG00000014791	ENSDARG00000042126	1:1	795202
ENSMUSG00000041679	ENSDARG00000076425	1:1	552612
ENSMUSG00000014856	ENSDARG00000068291	1:1	817871
ENSMUSG00000014778	ENSDARG00000051768	1:1	848658
ENSMUSG00000014786	ENSDARG00000078560	1:1	552710
ENSMUSG00000014846	ENSDARG00000030463	1:1	720777
ENSMUSG00000039199	ENSDARG00000077546	1:1	514631
ENSMUSG00000031891	ENSDARG00000001975	1:1	508732
ENSMUSG00000013160	ENSDARG00000069090	1:1	863065
ENSMUSG00000038604	ENSDARG00000062178	1:1	826923
ENSMUSG00000005698	ENSDARG00000056621	1:1	
ENSMUSG00000050357	ENSDARG00000056639	1:1	553780
ENSMUSG00000038000	ENSDARG00000078055	1:1	795900
ENSMUSG00000005699	ENSDARG00000069378	1:1	
ENSMUSG00000013155	ENSDARG00000043550	1:1	805935
ENSMUSG00000013150	ENSDARG00000061145	1:1	
ENSMUSG00000037415	ENSDARG00000062138	1:1	516377
ENSMUSG00000031893	ENSDARG00000030512	1:1	795860
ENSMUSG00000036442	ENSDARG00000036055	1:1	747747
ENSMUSG00000008450	ENSDARG00000056531	n:1	
ENSMUSG00000036270	ENSDARG00000062266	1:1	825833
ENSMUSG00000044287	ENSDARG00000069368	1:1	807345
ENSMUSG00000048310	ENSDARG00000056713	1:1	550681
ENSMUSG00000031896	ENSDARG00000068680	1:1	548882
ENSMUSG00000031897	ENSDARG00000043781	1:1	860130
ENSMUSG00000035237	ENSDARG00000099424	1:1	495673
ENSMUSG00000017765	ENSDARG00000014378	1:1	756809
ENSMUSG00000031898	ENSDARG00000079216	n:1	733605
ENSMUSG00000053687	ENSDARG00000079216	n:1	
ENSMUSG00000031901	ENSDARG00000077607	1:1	856864
ENSMUSG00000045538	ENSDARG00000060411	1:1	548476
ENSMUSG00000031902	ENSDARG00000076297	1:1	795278
ENSMUSG00000031903	ENSDARG00000103271	1:1	
ENSMUSG00000033106	ENSDARG00000010596	1:1	712327
ENSMUSG00000060098	ENSDARG00000051902	1:1	855954
ENSMUSG00000031906	ENSDARG00000098226	1:1	803948
ENSMUSG00000061048	ENSDARG00000102750	n:m	
ENSMUSG00000061048	ENSDARG00000035796	n:m	
ENSMUSG00000060019	ENSDARG00000021864	n:1	
ENSMUSG00000000303	ENSDARG00000102750	n:m	553561
ENSMUSG00000000303	ENSDARG00000035796	n:m	
ENSMUSG00000041949	ENSDARG00000034001	1:1	699368
ENSMUSG00000031910	ENSDARG00000057210	1:1	677256
ENSMUSG00000041438	ENSDARG00000017675	1:1	495157
ENSMUSG00000041308	ENSDARG00000051763	1:1	790824
ENSMUSG00000031913	ENSDARG00000030114	1:1	848762
ENSMUSG00000078931	ENSDARG00000013950	1:1	861714
ENSMUSG00000031916	ENSDARG00000002798	1:1	709285
ENSMUSG00000031917	ENSDARG00000059075	1:1	865237
ENSMUSG00000031919	ENSDARG00000088079	1:1	498656
ENSMUSG00000031921	ENSDARG00000039302	1:1	841050
ENSMUSG00000031924	ENSDARG00000099774	1:1	540919
ENSMUSG00000003847	ENSDARG00000102556	1:1	843147
ENSMUSG00000003849	ENSDARG00000010250	n:1	
ENSMUSG00000003848	ENSDARG00000016080	1:1	783372
ENSMUSG00000031930	ENSDARG00000061345	1:1	739651
ENSMUSG00000039067	ENSDARG00000102417	1:1	862816
ENSMUSG00000038872	ENSDARG00000103057	1:1	845872
ENSMUSG00000031727	ENSDARG00000098937	1:1	552585
ENSMUSG00000037993	ENSDARG00000100013	1:1	846763
ENSMUSG00000031723	ENSDARG00000058962	1:1	843898
ENSMUSG00000031722	ENSDARG00000051890	1:1	
ENSMUSG00000031730	ENSDARG00000051889	1:1	760647
ENSMUSG00000048827	ENSDARG00000105344	1:1	739564
ENSMUSG00000031729	ENSDARG00000051888	1:1	825683
ENSMUSG00000031728	ENSDARG00000106989	1:1	
ENSMUSG00000069895	ENSDARG00000086977	1:1	267397
ENSMUSG00000031731	ENSDARG00000102394	1:1	515688
ENSMUSG00000031732	ENSDARG00000099962	1:1	553740
ENSMUSG00000001670	ENSDARG00000069630	1:1	791687
ENSMUSG00000003657	ENSDARG00000041062	1:m	
ENSMUSG00000003657	ENSDARG00000036344	1:m	833996
ENSMUSG00000046441	ENSDARG00000036345	1:1	764816
ENSMUSG00000059854	ENSDARG00000056764	1:1	714129
ENSMUSG00000010936	ENSDARG00000014303	1:1	864155
ENSMUSG00000033763	ENSDARG00000087260	1:1	767606
ENSMUSG00000033732	ENSDARG00000103553	1:1	541435
ENSMUSG00000031753	ENSDARG00000054264	1:1	541504
ENSMUSG00000033703	ENSDARG00000032650	1:1	758694
ENSMUSG00000031749	ENSDARG00000102369	1:1	776349
ENSMUSG00000015023	ENSDARG00000005699	n:m	
ENSMUSG00000015023	ENSDARG00000044325	n:m	
ENSMUSG00000033658	ENSDARG00000005699	n:m	547112
ENSMUSG00000033658	ENSDARG00000044325	n:m	
ENSMUSG00000031960	ENSDARG00000069142	1:1	781700
ENSMUSG00000109941	ENSDARG00000036060	1:1	847596
ENSMUSG00000033624	ENSDARG00000103288	1:1	852580
ENSMUSG00000003316	ENSDARG00000101210	1:m	797455
ENSMUSG00000003316	ENSDARG00000061282	1:m	
ENSMUSG00000033596	ENSDARG00000087752	1:1	745971
ENSMUSG00000033579	ENSDARG00000090063	1:1	832285
ENSMUSG00000031959	ENSDARG00000088817	1:1	835323
ENSMUSG00000033545	ENSDARG00000020475	1:1	500937
ENSMUSG00000031958	ENSDARG00000038845	1:1	844144
ENSMUSG00000031957	ENSDARG00000039730	1:m	
ENSMUSG00000031957	ENSDARG00000093844	1:m	550145
ENSMUSG00000031957	ENSDARG00000090428	1:m	
ENSMUSG00000031955	ENSDARG00000056525	1:1	843241
ENSMUSG00000031954	ENSDARG00000095086	1:1	495505
ENSMUSG00000031953	ENSDARG00000056628	1:1	810994
ENSMUSG00000031952	ENSDARG00000061357	1:1	500234
ENSMUSG00000031951	ENSDARG00000042272	1:1	516846
ENSMUSG00000031950	ENSDARG00000027200	1:1	
ENSMUSG00000031949	ENSDARG00000061348	1:1	809886
ENSMUSG00000031948	ENSDARG00000103799	1:1	826483
ENSMUSG00000078908	ENSDARG00000077434	1:m	530410
ENSMUSG00000078908	ENSDARG00000035686	1:m	
ENSMUSG00000053399	ENSDARG00000001999	1:1	548604
ENSMUSG00000031767	ENSDARG00000070387	1:1	763055
ENSMUSG00000046844	ENSDARG00000101280	1:1	786350
ENSMUSG00000008874	ENSDARG00000104788	1:1	548533
ENSMUSG00000004637	ENSDARG00000007614	1:1	508650
ENSMUSG00000055435	ENSDARG00000076520	1:1	741276
ENSMUSG00000034467	ENSDARG00000089952	1:1	743962
ENSMUSG00000014633	ENSDARG00000043635	1:1	836825
ENSMUSG00000031756	ENSDARG00000043640	1:1	833251
ENSMUSG00000047388	ENSDARG00000068601	1:1	811024
ENSMUSG00000034424	ENSDARG00000091655	1:m	848505
ENSMUSG00000034424	ENSDARG00000105187	1:m	
ENSMUSG00000031845	ENSDARG00000103659	1:m	
ENSMUSG00000031845	ENSDARG00000104256	1:m	801200
ENSMUSG00000052557	ENSDARG00000100875	1:1	267645
ENSMUSG00000034390	ENSDARG00000062933	1:1	856075
ENSMUSG00000034330	ENSDARG00000068763	1:1	767398
ENSMUSG00000034308	ENSDARG00000098838	1:1	547435
ENSMUSG00000031844	ENSDARG00000045553	1:1	508764
ENSMUSG00000031843	ENSDARG00000093007	1:1	816068
ENSMUSG00000031841	ENSDARG00000014215	1:1	550569
ENSMUSG00000031839	ENSDARG00000041921	1:m	497806
ENSMUSG00000031839	ENSDARG00000069425	1:m	
ENSMUSG00000074064	ENSDARG00000104732	1:1	809634
ENSMUSG00000031837	ENSDARG00000056745	1:1	826070
ENSMUSG00000034224	ENSDARG00000009482	1:m	
ENSMUSG00000034224	ENSDARG00000054196	1:m	550724
ENSMUSG00000031835	ENSDARG00000014634	1:1	854380
ENSMUSG00000034189	ENSDARG00000041736	1:1	
ENSMUSG00000024266	ENSDARG00000105626	1:1	809888
ENSMUSG00000023336	ENSDARG00000058003	1:1	
ENSMUSG00000034105	ENSDARG00000062951	1:1	756231
ENSMUSG00000031827	ENSDARG00000026829	1:1	789813
ENSMUSG00000031828	ENSDARG00000030251	1:1	552374
ENSMUSG00000031826	ENSDARG00000103422	1:1	267031
ENSMUSG00000092329	ENSDARG00000003829	n:1	
ENSMUSG00000031825	ENSDARG00000088595	1:1	807649
ENSMUSG00000031823	ENSDARG00000019484	1:1	514640
ENSMUSG00000031824	ENSDARG00000041599	1:1	794971
ENSMUSG00000031822	ENSDARG00000062020	1:1	555830
ENSMUSG00000031821	ENSDARG00000002304	1:1	530792
ENSMUSG00000031819	ENSDARG00000017093	1:1	853724
ENSMUSG00000031818	ENSDARG00000032970	1:1	794975
ENSMUSG00000041515	ENSDARG00000056407	1:1	774537
ENSMUSG00000042812	ENSDARG00000015399	1:1	785651
ENSMUSG00000031816	ENSDARG00000062042	1:1	837185
ENSMUSG00000052934	ENSDARG00000062195	1:1	796807
ENSMUSG00000031812	ENSDARG00000101127	1:1	864375
ENSMUSG00000061410	ENSDARG00000101242	1:1	822612
ENSMUSG00000025318	ENSDARG00000102204	1:1	552790
ENSMUSG00000040263	ENSDARG00000100206	1:1	547169
ENSMUSG00000040010	ENSDARG00000099265	1:1	756787
ENSMUSG00000025316	ENSDARG00000017562	1:1	259698
ENSMUSG00000049577	ENSDARG00000041572	1:1	802327
ENSMUSG00000017478	ENSDARG00000062506	1:1	549004
ENSMUSG00000006519	ENSDARG00000018283	1:1	497575
ENSMUSG00000006517	ENSDARG00000099336	1:1	841839
ENSMUSG00000014470	ENSDARG00000089538	1:1	787933
ENSMUSG00000049482	ENSDARG00000051851	1:1	496257
ENSMUSG00000014444	ENSDARG00000076870	1:1	842978
ENSMUSG00000006589	ENSDARG00000003519	1:1	859792
ENSMUSG00000015027	ENSDARG00000051853	1:1	748756
ENSMUSG00000015013	ENSDARG00000100109	1:1	836577
ENSMUSG00000006362	ENSDARG00000079012	1:1	845859
ENSMUSG00000015016	ENSDARG00000059503	1:1	547553
ENSMUSG00000031962	ENSDARG00000068191	1:1	556561
ENSMUSG00000035569	ENSDARG00000051886	1:1	266002
ENSMUSG00000000738	ENSDARG00000068187	1:1	848782
ENSMUSG00000000740	ENSDARG00000099380	1:1	822574
ENSMUSG00000034796	ENSDARG00000102584	1:1	496866
ENSMUSG00000000739	ENSDARG00000007769	1:1	787080
ENSMUSG00000019278	ENSDARG00000068181	1:1	733604
ENSMUSG00000000743	ENSDARG00000102643	1:1	775718
ENSMUSG00000033862	ENSDARG00000034256	1:1	547161
ENSMUSG00000001062	ENSDARG00000019195	1:1	802965
ENSMUSG00000032815	ENSDARG00000098241	1:1	800017
ENSMUSG00000010154	ENSDARG00000003084	1:1	812610
ENSMUSG00000001472	ENSDARG00000040861	1:1	529693
ENSMUSG00000074037	ENSDARG00000020237	1:1	798165
ENSMUSG00000001482	ENSDARG00000068208	1:1	530147
ENSMUSG00000031967	ENSDARG00000079651	1:1	848778
ENSMUSG00000040220	ENSDARG00000101431	1:1	834660
ENSMUSG00000039960	ENSDARG00000019709	1:1	522150
ENSMUSG00000019478	ENSDARG00000019144	1:1	522176
ENSMUSG00000031971	ENSDARG00000040085	1:1	776362
ENSMUSG00000031972	ENSDARG00000045180	n:m	
ENSMUSG00000031972	ENSDARG00000055618	n:m	784111
ENSMUSG00000031972	ENSDARG00000076126	n:m	
ENSMUSG00000031972	ENSDARG00000036371	n:m	
ENSMUSG00000031972	ENSDARG00000057911	n:m	
ENSMUSG00000031972	ENSDARG00000042535	n:m	
ENSMUSG00000039509	ENSDARG00000010078	1:1	795540
ENSMUSG00000031974	ENSDARG00000061591	1:1	546891
ENSMUSG00000038697	ENSDARG00000025808	1:1	552126
ENSMUSG00000031976	ENSDARG00000003217	1:1	543627
ENSMUSG00000089704	ENSDARG00000003829	n:1	677261
ENSMUSG00000050751	ENSDARG00000011042	1:1	728624
ENSMUSG00000031979	ENSDARG00000004037	1:1	813142
ENSMUSG00000031980	ENSDARG00000016412	1:1	842383
ENSMUSG00000031981	ENSDARG00000012341	1:1	530163
ENSMUSG00000031983	ENSDARG00000043842	1:1	826937
ENSMUSG00000037300	ENSDARG00000063242	1:1	828049
ENSMUSG00000031982	ENSDARG00000074757	1:1	828091
ENSMUSG00000043068	ENSDARG00000079979	1:1	745982
ENSMUSG00000036913	ENSDARG00000108787	1:1	825482
ENSMUSG00000031985	ENSDARG00000074401	1:1	860232
ENSMUSG00000074030	ENSDARG00000063211	1:1	851694
ENSMUSG00000031987	ENSDARG00000004632	1:m	
ENSMUSG00000031987	ENSDARG00000038996	1:m	860401
ENSMUSG00000056820	ENSDARG00000038995	1:1	848594
ENSMUSG00000001995	ENSDARG00000061640	1:1	266096
ENSMUSG00000031851	ENSDARG00000021853	1:1	822625
ENSMUSG00000031853	ENSDARG00000079473	1:1	834013
ENSMUSG00000033998	ENSDARG00000017254	1:1	749660
ENSMUSG00000057060	ENSDARG00000059850	1:1	856993
ENSMUSG00000051671	ENSDARG00000092677	1:1	751389
ENSMUSG00000090290	ENSDARG00000079055	1:1	498813
ENSMUSG00000051495	ENSDARG00000098635	1:1	824767
ENSMUSG00000093904	ENSDARG00000103566	1:m	
ENSMUSG00000093904	ENSDARG00000103163	1:m	
ENSMUSG00000033931	ENSDARG00000101877	1:1	
ENSMUSG00000025812	ENSDARG00000010583	1:1	549241
ENSMUSG00000025810	ENSDARG00000102153	1:1	783152
ENSMUSG00000025809	ENSDARG00000071863	1:1	775849
ENSMUSG00000071302	ENSDARG00000097551	n:m	
ENSMUSG00000071302	ENSDARG00000095708	n:m	
ENSMUSG00000071302	ENSDARG00000099718	n:m	
ENSMUSG00000071302	ENSDARG00000076134	n:m	
