rat_ID	rat_bis_ID	orthotype	OMAgroup
ENSRNOG00000053260	ENSRNOG00000053260	1:1	
ENSRNOG00000032004	ENSRNOG00000032004	1:1	
ENSRNOG00000015078	ENSRNOG00000015078	1:1	
ENSRNOG00000045838	ENSRNOG00000045838	1:1	
ENSRNOG00000009450	ENSRNOG00000009450	1:1	
ENSRNOG00000019766	ENSRNOG00000019766	1:1	
ENSRNOG00000011992	ENSRNOG00000011992	1:1	
ENSRNOG00000008169	ENSRNOG00000008169	1:1	
ENSRNOG00000012790	ENSRNOG00000012790	1:1	
ENSRNOG00000015692	ENSRNOG00000015692	1:1	
ENSRNOG00000012702	ENSRNOG00000012702	1:1	
ENSRNOG00000006237	ENSRNOG00000006237	1:1	
ENSRNOG00000018396	ENSRNOG00000018396	1:1	
ENSRNOG00000001794	ENSRNOG00000001794	1:1	
ENSRNOG00000003965	ENSRNOG00000003965	1:1	
ENSRNOG00000012789	ENSRNOG00000012789	1:1	
ENSRNOG00000012789	ENSRNOG00000012789	1:1	
ENSRNOG00000004682	ENSRNOG00000004682	1:1	
ENSRNOG00000002418	ENSRNOG00000002418	1:1	
ENSRNOG00000020045	ENSRNOG00000020045	1:1	
ENSRNOG00000001527	ENSRNOG00000001527	1:1	
ENSRNOG00000049515	ENSRNOG00000049515	1:1	
ENSRNOG00000009726	ENSRNOG00000009726	1:1	
ENSRNOG00000016584	ENSRNOG00000016584	1:1	
ENSRNOG00000002723	ENSRNOG00000002723	1:1	
ENSRNOG00000012337	ENSRNOG00000012337	1:1	
ENSRNOG00000054957	ENSRNOG00000054957	1:1	
ENSRNOG00000001813	ENSRNOG00000001813	1:1	
ENSRNOG00000018378	ENSRNOG00000018378	1:1	
ENSRNOG00000003946	ENSRNOG00000003946	1:1	
ENSRNOG00000006874	ENSRNOG00000006874	1:1	
ENSRNOG00000003298	ENSRNOG00000003298	1:1	
ENSRNOG00000004621	ENSRNOG00000004621	1:1	
ENSRNOG00000018205	ENSRNOG00000018205	1:1	
ENSRNOG00000011791	ENSRNOG00000011791	1:1	
ENSRNOG00000000774	ENSRNOG00000000774	1:1	
ENSRNOG00000050595	ENSRNOG00000050595	1:1	
ENSRNOG00000028043	ENSRNOG00000028043	1:1	
ENSRNOG00000028043	ENSRNOG00000028043	1:1	
ENSRNOG00000057626	ENSRNOG00000057626	1:1	
ENSRNOG00000015049	ENSRNOG00000015049	1:1	
ENSRNOG00000023753	ENSRNOG00000023753	1:1	
ENSRNOG00000061304	ENSRNOG00000061304	1:1	
ENSRNOG00000000774	ENSRNOG00000000774	1:1	
ENSRNOG00000016483	ENSRNOG00000016483	1:1	
ENSRNOG00000030515	ENSRNOG00000030515	1:1	
ENSRNOG00000058626	ENSRNOG00000058626	1:1	
ENSRNOG00000020985	ENSRNOG00000020985	1:1	
ENSRNOG00000004162	ENSRNOG00000004162	1:1	
ENSRNOG00000018557	ENSRNOG00000018557	1:1	
ENSRNOG00000019728	ENSRNOG00000019728	1:1	
ENSRNOG00000015707	ENSRNOG00000015707	1:1	
ENSRNOG00000018382	ENSRNOG00000018382	1:1	
ENSRNOG00000061182	ENSRNOG00000061182	1:1	
ENSRNOG00000048635	ENSRNOG00000048635	1:1	
ENSRNOG00000006878	ENSRNOG00000006878	1:1	
ENSRNOG00000005206	ENSRNOG00000005206	1:1	
ENSRNOG00000015696	ENSRNOG00000015696	1:1	
ENSRNOG00000029212	ENSRNOG00000029212	1:1	
ENSRNOG00000033220	ENSRNOG00000033220	1:1	
ENSRNOG00000016196	ENSRNOG00000016196	1:1	
ENSRNOG00000019550	ENSRNOG00000019550	1:1	
ENSRNOG00000019306	ENSRNOG00000019306	1:1	
ENSRNOG00000007030	ENSRNOG00000007030	1:1	
ENSRNOG00000009336	ENSRNOG00000009336	1:1	
ENSRNOG00000004162	ENSRNOG00000004162	1:1	
ENSRNOG00000016163	ENSRNOG00000016163	1:1	
ENSRNOG00000057702	ENSRNOG00000057702	1:1	
ENSRNOG00000014615	ENSRNOG00000014615	1:1	
ENSRNOG00000013339	ENSRNOG00000013339	1:1	
ENSRNOG00000018101	ENSRNOG00000018101	1:1	
ENSRNOG00000007310	ENSRNOG00000007310	1:1	
ENSRNOG00000002373	ENSRNOG00000002373	1:1	
ENSRNOG00000012644	ENSRNOG00000012644	1:1	
ENSRNOG00000027139	ENSRNOG00000027139	1:1	
ENSRNOG00000005890	ENSRNOG00000005890	1:1	
ENSRNOG00000008552	ENSRNOG00000008552	1:1	
ENSRNOG00000059765	ENSRNOG00000059765	1:1	
ENSRNOG00000057848	ENSRNOG00000057848	1:1	
ENSRNOG00000061153	ENSRNOG00000061153	1:1	
ENSRNOG00000011921	ENSRNOG00000011921	1:1	
ENSRNOG00000012944	ENSRNOG00000012944	1:1	
ENSRNOG00000053772	ENSRNOG00000053772	1:1	
ENSRNOG00000060749	ENSRNOG00000060749	1:1	
ENSRNOG00000002074	ENSRNOG00000002074	1:1	
ENSRNOG00000060112	ENSRNOG00000060112	1:1	
ENSRNOG00000053725	ENSRNOG00000053725	1:1	
ENSRNOG00000013930	ENSRNOG00000013930	1:1	
ENSRNOG00000012619	ENSRNOG00000012619	1:1	
ENSRNOG00000017881	ENSRNOG00000017881	1:1	
ENSRNOG00000004898	ENSRNOG00000004898	1:1	
ENSRNOG00000005386	ENSRNOG00000005386	1:1	
ENSRNOG00000003288	ENSRNOG00000003288	1:1	
ENSRNOG00000056098	ENSRNOG00000056098	1:1	
ENSRNOG00000005788	ENSRNOG00000005788	1:1	
ENSRNOG00000018992	ENSRNOG00000018992	1:1	
ENSRNOG00000015072	ENSRNOG00000015072	1:1	
ENSRNOG00000047714	ENSRNOG00000047714	1:1	
ENSRNOG00000005715	ENSRNOG00000005715	1:1	
ENSRNOG00000017770	ENSRNOG00000017770	1:1	
ENSRNOG00000048021	ENSRNOG00000048021	1:1	
ENSRNOG00000016940	ENSRNOG00000016940	1:1	
ENSRNOG00000048949	ENSRNOG00000048949	1:1	
ENSRNOG00000011154	ENSRNOG00000011154	1:1	
ENSRNOG00000001469	ENSRNOG00000001469	1:1	
ENSRNOG00000010830	ENSRNOG00000010830	1:1	
ENSRNOG00000021177	ENSRNOG00000021177	1:1	
ENSRNOG00000015278	ENSRNOG00000015278	1:1	
ENSRNOG00000003897	ENSRNOG00000003897	1:1	
ENSRNOG00000006961	ENSRNOG00000006961	1:1	
ENSRNOG00000008063	ENSRNOG00000008063	1:1	
ENSRNOG00000052968	ENSRNOG00000052968	1:1	
ENSRNOG00000008981	ENSRNOG00000008981	1:1	
ENSRNOG00000047179	ENSRNOG00000047179	1:1	
ENSRNOG00000018237	ENSRNOG00000018237	1:1	
ENSRNOG00000020301	ENSRNOG00000020301	1:1	
ENSRNOG00000046476	ENSRNOG00000046476	1:1	
ENSRNOG00000011572	ENSRNOG00000011572	1:1	
ENSRNOG00000042426	ENSRNOG00000042426	1:1	
ENSRNOG00000008825	ENSRNOG00000008825	1:1	
ENSRNOG00000017354	ENSRNOG00000017354	1:1	
ENSRNOG00000017445	ENSRNOG00000017445	1:1	
ENSRNOG00000058461	ENSRNOG00000058461	1:1	
ENSRNOG00000005332	ENSRNOG00000005332	1:1	
ENSRNOG00000021638	ENSRNOG00000021638	1:1	
ENSRNOG00000013005	ENSRNOG00000013005	1:1	
ENSRNOG00000008222	ENSRNOG00000008222	1:1	
ENSRNOG00000004577	ENSRNOG00000004577	1:1	
ENSRNOG00000012471	ENSRNOG00000012471	1:1	
ENSRNOG00000049695	ENSRNOG00000049695	1:1	
ENSRNOG00000016733	ENSRNOG00000016733	1:1	
ENSRNOG00000029212	ENSRNOG00000029212	1:1	
ENSRNOG00000001229	ENSRNOG00000001229	1:1	
ENSRNOG00000005707	ENSRNOG00000005707	1:1	
ENSRNOG00000009313	ENSRNOG00000009313	1:1	
ENSRNOG00000000457	ENSRNOG00000000457	1:1	
ENSRNOG00000009935	ENSRNOG00000009935	1:1	
ENSRNOG00000004146	ENSRNOG00000004146	1:1	
ENSRNOG00000011841	ENSRNOG00000011841	1:1	
ENSRNOG00000010633	ENSRNOG00000010633	1:1	
ENSRNOG00000010760	ENSRNOG00000010760	1:1	
ENSRNOG00000047393	ENSRNOG00000047393	1:1	
ENSRNOG00000000579	ENSRNOG00000000579	1:1	
ENSRNOG00000000841	ENSRNOG00000000841	1:1	
ENSRNOG00000007316	ENSRNOG00000007316	1:1	
ENSRNOG00000054257	ENSRNOG00000054257	1:1	
ENSRNOG00000019959	ENSRNOG00000019959	1:1	
ENSRNOG00000039980	ENSRNOG00000039980	1:1	
ENSRNOG00000016566	ENSRNOG00000016566	1:1	
ENSRNOG00000034190	ENSRNOG00000034190	1:1	
ENSRNOG00000000648	ENSRNOG00000000648	1:1	
ENSRNOG00000016467	ENSRNOG00000016467	1:1	
ENSRNOG00000018510	ENSRNOG00000018510	1:1	
ENSRNOG00000017964	ENSRNOG00000017964	1:1	
ENSRNOG00000039544	ENSRNOG00000039544	1:1	
ENSRNOG00000014385	ENSRNOG00000014385	1:1	
ENSRNOG00000009897	ENSRNOG00000009897	1:1	
ENSRNOG00000015768	ENSRNOG00000015768	1:1	
ENSRNOG00000059605	ENSRNOG00000059605	1:1	
ENSRNOG00000014477	ENSRNOG00000014477	1:1	
ENSRNOG00000014459	ENSRNOG00000014459	1:1	
ENSRNOG00000031993	ENSRNOG00000031993	1:1	
ENSRNOG00000055596	ENSRNOG00000055596	1:1	
ENSRNOG00000010953	ENSRNOG00000010953	1:1	
ENSRNOG00000013382	ENSRNOG00000013382	1:1	
ENSRNOG00000009730	ENSRNOG00000009730	1:1	
ENSRNOG00000005519	ENSRNOG00000005519	1:1	
ENSRNOG00000005542	ENSRNOG00000005542	1:1	
ENSRNOG00000017556	ENSRNOG00000017556	1:1	
ENSRNOG00000029893	ENSRNOG00000029893	1:1	
ENSRNOG00000001448	ENSRNOG00000001448	1:1	
ENSRNOG00000007518	ENSRNOG00000007518	1:1	
ENSRNOG00000015667	ENSRNOG00000015667	1:1	
ENSRNOG00000013717	ENSRNOG00000013717	1:1	
ENSRNOG00000008478	ENSRNOG00000008478	1:1	
ENSRNOG00000010218	ENSRNOG00000010218	1:1	
ENSRNOG00000042833	ENSRNOG00000042833	1:1	
ENSRNOG00000014751	ENSRNOG00000014751	1:1	
ENSRNOG00000058681	ENSRNOG00000058681	1:1	
ENSRNOG00000010134	ENSRNOG00000010134	1:1	
ENSRNOG00000000777	ENSRNOG00000000777	1:1	
ENSRNOG00000000777	ENSRNOG00000000777	1:1	
ENSRNOG00000006197	ENSRNOG00000006197	1:1	
ENSRNOG00000009946	ENSRNOG00000009946	1:1	
ENSRNOG00000002549	ENSRNOG00000002549	1:1	
ENSRNOG00000009118	ENSRNOG00000009118	1:1	
ENSRNOG00000060687	ENSRNOG00000060687	1:1	
ENSRNOG00000005268	ENSRNOG00000005268	1:1	
ENSRNOG00000004555	ENSRNOG00000004555	1:1	
ENSRNOG00000003522	ENSRNOG00000003522	1:1	
ENSRNOG00000008553	ENSRNOG00000008553	1:1	
ENSRNOG00000037188	ENSRNOG00000037188	1:1	
ENSRNOG00000012791	ENSRNOG00000012791	1:1	
ENSRNOG00000024785	ENSRNOG00000024785	1:1	
ENSRNOG00000023664	ENSRNOG00000023664	1:1	
ENSRNOG00000029543	ENSRNOG00000029543	1:1	
ENSRNOG00000001949	ENSRNOG00000001949	1:1	
ENSRNOG00000061304	ENSRNOG00000061304	1:1	
ENSRNOG00000030524	ENSRNOG00000030524	1:1	
ENSRNOG00000018413	ENSRNOG00000018413	1:1	
ENSRNOG00000007905	ENSRNOG00000007905	1:1	
ENSRNOG00000018757	ENSRNOG00000018757	1:1	
ENSRNOG00000005971	ENSRNOG00000005971	1:1	
ENSRNOG00000018645	ENSRNOG00000018645	1:1	
ENSRNOG00000014316	ENSRNOG00000014316	1:1	
ENSRNOG00000009652	ENSRNOG00000009652	1:1	
ENSRNOG00000052486	ENSRNOG00000052486	1:1	
ENSRNOG00000030879	ENSRNOG00000030879	1:1	
ENSRNOG00000029286	ENSRNOG00000029286	1:1	
ENSRNOG00000048402	ENSRNOG00000048402	1:1	
ENSRNOG00000042556	ENSRNOG00000042556	1:1	
ENSRNOG00000033815	ENSRNOG00000033815	1:1	
ENSRNOG00000058590	ENSRNOG00000058590	1:1	
ENSRNOG00000062090	ENSRNOG00000062090	1:1	
ENSRNOG00000002767	ENSRNOG00000002767	1:1	
ENSRNOG00000060412	ENSRNOG00000060412	1:1	
ENSRNOG00000012955	ENSRNOG00000012955	1:1	
ENSRNOG00000060530	ENSRNOG00000060530	1:1	
ENSRNOG00000004898	ENSRNOG00000004898	1:1	
ENSRNOG00000022980	ENSRNOG00000022980	1:1	
ENSRNOG00000014328	ENSRNOG00000014328	1:1	
ENSRNOG00000020075	ENSRNOG00000020075	1:1	
ENSRNOG00000020246	ENSRNOG00000020246	1:1	
ENSRNOG00000042333	ENSRNOG00000042333	1:1	
ENSRNOG00000004245	ENSRNOG00000004245	1:1	
ENSRNOG00000032134	ENSRNOG00000032134	1:1	
ENSRNOG00000031840	ENSRNOG00000031840	1:1	
ENSRNOG00000011949	ENSRNOG00000011949	1:1	
ENSRNOG00000001273	ENSRNOG00000001273	1:1	
ENSRNOG00000046227	ENSRNOG00000046227	1:1	
ENSRNOG00000000488	ENSRNOG00000000488	1:1	
ENSRNOG00000033765	ENSRNOG00000033765	1:1	
ENSRNOG00000008329	ENSRNOG00000008329	1:1	
ENSRNOG00000036971	ENSRNOG00000036971	1:1	
ENSRNOG00000058249	ENSRNOG00000058249	1:1	
ENSRNOG00000020636	ENSRNOG00000020636	1:1	
ENSRNOG00000017460	ENSRNOG00000017460	1:1	
ENSRNOG00000061684	ENSRNOG00000061684	1:1	
ENSRNOG00000003881	ENSRNOG00000003881	1:1	
ENSRNOG00000009080	ENSRNOG00000009080	1:1	
ENSRNOG00000017446	ENSRNOG00000017446	1:1	
ENSRNOG00000000610	ENSRNOG00000000610	1:1	
ENSRNOG00000047185	ENSRNOG00000047185	1:1	
ENSRNOG00000014070	ENSRNOG00000014070	1:1	
ENSRNOG00000050828	ENSRNOG00000050828	1:1	
ENSRNOG00000026963	ENSRNOG00000026963	1:1	
ENSRNOG00000001068	ENSRNOG00000001068	1:1	
ENSRNOG00000058914	ENSRNOG00000058914	1:1	
ENSRNOG00000002722	ENSRNOG00000002722	1:1	
ENSRNOG00000008301	ENSRNOG00000008301	1:1	
ENSRNOG00000016984	ENSRNOG00000016984	1:1	
ENSRNOG00000009982	ENSRNOG00000009982	1:1	
ENSRNOG00000018457	ENSRNOG00000018457	1:1	
ENSRNOG00000046996	ENSRNOG00000046996	1:1	
ENSRNOG00000016561	ENSRNOG00000016561	1:1	
ENSRNOG00000031789	ENSRNOG00000031789	1:1	
ENSRNOG00000028717	ENSRNOG00000028717	1:1	
ENSRNOG00000030520	ENSRNOG00000030520	1:1	
ENSRNOG00000001747	ENSRNOG00000001747	1:1	
ENSRNOG00000015974	ENSRNOG00000015974	1:1	
ENSRNOG00000007091	ENSRNOG00000007091	1:1	
ENSRNOG00000055450	ENSRNOG00000055450	1:1	
ENSRNOG00000010523	ENSRNOG00000010523	1:1	
ENSRNOG00000004904	ENSRNOG00000004904	1:1	
ENSRNOG00000012157	ENSRNOG00000012157	1:1	
ENSRNOG00000018767	ENSRNOG00000018767	1:1	
ENSRNOG00000012053	ENSRNOG00000012053	1:1	
ENSRNOG00000017851	ENSRNOG00000017851	1:1	
ENSRNOG00000017158	ENSRNOG00000017158	1:1	
ENSRNOG00000023095	ENSRNOG00000023095	1:1	
ENSRNOG00000014568	ENSRNOG00000014568	1:1	
ENSRNOG00000017405	ENSRNOG00000017405	1:1	
ENSRNOG00000009155	ENSRNOG00000009155	1:1	
ENSRNOG00000017235	ENSRNOG00000017235	1:1	
ENSRNOG00000020659	ENSRNOG00000020659	1:1	
ENSRNOG00000006102	ENSRNOG00000006102	1:1	
ENSRNOG00000003592	ENSRNOG00000003592	1:1	
ENSRNOG00000021882	ENSRNOG00000021882	1:1	
ENSRNOG00000002125	ENSRNOG00000002125	1:1	
ENSRNOG00000013360	ENSRNOG00000013360	1:1	
ENSRNOG00000014272	ENSRNOG00000014272	1:1	
ENSRNOG00000004143	ENSRNOG00000004143	1:1	
ENSRNOG00000021132	ENSRNOG00000021132	1:1	
ENSRNOG00000006247	ENSRNOG00000006247	1:1	
ENSRNOG00000018761	ENSRNOG00000018761	1:1	
ENSRNOG00000030124	ENSRNOG00000030124	1:1	
ENSRNOG00000011952	ENSRNOG00000011952	1:1	
ENSRNOG00000020619	ENSRNOG00000020619	1:1	
ENSRNOG00000017758	ENSRNOG00000017758	1:1	
ENSRNOG00000017996	ENSRNOG00000017996	1:1	
ENSRNOG00000016001	ENSRNOG00000016001	1:1	
ENSRNOG00000017983	ENSRNOG00000017983	1:1	
ENSRNOG00000017144	ENSRNOG00000017144	1:1	
ENSRNOG00000017952	ENSRNOG00000017952	1:1	
ENSRNOG00000019357	ENSRNOG00000019357	1:1	
ENSRNOG00000039496	ENSRNOG00000039496	1:1	
ENSRNOG00000018404	ENSRNOG00000018404	1:1	
ENSRNOG00000006019	ENSRNOG00000006019	1:1	
ENSRNOG00000018181	ENSRNOG00000018181	1:1	
ENSRNOG00000031041	ENSRNOG00000031041	1:1	
ENSRNOG00000058476	ENSRNOG00000058476	1:1	
ENSRNOG00000060530	ENSRNOG00000060530	1:1	
ENSRNOG00000009470	ENSRNOG00000009470	1:1	
ENSRNOG00000022153	ENSRNOG00000022153	1:1	
ENSRNOG00000013949	ENSRNOG00000013949	1:1	
ENSRNOG00000016067	ENSRNOG00000016067	1:1	
ENSRNOG00000007280	ENSRNOG00000007280	1:1	
ENSRNOG00000036691	ENSRNOG00000036691	1:1	
ENSRNOG00000055925	ENSRNOG00000055925	1:1	
ENSRNOG00000008079	ENSRNOG00000008079	1:1	
ENSRNOG00000015153	ENSRNOG00000015153	1:1	
ENSRNOG00000015144	ENSRNOG00000015144	1:1	
ENSRNOG00000030790	ENSRNOG00000030790	1:1	
ENSRNOG00000025053	ENSRNOG00000025053	1:1	
ENSRNOG00000001316	ENSRNOG00000001316	1:1	
ENSRNOG00000017516	ENSRNOG00000017516	1:1	
ENSRNOG00000014291	ENSRNOG00000014291	1:1	
ENSRNOG00000016021	ENSRNOG00000016021	1:1	
ENSRNOG00000000812	ENSRNOG00000000812	1:1	
ENSRNOG00000016459	ENSRNOG00000016459	1:1	
ENSRNOG00000009243	ENSRNOG00000009243	1:1	
ENSRNOG00000003463	ENSRNOG00000003463	1:1	
ENSRNOG00000019244	ENSRNOG00000019244	1:1	
ENSRNOG00000008746	ENSRNOG00000008746	1:1	
ENSRNOG00000020358	ENSRNOG00000020358	1:1	
ENSRNOG00000016800	ENSRNOG00000016800	1:1	
ENSRNOG00000017941	ENSRNOG00000017941	1:1	
ENSRNOG00000013343	ENSRNOG00000013343	1:1	
ENSRNOG00000038355	ENSRNOG00000038355	1:1	
ENSRNOG00000001501	ENSRNOG00000001501	1:1	
ENSRNOG00000020615	ENSRNOG00000020615	1:1	
ENSRNOG00000015941	ENSRNOG00000015941	1:1	
ENSRNOG00000027295	ENSRNOG00000027295	1:1	
ENSRNOG00000046109	ENSRNOG00000046109	1:1	
ENSRNOG00000003343	ENSRNOG00000003343	1:1	
ENSRNOG00000001070	ENSRNOG00000001070	1:1	
ENSRNOG00000003625	ENSRNOG00000003625	1:1	
ENSRNOG00000010984	ENSRNOG00000010984	1:1	
ENSRNOG00000039876	ENSRNOG00000039876	1:1	
ENSRNOG00000042449	ENSRNOG00000042449	1:1	
ENSRNOG00000024186	ENSRNOG00000024186	1:1	
ENSRNOG00000053814	ENSRNOG00000053814	1:1	
ENSRNOG00000053450	ENSRNOG00000053450	1:1	
ENSRNOG00000015953	ENSRNOG00000015953	1:1	
ENSRNOG00000025040	ENSRNOG00000025040	1:1	
ENSRNOG00000012410	ENSRNOG00000012410	1:1	
ENSRNOG00000017949	ENSRNOG00000017949	1:1	
ENSRNOG00000001816	ENSRNOG00000001816	1:1	
ENSRNOG00000001229	ENSRNOG00000001229	1:1	
ENSRNOG00000013668	ENSRNOG00000013668	1:1	
ENSRNOG00000049983	ENSRNOG00000049983	1:1	
ENSRNOG00000013201	ENSRNOG00000013201	1:1	
ENSRNOG00000016740	ENSRNOG00000016740	1:1	
ENSRNOG00000028103	ENSRNOG00000028103	1:1	
ENSRNOG00000019891	ENSRNOG00000019891	1:1	
ENSRNOG00000060538	ENSRNOG00000060538	1:1	
ENSRNOG00000008214	ENSRNOG00000008214	1:1	
ENSRNOG00000007587	ENSRNOG00000007587	1:1	
ENSRNOG00000017907	ENSRNOG00000017907	1:1	
ENSRNOG00000019381	ENSRNOG00000019381	1:1	
ENSRNOG00000020271	ENSRNOG00000020271	1:1	
ENSRNOG00000049785	ENSRNOG00000049785	1:1	
ENSRNOG00000003686	ENSRNOG00000003686	1:1	
ENSRNOG00000001192	ENSRNOG00000001192	1:1	
ENSRNOG00000015845	ENSRNOG00000015845	1:1	
ENSRNOG00000045892	ENSRNOG00000045892	1:1	
ENSRNOG00000015131	ENSRNOG00000015131	1:1	
ENSRNOG00000011984	ENSRNOG00000011984	1:1	
ENSRNOG00000013039	ENSRNOG00000013039	1:1	
ENSRNOG00000008733	ENSRNOG00000008733	1:1	
ENSRNOG00000060293	ENSRNOG00000060293	1:1	
ENSRNOG00000019097	ENSRNOG00000019097	1:1	
ENSRNOG00000010370	ENSRNOG00000010370	1:1	
ENSRNOG00000006646	ENSRNOG00000006646	1:1	
ENSRNOG00000023972	ENSRNOG00000023972	1:1	
ENSRNOG00000007281	ENSRNOG00000007281	1:1	
ENSRNOG00000018415	ENSRNOG00000018415	1:1	
ENSRNOG00000006985	ENSRNOG00000006985	1:1	
ENSRNOG00000002999	ENSRNOG00000002999	1:1	
ENSRNOG00000050949	ENSRNOG00000050949	1:1	
ENSRNOG00000008452	ENSRNOG00000008452	1:1	
ENSRNOG00000004420	ENSRNOG00000004420	1:1	
ENSRNOG00000013928	ENSRNOG00000013928	1:1	
ENSRNOG00000049497	ENSRNOG00000049497	1:1	
ENSRNOG00000039528	ENSRNOG00000039528	1:1	
ENSRNOG00000004014	ENSRNOG00000004014	1:1	
ENSRNOG00000019555	ENSRNOG00000019555	1:1	
ENSRNOG00000018610	ENSRNOG00000018610	1:1	
ENSRNOG00000017172	ENSRNOG00000017172	1:1	
ENSRNOG00000026905	ENSRNOG00000026905	1:1	
ENSRNOG00000031368	ENSRNOG00000031368	1:1	
ENSRNOG00000049686	ENSRNOG00000049686	1:1	
ENSRNOG00000028674	ENSRNOG00000028674	1:1	
ENSRNOG00000006345	ENSRNOG00000006345	1:1	
ENSRNOG00000002749	ENSRNOG00000002749	1:1	
ENSRNOG00000021440	ENSRNOG00000021440	1:1	
ENSRNOG00000008090	ENSRNOG00000008090	1:1	
ENSRNOG00000018859	ENSRNOG00000018859	1:1	
ENSRNOG00000047708	ENSRNOG00000047708	1:1	
ENSRNOG00000019229	ENSRNOG00000019229	1:1	
ENSRNOG00000014575	ENSRNOG00000014575	1:1	
ENSRNOG00000060538	ENSRNOG00000060538	1:1	
ENSRNOG00000014051	ENSRNOG00000014051	1:1	
ENSRNOG00000054118	ENSRNOG00000054118	1:1	
ENSRNOG00000015295	ENSRNOG00000015295	1:1	
ENSRNOG00000017728	ENSRNOG00000017728	1:1	
ENSRNOG00000000852	ENSRNOG00000000852	1:1	
ENSRNOG00000008374	ENSRNOG00000008374	1:1	
ENSRNOG00000058914	ENSRNOG00000058914	1:1	
ENSRNOG00000001825	ENSRNOG00000001825	1:1	
ENSRNOG00000055082	ENSRNOG00000055082	1:1	
ENSRNOG00000016619	ENSRNOG00000016619	1:1	
ENSRNOG00000020424	ENSRNOG00000020424	1:1	
ENSRNOG00000010133	ENSRNOG00000010133	1:1	
ENSRNOG00000046333	ENSRNOG00000046333	1:1	
ENSRNOG00000001476	ENSRNOG00000001476	1:1	
ENSRNOG00000025079	ENSRNOG00000025079	1:1	
ENSRNOG00000019768	ENSRNOG00000019768	1:1	
ENSRNOG00000016137	ENSRNOG00000016137	1:1	
ENSRNOG00000019799	ENSRNOG00000019799	1:1	
ENSRNOG00000017977	ENSRNOG00000017977	1:1	
ENSRNOG00000014072	ENSRNOG00000014072	1:1	
ENSRNOG00000003402	ENSRNOG00000003402	1:1	
ENSRNOG00000061379	ENSRNOG00000061379	1:1	
ENSRNOG00000027514	ENSRNOG00000027514	1:1	
ENSRNOG00000013479	ENSRNOG00000013479	1:1	
ENSRNOG00000013002	ENSRNOG00000013002	1:1	
ENSRNOG00000015019	ENSRNOG00000015019	1:1	
ENSRNOG00000004132	ENSRNOG00000004132	1:1	
ENSRNOG00000014946	ENSRNOG00000014946	1:1	
ENSRNOG00000005804	ENSRNOG00000005804	1:1	
ENSRNOG00000003172	ENSRNOG00000003172	1:1	
ENSRNOG00000016190	ENSRNOG00000016190	1:1	
ENSRNOG00000049221	ENSRNOG00000049221	1:1	
ENSRNOG00000012264	ENSRNOG00000012264	1:1	
ENSRNOG00000004359	ENSRNOG00000004359	1:1	
ENSRNOG00000001253	ENSRNOG00000001253	1:1	
ENSRNOG00000046460	ENSRNOG00000046460	1:1	
ENSRNOG00000020345	ENSRNOG00000020345	1:1	
ENSRNOG00000020663	ENSRNOG00000020663	1:1	
ENSRNOG00000003661	ENSRNOG00000003661	1:1	
ENSRNOG00000051344	ENSRNOG00000051344	1:1	
ENSRNOG00000013589	ENSRNOG00000013589	1:1	
ENSRNOG00000002051	ENSRNOG00000002051	1:1	
ENSRNOG00000000827	ENSRNOG00000000827	1:1	
ENSRNOG00000024239	ENSRNOG00000024239	1:1	
ENSRNOG00000000779	ENSRNOG00000000779	1:1	
ENSRNOG00000019367	ENSRNOG00000019367	1:1	
ENSRNOG00000033568	ENSRNOG00000033568	1:1	
ENSRNOG00000009414	ENSRNOG00000009414	1:1	
ENSRNOG00000029194	ENSRNOG00000029194	1:1	
ENSRNOG00000016257	ENSRNOG00000016257	1:1	
ENSRNOG00000012307	ENSRNOG00000012307	1:1	
ENSRNOG00000059827	ENSRNOG00000059827	1:1	
ENSRNOG00000017585	ENSRNOG00000017585	1:1	
ENSRNOG00000033564	ENSRNOG00000033564	1:1	
ENSRNOG00000018343	ENSRNOG00000018343	1:1	
ENSRNOG00000006930	ENSRNOG00000006930	1:1	
ENSRNOG00000042162	ENSRNOG00000042162	1:1	
ENSRNOG00000014623	ENSRNOG00000014623	1:1	
ENSRNOG00000011794	ENSRNOG00000011794	1:1	
ENSRNOG00000002205	ENSRNOG00000002205	1:1	
ENSRNOG00000018343	ENSRNOG00000018343	1:1	
ENSRNOG00000020412	ENSRNOG00000020412	1:1	
ENSRNOG00000032463	ENSRNOG00000032463	1:1	
ENSRNOG00000046644	ENSRNOG00000046644	1:1	
ENSRNOG00000017577	ENSRNOG00000017577	1:1	
ENSRNOG00000000341	ENSRNOG00000000341	1:1	
ENSRNOG00000012237	ENSRNOG00000012237	1:1	
ENSRNOG00000008597	ENSRNOG00000008597	1:1	
ENSRNOG00000019384	ENSRNOG00000019384	1:1	
ENSRNOG00000007128	ENSRNOG00000007128	1:1	
ENSRNOG00000043503	ENSRNOG00000043503	1:1	
ENSRNOG00000022681	ENSRNOG00000022681	1:1	
ENSRNOG00000055331	ENSRNOG00000055331	1:1	
ENSRNOG00000021232	ENSRNOG00000021232	1:1	
ENSRNOG00000056519	ENSRNOG00000056519	1:1	
ENSRNOG00000013889	ENSRNOG00000013889	1:1	
ENSRNOG00000031965	ENSRNOG00000031965	1:1	
ENSRNOG00000010096	ENSRNOG00000010096	1:1	
ENSRNOG00000009198	ENSRNOG00000009198	1:1	
