rat_ID	baboon_ID	orthotype	OMAgroup
ENSRNOG00000008620	ENSPANG00000016627	1:1	812160
ENSRNOG00000009193	ENSPANG00000016647	1:1	
ENSRNOG00000009378	ENSPANG00000016666	1:1	865539
ENSRNOG00000010156	ENSPANG00000016665	1:1	841914
ENSRNOG00000010176	ENSPANG00000016664	1:1	548440
ENSRNOG00000001465	ENSPANG00000008175	1:1	748754
ENSRNOG00000037352	ENSPANG00000014918	1:m	
ENSRNOG00000037352	ENSPANG00000014395	1:m	790900
ENSRNOG00000011047	ENSPANG00000013627	1:1	790071
ENSRNOG00000043068	ENSPANG00000016672	n:1	
ENSRNOG00000010537	ENSPANG00000016671	1:1	551349
ENSRNOG00000010634	ENSPANG00000016670	1:1	549091
ENSRNOG00000011302	ENSPANG00000016687	1:1	522094
ENSRNOG00000011739	ENSPANG00000016685	1:1	
ENSRNOG00000052051	ENSPANG00000016700	1:1	809546
ENSRNOG00000012469	ENSPANG00000016699	1:1	783092
ENSRNOG00000030232	ENSPANG00000016698	1:1	831713
ENSRNOG00000019105	ENSPANG00000016711	1:1	763675
ENSRNOG00000033496	ENSPANG00000016710	1:1	828699
ENSRNOG00000030800	ENSPANG00000016709	1:1	549090
ENSRNOG00000029127	ENSPANG00000016725	1:1	804752
ENSRNOG00000029911	ENSPANG00000016724	1:1	262901
ENSRNOG00000030225	ENSPANG00000016723	1:1	866443
ENSRNOG00000050979	ENSPANG00000016746	1:1	763526
ENSRNOG00000032339	ENSPANG00000016745	1:1	522250
ENSRNOG00000028889	ENSPANG00000016744	1:1	733111
ENSRNOG00000014602	ENSPANG00000016759	1:1	661745
ENSRNOG00000015019	ENSPANG00000016758	1:1	547658
ENSRNOG00000015554	ENSPANG00000016757	1:1	550380
ENSRNOG00000029242	ENSPANG00000016756	1:1	554120
ENSRNOG00000015878	ENSPANG00000016755	1:1	841054
ENSRNOG00000015896	ENSPANG00000016754	1:1	302743
ENSRNOG00000015953	ENSPANG00000016753	1:1	747570
ENSRNOG00000015977	ENSPANG00000016751	1:1	552920
ENSRNOG00000016121	ENSPANG00000016750	1:1	
ENSRNOG00000016561	ENSPANG00000016813	1:1	
ENSRNOG00000016620	ENSPANG00000016816	1:1	548451
ENSRNOG00000016781	ENSPANG00000016814	1:1	547386
ENSRNOG00000022852	ENSPANG00000016815	1:1	
ENSRNOG00000017029	ENSPANG00000016878	1:1	808963
ENSRNOG00000017119	ENSPANG00000016877	1:1	699776
ENSRNOG00000017332	ENSPANG00000016876	1:1	
ENSRNOG00000051671	ENSPANG00000016930	1:1	265963
ENSRNOG00000017714	ENSPANG00000016961	1:1	548547
ENSRNOG00000017766	ENSPANG00000016960	1:1	638897
ENSRNOG00000027295	ENSPANG00000016959	1:1	840754
ENSRNOG00000018009	ENSPANG00000016985	1:1	522125
ENSRNOG00000050473	ENSPANG00000009875	n:1	
ENSRNOG00000018081	ENSPANG00000016984	1:1	722061
ENSRNOG00000018184	ENSPANG00000016983	1:1	
ENSRNOG00000018373	ENSPANG00000017011	1:1	549039
ENSRNOG00000009106	ENSPANG00000017174	n:m	
ENSRNOG00000009106	ENSPANG00000017059	n:m	270993
ENSRNOG00000034236	ENSPANG00000017174	n:m	693657
ENSRNOG00000034236	ENSPANG00000017059	n:m	
ENSRNOG00000030213	ENSPANG00000017173	1:1	529990
ENSRNOG00000027145	ENSPANG00000017172	1:1	791415
ENSRNOG00000010160	ENSPANG00000017201	1:1	771122
ENSRNOG00000010362	ENSPANG00000017200	1:1	548425
ENSRNOG00000056024	ENSPANG00000017199	1:1	822616
ENSRNOG00000056701	ENSPANG00000017198	1:m	842960
ENSRNOG00000056701	ENSPANG00000002488	1:m	
ENSRNOG00000059540	ENSPANG00000025696	1:1	739000
ENSRNOG00000057501	ENSPANG00000017197	1:1	767385
ENSRNOG00000061928	ENSPANG00000017196	1:1	547367
ENSRNOG00000060750	ENSPANG00000017194	1:1	553422
ENSRNOG00000054446	ENSPANG00000017193	1:1	552267
ENSRNOG00000061337	ENSPANG00000017217	1:1	750701
ENSRNOG00000054257	ENSPANG00000017216	1:1	548821
ENSRNOG00000060338	ENSPANG00000017219	1:1	758933
ENSRNOG00000061883	ENSPANG00000017218	1:1	
ENSRNOG00000055049	ENSPANG00000017222	1:1	661725
ENSRNOG00000054080	ENSPANG00000017220	1:1	555266
ENSRNOG00000057754	ENSPANG00000017265	1:1	844250
ENSRNOG00000055631	ENSPANG00000017264	1:1	830603
ENSRNOG00000057867	ENSPANG00000017263	1:1	549521
ENSRNOG00000059702	ENSPANG00000017298	1:1	549892
ENSRNOG00000060367	ENSPANG00000017297	1:1	753866
ENSRNOG00000058898	ENSPANG00000017296	1:1	739662
ENSRNOG00000055251	ENSPANG00000017295	1:1	828698
ENSRNOG00000051813	ENSPANG00000017294	1:1	803199
ENSRNOG00000056654	ENSPANG00000017293	1:1	816164
ENSRNOG00000052869	ENSPANG00000017292	1:1	742607
ENSRNOG00000053428	ENSPANG00000017291	1:1	797934
ENSRNOG00000059622	ENSPANG00000017290	1:1	648863
ENSRNOG00000052499	ENSPANG00000017289	1:1	522156
ENSRNOG00000052787	ENSPANG00000017320	1:1	809724
ENSRNOG00000056612	ENSPANG00000017319	1:1	793702
ENSRNOG00000054889	ENSPANG00000017318	1:1	262603
ENSRNOG00000008095	ENSPANG00000017410	1:1	556553
ENSRNOG00000058522	ENSPANG00000017409	1:1	735119
ENSRNOG00000058866	ENSPANG00000017406	1:1	552482
ENSRNOG00000008356	ENSPANG00000017451	1:1	547603
ENSRNOG00000047799	ENSPANG00000017450	1:1	551278
ENSRNOG00000009308	ENSPANG00000017449	1:1	778021
ENSRNOG00000009381	ENSPANG00000017454	1:1	
ENSRNOG00000010116	ENSPANG00000017453	1:1	547816
ENSRNOG00000032436	ENSPANG00000017452	1:1	854157
ENSRNOG00000010447	ENSPANG00000017481	1:1	854161
ENSRNOG00000010642	ENSPANG00000017484	1:1	823650
ENSRNOG00000010784	ENSPANG00000017483	1:1	810297
ENSRNOG00000010917	ENSPANG00000006782	1:1	
ENSRNOG00000011193	ENSPANG00000000755	1:1	771295
ENSRNOG00000032063	ENSPANG00000008942	1:1	
ENSRNOG00000011251	ENSPANG00000017773	1:1	657301
ENSRNOG00000011925	ENSPANG00000024397	1:1	803757
ENSRNOG00000058120	ENSPANG00000017090	1:1	767926
ENSRNOG00000005970	ENSPANG00000005018	1:1	550964
ENSRNOG00000006224	ENSPANG00000005758	1:1	556558
ENSRNOG00000006302	ENSPANG00000016920	1:1	803875
ENSRNOG00000006331	ENSPANG00000013429	1:1	650975
ENSRNOG00000008214	ENSPANG00000015587	1:1	542824
ENSRNOG00000008691	ENSPANG00000016921	1:1	822374
ENSRNOG00000061579	ENSPANG00000024821	n:m	
ENSRNOG00000061579	ENSPANG00000019164	n:m	866049
ENSRNOG00000061579	ENSPANG00000007304	n:m	
ENSRNOG00000000201	ENSPANG00000018766	n:m	
ENSRNOG00000000201	ENSPANG00000017005	n:m	861827
ENSRNOG00000000201	ENSPANG00000019277	n:m	
ENSRNOG00000029861	ENSPANG00000018766	n:m	
ENSRNOG00000029861	ENSPANG00000017005	n:m	
ENSRNOG00000029861	ENSPANG00000019277	n:m	
ENSRNOG00000000199	ENSPANG00000026203	n:1	281376
ENSRNOG00000025957	ENSPANG00000010455	n:1	279268
ENSRNOG00000046191	ENSPANG00000012327	1:1	810801
ENSRNOG00000037659	ENSPANG00000024449	1:1	865351
ENSRNOG00000009439	ENSPANG00000004986	n:1	863725
ENSRNOG00000009330	ENSPANG00000015288	1:1	547368
ENSRNOG00000025332	ENSPANG00000025498	1:1	655834
ENSRNOG00000058470	ENSPANG00000018518	1:1	776847
ENSRNOG00000042903	ENSPANG00000004406	1:1	721188
ENSRNOG00000010895	ENSPANG00000026151	1:1	530380
ENSRNOG00000011521	ENSPANG00000018645	1:1	808730
ENSRNOG00000011852	ENSPANG00000019225	1:1	549805
ENSRNOG00000012479	ENSPANG00000019906	1:1	550777
ENSRNOG00000013042	ENSPANG00000015604	1:1	657336
ENSRNOG00000008984	ENSPANG00000022608	1:1	735130
ENSRNOG00000008652	ENSPANG00000022800	1:1	552818
ENSRNOG00000031032	ENSPANG00000015740	1:1	739946
ENSRNOG00000009580	ENSPANG00000022607	1:1	829534
ENSRNOG00000009613	ENSPANG00000007514	1:1	548745
ENSRNOG00000009773	ENSPANG00000018200	1:1	650971
ENSRNOG00000029055	ENSPANG00000000257	1:1	842143
ENSRNOG00000009928	ENSPANG00000020540	1:1	508338
ENSRNOG00000034128	ENSPANG00000018229	n:1	
ENSRNOG00000010240	ENSPANG00000021880	1:1	831763
ENSRNOG00000027728	ENSPANG00000016793	1:1	551502
ENSRNOG00000029843	ENSPANG00000018451	n:1	
ENSRNOG00000010694	ENSPANG00000004548	1:1	549579
ENSRNOG00000010802	ENSPANG00000018937	1:1	671503
ENSRNOG00000022847	ENSPANG00000007248	1:1	852449
ENSRNOG00000009599	ENSPANG00000024174	1:1	670908
ENSRNOG00000009715	ENSPANG00000024033	1:1	813605
ENSRNOG00000023861	ENSPANG00000025455	1:1	548922
ENSRNOG00000010004	ENSPANG00000015669	1:1	772224
ENSRNOG00000010024	ENSPANG00000023290	1:1	800896
ENSRNOG00000010545	ENSPANG00000000952	1:1	830391
ENSRNOG00000010608	ENSPANG00000000894	1:1	809538
ENSRNOG00000010685	ENSPANG00000025136	1:1	842486
ENSRNOG00000011071	ENSPANG00000026149	1:1	799579
ENSRNOG00000011348	ENSPANG00000009855	1:1	745878
ENSRNOG00000000204	ENSPANG00000017405	1:1	552108
ENSRNOG00000010699	ENSPANG00000010679	1:1	
ENSRNOG00000047606	ENSPANG00000015689	1:1	778015
ENSRNOG00000013229	ENSPANG00000015706	1:1	697911
ENSRNOG00000013399	ENSPANG00000015731	1:1	755711
ENSRNOG00000013889	ENSPANG00000015730	1:1	498661
ENSRNOG00000013937	ENSPANG00000010307	1:1	783478
ENSRNOG00000014025	ENSPANG00000015770	1:1	838826
ENSRNOG00000014064	ENSPANG00000015769	1:1	767902
ENSRNOG00000028036	ENSPANG00000015821	1:1	552144
ENSRNOG00000014543	ENSPANG00000015846	1:1	553177
ENSRNOG00000014644	ENSPANG00000005804	1:1	777200
ENSRNOG00000014871	ENSPANG00000024745	1:1	777196
ENSRNOG00000047917	ENSPANG00000023164	1:1	718248
ENSRNOG00000008048	ENSPANG00000018880	1:1	
ENSRNOG00000008151	ENSPANG00000019530	1:1	718254
ENSRNOG00000030183	ENSPANG00000020900	1:1	531234
ENSRNOG00000008519	ENSPANG00000017827	1:1	785254
ENSRNOG00000008554	ENSPANG00000007051	1:1	551191
ENSRNOG00000047734	ENSPANG00000007426	1:1	500239
ENSRNOG00000008607	ENSPANG00000000710	1:1	547884
ENSRNOG00000032374	ENSPANG00000021399	1:1	771016
ENSRNOG00000054902	ENSPANG00000017825	1:1	553293
ENSRNOG00000009945	ENSPANG00000002797	1:1	865016
ENSRNOG00000010027	ENSPANG00000005574	1:1	530295
ENSRNOG00000042951	ENSPANG00000010638	1:1	734755
ENSRNOG00000010942	ENSPANG00000016944	1:1	
ENSRNOG00000011241	ENSPANG00000005825	1:1	519207
ENSRNOG00000030296	ENSPANG00000019446	n:m	
ENSRNOG00000030296	ENSPANG00000016189	n:m	
ENSRNOG00000030296	ENSPANG00000009828	n:m	
ENSRNOG00000011501	ENSPANG00000016869	1:1	858477
ENSRNOG00000011663	ENSPANG00000008716	1:1	828173
ENSRNOG00000011909	ENSPANG00000010060	1:1	497663
ENSRNOG00000012386	ENSPANG00000018989	1:1	830526
ENSRNOG00000012480	ENSPANG00000018293	1:1	789711
ENSRNOG00000012862	ENSPANG00000020402	1:1	855053
ENSRNOG00000013802	ENSPANG00000004802	1:1	497990
ENSRNOG00000045885	ENSPANG00000018894	n:1	862161
ENSRNOG00000048975	ENSPANG00000007233	1:1	785641
ENSRNOG00000043085	ENSPANG00000017988	1:1	814873
ENSRNOG00000013585	ENSPANG00000005203	1:1	866227
ENSRNOG00000013794	ENSPANG00000006366	1:1	741041
ENSRNOG00000013932	ENSPANG00000010059	1:1	
ENSRNOG00000060723	ENSPANG00000007050	1:1	547097
ENSRNOG00000047984	ENSPANG00000021219	1:1	841609
ENSRNOG00000048319	ENSPANG00000004212	1:m	
ENSRNOG00000048319	ENSPANG00000015414	1:m	
ENSRNOG00000017190	ENSPANG00000005824	1:1	742553
ENSRNOG00000030463	ENSPANG00000025522	1:1	261397
ENSRNOG00000016384	ENSPANG00000009667	1:1	515611
ENSRNOG00000022845	ENSPANG00000017682	1:1	753898
ENSRNOG00000022704	ENSPANG00000020305	1:1	745746
ENSRNOG00000014060	ENSPANG00000007201	1:1	522144
ENSRNOG00000014521	ENSPANG00000007481	1:1	699913
ENSRNOG00000014588	ENSPANG00000012664	1:1	689005
ENSRNOG00000042649	ENSPANG00000024948	1:1	738420
ENSRNOG00000014746	ENSPANG00000005823	1:1	834900
ENSRNOG00000030386	ENSPANG00000006396	1:1	823870
ENSRNOG00000022084	ENSPANG00000023962	1:1	799102
ENSRNOG00000014917	ENSPANG00000016777	1:1	270003
ENSRNOG00000015389	ENSPANG00000026393	1:1	853100
ENSRNOG00000015869	ENSPANG00000010313	1:1	836762
ENSRNOG00000023021	ENSPANG00000025286	1:1	846357
ENSRNOG00000022999	ENSPANG00000012663	1:1	832955
ENSRNOG00000007865	ENSPANG00000007646	1:1	552302
ENSRNOG00000008210	ENSPANG00000020950	1:1	798130
ENSRNOG00000008410	ENSPANG00000017178	1:1	550311
ENSRNOG00000008459	ENSPANG00000018635	1:1	803957
ENSRNOG00000008487	ENSPANG00000011820	1:1	782642
ENSRNOG00000008593	ENSPANG00000023560	1:1	548701
ENSRNOG00000009005	ENSPANG00000000706	1:1	553797
ENSRNOG00000009198	ENSPANG00000009221	1:1	522135
ENSRNOG00000030625	ENSPANG00000009436	1:1	852307
ENSRNOG00000009789	ENSPANG00000008323	1:1	800515
ENSRNOG00000010186	ENSPANG00000016941	1:1	848082
ENSRNOG00000010899	ENSPANG00000012141	1:1	799535
ENSRNOG00000010911	ENSPANG00000016165	1:1	775969
ENSRNOG00000048978	ENSPANG00000010239	1:1	551515
ENSRNOG00000011027	ENSPANG00000011953	1:1	755019
ENSRNOG00000010940	ENSPANG00000016681	1:1	713302
ENSRNOG00000011478	ENSPANG00000011553	1:1	657389
ENSRNOG00000011491	ENSPANG00000000576	1:1	773263
ENSRNOG00000011820	ENSPANG00000008322	1:1	789713
ENSRNOG00000026577	ENSPANG00000012140	1:1	
ENSRNOG00000012650	ENSPANG00000017085	1:1	866608
ENSRNOG00000012962	ENSPANG00000016940	1:1	706577
ENSRNOG00000037305	ENSPANG00000008321	1:1	
ENSRNOG00000042432	ENSPANG00000012073	1:1	550797
ENSRNOG00000013059	ENSPANG00000000995	1:1	498456
ENSRNOG00000013305	ENSPANG00000000996	1:1	523650
ENSRNOG00000049489	ENSPANG00000000857	n:1	
ENSRNOG00000013669	ENSPANG00000006762	1:1	835625
ENSRNOG00000023007	ENSPANG00000016938	1:1	266032
ENSRNOG00000010663	ENSPANG00000008320	1:1	804109
ENSRNOG00000031782	ENSPANG00000017480	1:1	804106
ENSRNOG00000046307	ENSPANG00000006914	1:1	843087
ENSRNOG00000048441	ENSPANG00000023713	1:1	547131
ENSRNOG00000046535	ENSPANG00000020526	1:1	811603
ENSRNOG00000048915	ENSPANG00000010295	1:1	
ENSRNOG00000048161	ENSPANG00000015420	1:1	562556
ENSRNOG00000056596	ENSPANG00000022148	1:1	805417
ENSRNOG00000037295	ENSPANG00000016905	1:1	548771
ENSRNOG00000010789	ENSPANG00000018303	1:1	709080
ENSRNOG00000011138	ENSPANG00000020108	n:m	
ENSRNOG00000011138	ENSPANG00000000277	n:m	
ENSRNOG00000011138	ENSPANG00000005234	n:m	261701
ENSRNOG00000011138	ENSPANG00000010652	n:m	
ENSRNOG00000011138	ENSPANG00000016384	n:m	
ENSRNOG00000011189	ENSPANG00000005723	1:1	843781
ENSRNOG00000012073	ENSPANG00000008142	1:1	548395
ENSRNOG00000012406	ENSPANG00000026222	1:1	549533
ENSRNOG00000022567	ENSPANG00000009569	1:1	271465
ENSRNOG00000012865	ENSPANG00000000752	1:1	493293
ENSRNOG00000012927	ENSPANG00000021490	1:1	828550
ENSRNOG00000037289	ENSPANG00000018381	1:1	813590
ENSRNOG00000013164	ENSPANG00000014101	1:1	800544
ENSRNOG00000042065	ENSPANG00000010361	1:1	264719
ENSRNOG00000013171	ENSPANG00000020592	1:1	641448
ENSRNOG00000013201	ENSPANG00000013161	1:1	665122
ENSRNOG00000013570	ENSPANG00000000857	n:1	548715
ENSRNOG00000043480	ENSPANG00000004633	n:1	
ENSRNOG00000014161	ENSPANG00000016370	1:1	532258
ENSRNOG00000014201	ENSPANG00000024090	1:1	860683
ENSRNOG00000014576	ENSPANG00000019042	1:1	685653
ENSRNOG00000014832	ENSPANG00000005634	1:1	550776
ENSRNOG00000029543	ENSPANG00000001038	1:1	795703
ENSRNOG00000015458	ENSPANG00000007436	1:1	858562
ENSRNOG00000015718	ENSPANG00000006698	1:1	810528
ENSRNOG00000015835	ENSPANG00000007578	1:1	810122
ENSRNOG00000021899	ENSPANG00000026398	1:1	542378
ENSRNOG00000021887	ENSPANG00000008258	1:1	807976
ENSRNOG00000021660	ENSPANG00000009525	1:1	762065
ENSRNOG00000021602	ENSPANG00000012439	1:1	793919
ENSRNOG00000021548	ENSPANG00000016900	1:1	763480
ENSRNOG00000021528	ENSPANG00000006145	1:1	829836
ENSRNOG00000031420	ENSPANG00000000779	1:1	843253
ENSRNOG00000015858	ENSPANG00000012878	1:1	843254
ENSRNOG00000054063	ENSPANG00000007802	1:1	792853
ENSRNOG00000016093	ENSPANG00000019037	1:1	843255
ENSRNOG00000052634	ENSPANG00000020951	1:1	774054
ENSRNOG00000016512	ENSPANG00000015980	1:1	837141
ENSRNOG00000016592	ENSPANG00000023235	1:1	498840
ENSRNOG00000016827	ENSPANG00000014197	1:1	548785
ENSRNOG00000017589	ENSPANG00000012482	1:1	498847
ENSRNOG00000017704	ENSPANG00000012481	1:1	837143
ENSRNOG00000018153	ENSPANG00000018507	1:1	844458
ENSRNOG00000018333	ENSPANG00000012436	1:1	775648
ENSRNOG00000018502	ENSPANG00000012435	1:1	530409
ENSRNOG00000032618	ENSPANG00000011245	1:1	552158
ENSRNOG00000058938	ENSPANG00000022786	1:1	550354
ENSRNOG00000030101	ENSPANG00000022481	1:1	670957
ENSRNOG00000029195	ENSPANG00000020175	1:1	846299
ENSRNOG00000019363	ENSPANG00000018298	1:1	761060
ENSRNOG00000019932	ENSPANG00000009897	1:1	650772
ENSRNOG00000037229	ENSPANG00000006142	1:1	547022
ENSRNOG00000033378	ENSPANG00000000876	1:1	807886
ENSRNOG00000019680	ENSPANG00000007509	1:1	267169
ENSRNOG00000029572	ENSPANG00000000282	1:1	763672
ENSRNOG00000030714	ENSPANG00000010033	1:1	551606
ENSRNOG00000019400	ENSPANG00000026221	1:1	777982
ENSRNOG00000049083	ENSPANG00000019720	1:1	308534
ENSRNOG00000050214	ENSPANG00000015012	1:1	852557
ENSRNOG00000048237	ENSPANG00000018886	1:1	827882
ENSRNOG00000050519	ENSPANG00000019537	1:1	522095
ENSRNOG00000054863	ENSPANG00000019009	1:1	548619
ENSRNOG00000046155	ENSPANG00000024952	1:1	778502
ENSRNOG00000048919	ENSPANG00000010030	1:1	765438
ENSRNOG00000047468	ENSPANG00000010290	1:1	544794
ENSRNOG00000047867	ENSPANG00000022042	1:1	548878
ENSRNOG00000048718	ENSPANG00000006140	1:1	762821
ENSRNOG00000047768	ENSPANG00000016084	1:1	836733
ENSRNOG00000049531	ENSPANG00000008390	1:1	550676
ENSRNOG00000025071	ENSPANG00000015576	1:1	
ENSRNOG00000031965	ENSPANG00000007209	1:1	865151
ENSRNOG00000020068	ENSPANG00000009002	1:1	858320
ENSRNOG00000020159	ENSPANG00000007062	1:1	811817
ENSRNOG00000020185	ENSPANG00000015575	1:1	842253
ENSRNOG00000020249	ENSPANG00000022971	1:1	804549
ENSRNOG00000031827	ENSPANG00000016339	1:1	496311
ENSRNOG00000020288	ENSPANG00000003132	1:1	497987
ENSRNOG00000020284	ENSPANG00000012986	1:1	667810
ENSRNOG00000020361	ENSPANG00000015976	1:1	650773
ENSRNOG00000031816	ENSPANG00000018329	1:1	845836
ENSRNOG00000053889	ENSPANG00000013159	1:1	552542
ENSRNOG00000020450	ENSPANG00000020587	1:1	771379
ENSRNOG00000031141	ENSPANG00000018455	1:1	306208
ENSRNOG00000032134	ENSPANG00000015008	1:1	761738
ENSRNOG00000020579	ENSPANG00000015975	1:1	265987
ENSRNOG00000020655	ENSPANG00000006646	1:1	716458
ENSRNOG00000020656	ENSPANG00000025623	1:1	691242
ENSRNOG00000020667	ENSPANG00000015974	1:1	551010
ENSRNOG00000020670	ENSPANG00000021869	1:1	783453
ENSRNOG00000020688	ENSPANG00000014293	1:1	834958
ENSRNOG00000047225	ENSPANG00000009076	n:1	818769
ENSRNOG00000029510	ENSPANG00000017538	1:1	
ENSRNOG00000020720	ENSPANG00000005491	1:1	727409
ENSRNOG00000037199	ENSPANG00000015973	1:1	282889
ENSRNOG00000020721	ENSPANG00000014292	1:1	865872
ENSRNOG00000020737	ENSPANG00000013403	1:1	496923
ENSRNOG00000029194	ENSPANG00000014291	1:1	846780
ENSRNOG00000020804	ENSPANG00000008561	1:1	549213
ENSRNOG00000020833	ENSPANG00000014731	1:1	740015
ENSRNOG00000020847	ENSPANG00000022729	1:1	696597
ENSRNOG00000020853	ENSPANG00000006873	1:1	833863
ENSRNOG00000020862	ENSPANG00000021916	1:1	709309
ENSRNOG00000020880	ENSPANG00000019810	1:1	552841
ENSRNOG00000020891	ENSPANG00000015283	1:1	549527
ENSRNOG00000020915	ENSPANG00000009321	1:1	824617
ENSRNOG00000027880	ENSPANG00000016986	1:1	791350
ENSRNOG00000020946	ENSPANG00000017485	1:1	727290
ENSRNOG00000020948	ENSPANG00000013767	1:1	657324
ENSRNOG00000020955	ENSPANG00000021040	1:1	549998
ENSRNOG00000031971	ENSPANG00000008026	1:1	557575
ENSRNOG00000029649	ENSPANG00000012872	1:1	555259
ENSRNOG00000037175	ENSPANG00000006043	1:1	558993
ENSRNOG00000027799	ENSPANG00000019493	1:1	794717
ENSRNOG00000033921	ENSPANG00000021489	1:1	803190
ENSRNOG00000037172	ENSPANG00000020108	n:m	
ENSRNOG00000037172	ENSPANG00000000277	n:m	
ENSRNOG00000037172	ENSPANG00000005234	n:m	
ENSRNOG00000037172	ENSPANG00000010652	n:m	675679
ENSRNOG00000037172	ENSPANG00000016384	n:m	
ENSRNOG00000037171	ENSPANG00000005381	1:1	306076
ENSRNOG00000030688	ENSPANG00000024240	1:1	553587
ENSRNOG00000031779	ENSPANG00000007056	1:1	852306
ENSRNOG00000033234	ENSPANG00000014321	1:1	774894
ENSRNOG00000033809	ENSPANG00000017238	1:1	792915
ENSRNOG00000043006	ENSPANG00000024669	1:1	759511
ENSRNOG00000033026	ENSPANG00000018587	1:1	550663
ENSRNOG00000008865	ENSPANG00000016680	1:1	828793
ENSRNOG00000008919	ENSPANG00000009589	1:1	550858
ENSRNOG00000008981	ENSPANG00000018324	1:1	709307
ENSRNOG00000009161	ENSPANG00000006443	1:1	548127
ENSRNOG00000009729	ENSPANG00000003702	1:1	753164
ENSRNOG00000027099	ENSPANG00000015885	1:1	548946
ENSRNOG00000026951	ENSPANG00000015211	1:1	752257
ENSRNOG00000009878	ENSPANG00000001273	1:1	823283
ENSRNOG00000010196	ENSPANG00000008353	1:1	835402
ENSRNOG00000010315	ENSPANG00000006844	1:1	762178
ENSRNOG00000030098	ENSPANG00000001378	1:1	510780
ENSRNOG00000052305	ENSPANG00000023942	1:1	858356
ENSRNOG00000010434	ENSPANG00000018878	1:1	542470
ENSRNOG00000010951	ENSPANG00000016560	1:1	787943
ENSRNOG00000010986	ENSPANG00000006660	1:1	
ENSRNOG00000011201	ENSPANG00000009764	1:1	747759
ENSRNOG00000026455	ENSPANG00000009800	1:1	805788
ENSRNOG00000011435	ENSPANG00000011538	1:1	497421
ENSRNOG00000013265	ENSPANG00000001767	1:1	793970
ENSRNOG00000053820	ENSPANG00000006222	1:1	
ENSRNOG00000010096	ENSPANG00000013154	1:1	818090
ENSRNOG00000010149	ENSPANG00000014769	1:1	642647
ENSRNOG00000042140	ENSPANG00000011539	1:1	
ENSRNOG00000029910	ENSPANG00000019565	1:1	549581
ENSRNOG00000043167	ENSPANG00000024752	1:1	845448
ENSRNOG00000011446	ENSPANG00000017458	1:1	549793
ENSRNOG00000032238	ENSPANG00000024753	1:1	767388
ENSRNOG00000032085	ENSPANG00000026026	1:1	811802
ENSRNOG00000042259	ENSPANG00000008743	1:1	
ENSRNOG00000056476	ENSPANG00000004181	n:1	547996
ENSRNOG00000042660	ENSPANG00000004181	n:1	
ENSRNOG00000013136	ENSPANG00000008509	1:1	549352
ENSRNOG00000013634	ENSPANG00000022480	1:1	781636
ENSRNOG00000032908	ENSPANG00000006168	1:1	855568
ENSRNOG00000014168	ENSPANG00000008387	1:1	646335
ENSRNOG00000014477	ENSPANG00000004182	1:1	549356
ENSRNOG00000014801	ENSPANG00000004803	1:1	698437
ENSRNOG00000015049	ENSPANG00000017810	1:1	788289
ENSRNOG00000032473	ENSPANG00000011203	1:1	788286
ENSRNOG00000032884	ENSPANG00000024754	1:1	788294
ENSRNOG00000016942	ENSPANG00000006231	1:1	547418
ENSRNOG00000018047	ENSPANG00000019845	1:1	835863
ENSRNOG00000034089	ENSPANG00000015970	1:1	551724
ENSRNOG00000033433	ENSPANG00000020433	1:1	838566
ENSRNOG00000037085	ENSPANG00000011204	1:1	792438
ENSRNOG00000018509	ENSPANG00000020831	1:1	753258
ENSRNOG00000026759	ENSPANG00000007799	1:1	792273
ENSRNOG00000018552	ENSPANG00000010067	1:1	497995
ENSRNOG00000018645	ENSPANG00000016823	1:m	
ENSRNOG00000018645	ENSPANG00000010496	1:m	
ENSRNOG00000018645	ENSPANG00000025634	1:m	
ENSRNOG00000018645	ENSPANG00000023039	1:m	
ENSRNOG00000018645	ENSPANG00000007380	1:m	855448
ENSRNOG00000018700	ENSPANG00000015170	1:1	727485
ENSRNOG00000018797	ENSPANG00000009062	1:1	795668
ENSRNOG00000018848	ENSPANG00000023375	1:1	848321
ENSRNOG00000018982	ENSPANG00000009668	1:1	742259
ENSRNOG00000019007	ENSPANG00000016967	1:1	
ENSRNOG00000031127	ENSPANG00000013978	n:1	795836
ENSRNOG00000054172	ENSPANG00000011019	1:1	809926
ENSRNOG00000019271	ENSPANG00000019567	1:1	806072
ENSRNOG00000019262	ENSPANG00000014636	1:1	838925
ENSRNOG00000019321	ENSPANG00000012767	1:1	
ENSRNOG00000019350	ENSPANG00000025941	1:1	773011
ENSRNOG00000047457	ENSPANG00000019185	1:1	657305
ENSRNOG00000047873	ENSPANG00000007134	1:1	812273
ENSRNOG00000047853	ENSPANG00000017179	1:1	789859
ENSRNOG00000049128	ENSPANG00000020017	1:1	550359
ENSRNOG00000019382	ENSPANG00000008922	1:1	553097
ENSRNOG00000019390	ENSPANG00000009491	1:1	823471
ENSRNOG00000019404	ENSPANG00000016563	1:1	525817
ENSRNOG00000025643	ENSPANG00000018162	1:1	549933
ENSRNOG00000019472	ENSPANG00000007035	1:1	270123
ENSRNOG00000019481	ENSPANG00000000587	1:1	819027
ENSRNOG00000025676	ENSPANG00000011902	1:1	796515
ENSRNOG00000019492	ENSPANG00000007801	1:1	501134
ENSRNOG00000004050	ENSPANG00000009670	1:1	554012
ENSRNOG00000000219	ENSPANG00000000987	1:1	796216
