mouse_ID	baboon_ID	orthotype	OMAgroup
ENSMUSG00000089942	ENSPANG00000008082	n:m	
ENSMUSG00000089942	ENSPANG00000009163	n:m	
ENSMUSG00000074417	ENSPANG00000017572	n:m	
ENSMUSG00000074417	ENSPANG00000008082	n:m	567693
ENSMUSG00000074417	ENSPANG00000009163	n:m	
ENSMUSG00000030427	ENSPANG00000017572	n:m	
ENSMUSG00000030427	ENSPANG00000008082	n:m	
ENSMUSG00000030427	ENSPANG00000009163	n:m	
ENSMUSG00000055541	ENSPANG00000021900	1:m	
ENSMUSG00000055541	ENSPANG00000004034	1:m	273167
ENSMUSG00000030428	ENSPANG00000003763	1:1	
ENSMUSG00000035545	ENSPANG00000003867	1:1	703669
ENSMUSG00000063838	ENSPANG00000024847	1:1	716445
ENSMUSG00000070873	ENSPANG00000012247	n:m	
ENSMUSG00000070873	ENSPANG00000016785	n:m	
ENSMUSG00000062524	ENSPANG00000005516	1:1	272422
ENSMUSG00000078810	ENSPANG00000008462	1:1	555885
ENSMUSG00000008435	ENSPANG00000008081	1:1	508631
ENSMUSG00000006154	ENSPANG00000023646	1:1	855178
ENSMUSG00000019254	ENSPANG00000001787	1:1	553886
ENSMUSG00000064179	ENSPANG00000003866	1:1	554804
ENSMUSG00000035458	ENSPANG00000018446	1:1	551341
ENSMUSG00000055809	ENSPANG00000012785	1:1	794890
ENSMUSG00000004961	ENSPANG00000011356	1:1	745747
ENSMUSG00000035429	ENSPANG00000016443	1:1	527518
ENSMUSG00000045282	ENSPANG00000006593	1:1	507471
ENSMUSG00000052296	ENSPANG00000004989	1:1	497515
ENSMUSG00000063802	ENSPANG00000016442	1:1	711919
ENSMUSG00000046456	ENSPANG00000017120	1:1	787665
ENSMUSG00000059851	ENSPANG00000010090	1:1	642724
ENSMUSG00000051811	ENSPANG00000013749	1:1	762598
ENSMUSG00000092518	ENSPANG00000011354	1:1	752249
ENSMUSG00000004371	ENSPANG00000012310	1:1	804359
ENSMUSG00000013091	ENSPANG00000020379	1:1	782724
ENSMUSG00000030431	ENSPANG00000015464	1:1	733000
ENSMUSG00000053550	ENSPANG00000008460	1:1	
ENSMUSG00000086784	ENSPANG00000013748	1:1	662300
ENSMUSG00000074406	ENSPANG00000012246	1:1	761065
ENSMUSG00000030433	ENSPANG00000004030	1:1	558225
ENSMUSG00000085272	ENSPANG00000005876	1:1	554374
ENSMUSG00000051550	ENSPANG00000014917	1:1	268075
ENSMUSG00000061374	ENSPANG00000018583	1:1	730686
ENSMUSG00000109129	ENSPANG00000025646	1:1	666315
ENSMUSG00000074405	ENSPANG00000008015	1:1	709610
ENSMUSG00000035228	ENSPANG00000025400	1:1	811582
ENSMUSG00000043290	ENSPANG00000001785	1:1	730695
ENSMUSG00000030435	ENSPANG00000008459	1:1	547260
ENSMUSG00000035203	ENSPANG00000003669	1:1	550646
ENSMUSG00000035191	ENSPANG00000000349	1:m	
ENSMUSG00000035191	ENSPANG00000006592	1:m	
ENSMUSG00000035191	ENSPANG00000004173	1:m	515057
ENSMUSG00000035177	ENSPANG00000022816	1:m	656579
ENSMUSG00000035177	ENSPANG00000013750	1:m	
ENSMUSG00000035177	ENSPANG00000010048	1:m	
ENSMUSG00000034690	ENSPANG00000014877	n:1	656581
ENSMUSG00000046792	ENSPANG00000025615	1:1	561788
ENSMUSG00000044876	ENSPANG00000014394	1:1	561149
ENSMUSG00000034660	ENSPANG00000012097	1:1	709719
ENSMUSG00000058028	ENSPANG00000011137	1:1	
ENSMUSG00000054893	ENSPANG00000004117	1:1	560187
ENSMUSG00000030443	ENSPANG00000000399	1:1	787738
ENSMUSG00000109398	ENSPANG00000000398	1:1	555462
ENSMUSG00000062861	ENSPANG00000008416	1:1	771134
ENSMUSG00000093536	ENSPANG00000007974	n:1	303012
ENSMUSG00000045929	ENSPANG00000007974	n:1	
ENSMUSG00000002265	ENSPANG00000014916	1:1	700002
ENSMUSG00000051527	ENSPANG00000003766	n:1	
ENSMUSG00000070837	ENSPANG00000025398	1:1	550834
ENSMUSG00000000605	ENSPANG00000020606	1:1	836441
ENSMUSG00000030393	ENSPANG00000000290	1:1	566016
ENSMUSG00000034087	ENSPANG00000014877	n:1	
ENSMUSG00000095339	ENSPANG00000025039	n:1	
ENSMUSG00000054272	ENSPANG00000025039	n:1	
ENSMUSG00000110103	ENSPANG00000025039	n:1	
ENSMUSG00000090714	ENSPANG00000025039	n:1	
ENSMUSG00000095936	ENSPANG00000025039	n:1	
ENSMUSG00000070828	ENSPANG00000025039	n:1	
ENSMUSG00000110190	ENSPANG00000025039	n:1	
ENSMUSG00000109969	ENSPANG00000025039	n:1	
ENSMUSG00000034071	ENSPANG00000009585	1:1	567733
ENSMUSG00000030386	ENSPANG00000010429	1:1	557693
ENSMUSG00000030385	ENSPANG00000012028	1:1	704018
ENSMUSG00000057894	ENSPANG00000012355	1:1	759921
ENSMUSG00000058638	ENSPANG00000012245	n:1	
ENSMUSG00000060397	ENSPANG00000001782	1:1	267887
ENSMUSG00000054715	ENSPANG00000015371	1:1	
ENSMUSG00000012848	ENSPANG00000014392	1:1	
ENSMUSG00000004500	ENSPANG00000003803	1:m	
ENSMUSG00000004500	ENSPANG00000012180	1:m	268164
ENSMUSG00000033961	ENSPANG00000004007	1:1	727454
ENSMUSG00000030382	ENSPANG00000011136	1:1	551126
ENSMUSG00000005566	ENSPANG00000014391	1:1	515043
ENSMUSG00000049600	ENSPANG00000010839	1:1	555689
ENSMUSG00000033916	ENSPANG00000003200	1:1	775714
ENSMUSG00000005575	ENSPANG00000012027	1:1	840734
ENSMUSG00000030380	ENSPANG00000017028	1:1	756332
ENSMUSG00000070814	ENSPANG00000003733	1:1	532032
ENSMUSG00000056394	ENSPANG00000011694	1:1	733639
ENSMUSG00000033847	ENSPANG00000002963	1:1	731683
ENSMUSG00000005649	ENSPANG00000010797	1:1	554501
ENSMUSG00000074378	ENSPANG00000012802	1:1	280004
ENSMUSG00000078799	ENSPANG00000023867	n:1	
ENSMUSG00000070811	ENSPANG00000023867	n:1	
ENSMUSG00000078798	ENSPANG00000023867	n:1	787083
ENSMUSG00000074377	ENSPANG00000023867	n:1	
ENSMUSG00000074375	ENSPANG00000023867	n:1	
ENSMUSG00000070810	ENSPANG00000023867	n:1	
ENSMUSG00000030378	ENSPANG00000023867	n:1	
ENSMUSG00000041578	ENSPANG00000010183	1:1	727320
ENSMUSG00000041571	ENSPANG00000014328	1:1	762196
ENSMUSG00000041560	ENSPANG00000002964	1:1	495640
ENSMUSG00000074364	ENSPANG00000026345	1:1	643318
ENSMUSG00000070808	ENSPANG00000008089	1:1	775644
ENSMUSG00000078796	ENSPANG00000009364	1:1	266226
ENSMUSG00000006024	ENSPANG00000023325	1:1	865173
ENSMUSG00000006021	ENSPANG00000018368	1:1	767562
ENSMUSG00000030376	ENSPANG00000012944	1:1	815203
ENSMUSG00000041420	ENSPANG00000002238	1:1	850822
ENSMUSG00000006019	ENSPANG00000011774	1:1	846770
ENSMUSG00000074361	ENSPANG00000014955	1:1	721092
ENSMUSG00000049130	ENSPANG00000017663	1:1	657308
ENSMUSG00000091811	ENSPANG00000002239	1:1	264421
ENSMUSG00000041375	ENSPANG00000014927	1:1	774868
ENSMUSG00000002083	ENSPANG00000014625	1:1	261998
ENSMUSG00000052833	ENSPANG00000005314	1:1	755018
ENSMUSG00000059273	ENSPANG00000021115	1:1	553889
ENSMUSG00000019158	ENSPANG00000004010	1:1	784067
ENSMUSG00000001988	ENSPANG00000014704	1:1	730542
ENSMUSG00000058230	ENSPANG00000018862	1:1	850684
ENSMUSG00000007209	ENSPANG00000006496	1:1	
ENSMUSG00000008036	ENSPANG00000007938	1:1	839321
ENSMUSG00000001918	ENSPANG00000024227	1:1	507673
ENSMUSG00000048920	ENSPANG00000003944	1:1	815602
ENSMUSG00000030374	ENSPANG00000017664	1:1	609490
ENSMUSG00000041187	ENSPANG00000008367	1:1	556309
ENSMUSG00000078794	ENSPANG00000021672	1:1	555581
ENSMUSG00000063594	ENSPANG00000003828	1:1	807625
ENSMUSG00000043017	ENSPANG00000019287	1:1	833975
ENSMUSG00000019370	ENSPANG00000015474	n:1	
ENSMUSG00000070802	ENSPANG00000005194	1:1	261986
ENSMUSG00000041141	ENSPANG00000018286	1:1	753915
ENSMUSG00000041117	ENSPANG00000020252	1:1	
ENSMUSG00000003099	ENSPANG00000002966	1:1	547139
ENSMUSG00000004328	ENSPANG00000014598	1:1	762158
ENSMUSG00000030413	ENSPANG00000007858	1:1	
ENSMUSG00000074358	ENSPANG00000009365	1:1	550605
ENSMUSG00000051965	ENSPANG00000009327	1:1	777312
ENSMUSG00000048481	ENSPANG00000002240	1:1	556151
ENSMUSG00000044030	ENSPANG00000002641	1:1	824766
ENSMUSG00000040891	ENSPANG00000013224	1:1	809055
ENSMUSG00000023118	ENSPANG00000019930	1:1	860280
ENSMUSG00000040866	ENSPANG00000011597	1:1	816007
ENSMUSG00000030410	ENSPANG00000001288	1:1	665444
ENSMUSG00000030409	ENSPANG00000002664	1:1	554267
ENSMUSG00000040841	ENSPANG00000005316	1:1	779573
ENSMUSG00000085601	ENSPANG00000018287	1:1	697118
ENSMUSG00000050428	ENSPANG00000002640	1:1	799105
ENSMUSG00000030407	ENSPANG00000016116	1:1	798821
ENSMUSG00000040824	ENSPANG00000008802	1:m	753714
ENSMUSG00000040824	ENSPANG00000017743	1:m	
ENSMUSG00000030406	ENSPANG00000014706	1:1	657362
ENSMUSG00000040811	ENSPANG00000007941	1:1	548730
ENSMUSG00000044317	ENSPANG00000013282	1:1	270392
ENSMUSG00000052214	ENSPANG00000011599	1:1	709372
ENSMUSG00000030403	ENSPANG00000019931	1:1	551628
ENSMUSG00000030402	ENSPANG00000005403	1:1	551359
ENSMUSG00000003545	ENSPANG00000002665	1:1	793983
ENSMUSG00000003549	ENSPANG00000014628	1:1	803463
ENSMUSG00000047649	ENSPANG00000014599	1:1	790402
ENSMUSG00000040714	ENSPANG00000024512	1:1	555817
ENSMUSG00000030399	ENSPANG00000012803	1:1	829619
ENSMUSG00000030397	ENSPANG00000007316	1:1	552216
ENSMUSG00000002043	ENSPANG00000008090	1:1	541477
ENSMUSG00000060621	ENSPANG00000005270	1:1	790918
ENSMUSG00000051403	ENSPANG00000002967	1:1	553617
ENSMUSG00000044709	ENSPANG00000012354	1:1	264424
ENSMUSG00000011267	ENSPANG00000011600	1:1	741282
ENSMUSG00000061028	ENSPANG00000012804	1:1	547985
ENSMUSG00000002983	ENSPANG00000007219	1:1	759922
ENSMUSG00000002981	ENSPANG00000024331	1:1	832832
ENSMUSG00000002992	ENSPANG00000024333	1:1	776366
ENSMUSG00000074336	ENSPANG00000024334	1:1	774050
ENSMUSG00000040564	ENSPANG00000024326	1:1	772938
ENSMUSG00000002985	ENSPANG00000024325	1:1	553554
ENSMUSG00000062300	ENSPANG00000019932	1:1	550548
ENSMUSG00000002980	ENSPANG00000009464	1:1	552049
ENSMUSG00000040525	ENSPANG00000007942	1:1	762059
ENSMUSG00000053175	ENSPANG00000002241	1:1	750831
ENSMUSG00000014686	ENSPANG00000013475	1:1	555953
ENSMUSG00000049848	ENSPANG00000014707	1:1	757766
ENSMUSG00000040498	ENSPANG00000012805	1:1	
ENSMUSG00000060508	ENSPANG00000000348	n:1	656585
ENSMUSG00000045693	ENSPANG00000014877	n:1	
ENSMUSG00000057101	ENSPANG00000005271	1:1	557968
ENSMUSG00000047603	ENSPANG00000006495	1:1	555824
ENSMUSG00000050605	ENSPANG00000011697	1:1	
ENSMUSG00000074282	ENSPANG00000019290	1:1	556656
ENSMUSG00000030484	ENSPANG00000008092	1:1	776897
ENSMUSG00000002210	ENSPANG00000005272	1:1	693472
ENSMUSG00000062028	ENSPANG00000006955	1:1	740818
ENSMUSG00000046223	ENSPANG00000014600	1:1	769873
ENSMUSG00000054793	ENSPANG00000008093	1:1	553288
ENSMUSG00000064264	ENSPANG00000005273	1:1	261974
ENSMUSG00000041037	ENSPANG00000011862	1:1	777223
ENSMUSG00000011632	ENSPANG00000020938	1:1	769874
ENSMUSG00000051768	ENSPANG00000022719	1:1	857786
ENSMUSG00000066721	ENSPANG00000009698	1:1	551850
ENSMUSG00000064254	ENSPANG00000013980	1:1	662020
ENSMUSG00000057454	ENSPANG00000026276	1:1	787920
ENSMUSG00000062773	ENSPANG00000007650	1:1	308340
ENSMUSG00000045587	ENSPANG00000002968	1:1	
ENSMUSG00000062732	ENSPANG00000005404	1:1	308341
ENSMUSG00000011349	ENSPANG00000015477	1:1	773336
ENSMUSG00000040952	ENSPANG00000008041	1:1	829070
ENSMUSG00000003379	ENSPANG00000013982	1:1	773023
ENSMUSG00000040940	ENSPANG00000011864	1:1	571282
ENSMUSG00000108367	ENSPANG00000025406	1:1	259700
ENSMUSG00000003380	ENSPANG00000003146	1:1	530945
ENSMUSG00000040907	ENSPANG00000002667	1:1	
ENSMUSG00000003378	ENSPANG00000021116	1:1	770490
ENSMUSG00000045252	ENSPANG00000018272	1:1	555522
ENSMUSG00000008496	ENSPANG00000008094	1:1	830844
ENSMUSG00000054499	ENSPANG00000025405	1:1	764261
ENSMUSG00000046541	ENSPANG00000023873	1:1	762157
ENSMUSG00000057177	ENSPANG00000012948	1:1	548462
ENSMUSG00000040857	ENSPANG00000003832	1:1	268220
ENSMUSG00000005442	ENSPANG00000009039	1:1	551743
ENSMUSG00000005447	ENSPANG00000012468	1:1	683700
ENSMUSG00000058741	ENSPANG00000010671	1:1	309500
ENSMUSG00000043843	ENSPANG00000007222	1:1	727170
ENSMUSG00000045039	ENSPANG00000013862	1:1	551114
ENSMUSG00000063651	ENSPANG00000009950	1:1	498487
ENSMUSG00000003123	ENSPANG00000008662	1:1	675197
ENSMUSG00000060188	ENSPANG00000011863	1:1	764340
ENSMUSG00000074272	ENSPANG00000014708	1:1	
ENSMUSG00000054385	ENSPANG00000005738	1:1	556468
ENSMUSG00000074261	ENSPANG00000024551	1:1	260019
ENSMUSG00000057229	ENSPANG00000014011	1:1	758949
ENSMUSG00000059479	ENSPANG00000004864	1:1	263664
ENSMUSG00000060376	ENSPANG00000005274	1:1	858256
ENSMUSG00000061286	ENSPANG00000004945	1:1	847595
ENSMUSG00000061702	ENSPANG00000009466	1:1	276886
ENSMUSG00000063439	ENSPANG00000010100	1:1	777876
ENSMUSG00000002603	ENSPANG00000010720	1:1	830952
ENSMUSG00000002608	ENSPANG00000007096	1:1	547678
ENSMUSG00000040725	ENSPANG00000009467	1:1	749401
ENSMUSG00000002602	ENSPANG00000015478	1:1	551575
ENSMUSG00000040703	ENSPANG00000016669	1:1	819000
ENSMUSG00000030483	ENSPANG00000002668	n:1	818992
ENSMUSG00000040583	ENSPANG00000002668	n:1	
ENSMUSG00000040660	ENSPANG00000002668	n:1	
ENSMUSG00000074254	ENSPANG00000005923	n:m	
ENSMUSG00000074254	ENSPANG00000009951	n:m	
ENSMUSG00000040614	ENSPANG00000000348	n:1	
ENSMUSG00000040601	ENSPANG00000014877	n:1	
ENSMUSG00000054102	ENSPANG00000000348	n:1	
ENSMUSG00000040650	ENSPANG00000002668	n:1	
ENSMUSG00000066704	ENSPANG00000002668	n:1	
ENSMUSG00000049685	ENSPANG00000011602	1:1	818980
ENSMUSG00000005547	ENSPANG00000005923	n:m	
ENSMUSG00000005547	ENSPANG00000009951	n:m	818979
ENSMUSG00000078787	ENSPANG00000013606	1:1	819069
ENSMUSG00000058709	ENSPANG00000007894	1:1	261797
ENSMUSG00000053291	ENSPANG00000012031	1:1	522115
ENSMUSG00000095538	ENSPANG00000007225	n:1	
ENSMUSG00000089661	ENSPANG00000007225	n:1	779560
ENSMUSG00000061479	ENSPANG00000023874	1:1	531052
ENSMUSG00000078786	ENSPANG00000009468	1:1	829326
ENSMUSG00000003752	ENSPANG00000013321	1:1	769103
ENSMUSG00000003762	ENSPANG00000006681	1:1	777442
ENSMUSG00000063160	ENSPANG00000006756	1:1	795917
ENSMUSG00000040488	ENSPANG00000000994	1:1	554022
ENSMUSG00000089832	ENSPANG00000008097	1:1	818643
ENSMUSG00000011751	ENSPANG00000004579	1:1	553045
ENSMUSG00000040466	ENSPANG00000006498	1:1	552081
ENSMUSG00000055200	ENSPANG00000010470	1:1	
ENSMUSG00000053198	ENSPANG00000010722	1:1	551895
ENSMUSG00000040424	ENSPANG00000023225	1:1	556020
ENSMUSG00000003363	ENSPANG00000012951	1:1	846256
ENSMUSG00000049643	ENSPANG00000006757	1:1	815685
ENSMUSG00000004056	ENSPANG00000007275	1:1	551970
ENSMUSG00000007944	ENSPANG00000026428	1:1	552887
ENSMUSG00000057093	ENSPANG00000009953	n:1	696960
ENSMUSG00000030604	ENSPANG00000009953	n:1	
ENSMUSG00000020420	ENSPANG00000009953	n:1	
ENSMUSG00000063047	ENSPANG00000009953	n:1	
ENSMUSG00000030603	ENSPANG00000017750	1:1	848759
ENSMUSG00000047730	ENSPANG00000017440	1:1	553158
ENSMUSG00000046865	ENSPANG00000004118	1:1	850903
ENSMUSG00000002409	ENSPANG00000002933	1:1	551989
ENSMUSG00000046058	ENSPANG00000003943	1:1	264375
ENSMUSG00000070705	ENSPANG00000020421	1:1	264380
ENSMUSG00000046750	ENSPANG00000013634	1:1	610578
ENSMUSG00000003436	ENSPANG00000009954	1:1	267768
ENSMUSG00000003438	ENSPANG00000010724	1:1	708549
ENSMUSG00000003435	ENSPANG00000007383	1:1	547071
ENSMUSG00000037563	ENSPANG00000014767	1:m	
ENSMUSG00000037563	ENSPANG00000012953	1:m	783840
ENSMUSG00000037552	ENSPANG00000017788	1:1	557066
ENSMUSG00000044786	ENSPANG00000007276	1:1	495699
ENSMUSG00000003444	ENSPANG00000003599	1:1	761056
ENSMUSG00000003437	ENSPANG00000012954	1:1	850456
ENSMUSG00000109336	ENSPANG00000005278	1:1	769097
ENSMUSG00000060791	ENSPANG00000017751	1:1	835198
ENSMUSG00000059128	ENSPANG00000005739	n:m	
ENSMUSG00000059128	ENSPANG00000017789	n:m	
ENSMUSG00000060747	ENSPANG00000005739	n:m	757787
ENSMUSG00000060747	ENSPANG00000017789	n:m	
ENSMUSG00000084174	ENSPANG00000005590	1:1	264382
ENSMUSG00000047586	ENSPANG00000012371	1:1	835300
ENSMUSG00000030602	ENSPANG00000015374	1:1	552248
ENSMUSG00000037469	ENSPANG00000016119	1:1	491180
ENSMUSG00000037463	ENSPANG00000020848	1:1	835297
ENSMUSG00000030598	ENSPANG00000017369	1:1	835298
ENSMUSG00000045948	ENSPANG00000021673	1:1	809593
ENSMUSG00000070699	ENSPANG00000009514	1:1	844724
ENSMUSG00000096257	ENSPANG00000008100	1:1	274076
ENSMUSG00000030595	ENSPANG00000005320	1:1	555224
ENSMUSG00000015149	ENSPANG00000019522	1:1	653863
ENSMUSG00000051735	ENSPANG00000013635	1:1	268113
ENSMUSG00000015165	ENSPANG00000011867	1:1	804571
ENSMUSG00000053898	ENSPANG00000020886	1:1	547177
ENSMUSG00000053964	ENSPANG00000008542	1:1	847055
ENSMUSG00000053522	ENSPANG00000013636	1:1	697066
ENSMUSG00000054083	ENSPANG00000009955	1:1	530176
ENSMUSG00000054808	ENSPANG00000021674	1:1	552142
ENSMUSG00000053565	ENSPANG00000006758	1:1	773271
ENSMUSG00000037337	ENSPANG00000025341	1:1	
ENSMUSG00000030592	ENSPANG00000020887	1:1	772949
ENSMUSG00000030589	ENSPANG00000016161	1:1	267421
ENSMUSG00000030590	ENSPANG00000007584	1:1	779509
ENSMUSG00000037239	ENSPANG00000006214	1:1	831430
ENSMUSG00000031493	ENSPANG00000005444	1:1	562696
ENSMUSG00000030591	ENSPANG00000003152	1:1	822819
ENSMUSG00000046410	ENSPANG00000021675	1:1	749664
ENSMUSG00000030588	ENSPANG00000005740	1:1	496838
ENSMUSG00000030587	ENSPANG00000010968	1:1	261978
ENSMUSG00000074227	ENSPANG00000007178	1:1	799078
ENSMUSG00000037166	ENSPANG00000010571	1:1	812947
ENSMUSG00000030584	ENSPANG00000014112	1:1	856760
ENSMUSG00000047473	ENSPANG00000019660	1:1	557807
ENSMUSG00000062040	ENSPANG00000013983	1:m	559964
ENSMUSG00000062040	ENSPANG00000003153	1:m	
ENSMUSG00000059975	ENSPANG00000018445	1:1	555640
ENSMUSG00000053985	ENSPANG00000004843	1:1	560673
ENSMUSG00000098022	ENSPANG00000011871	1:1	268151
ENSMUSG00000078768	ENSPANG00000000983	1:1	269310
ENSMUSG00000049421	ENSPANG00000013548	1:1	559728
ENSMUSG00000074220	ENSPANG00000010969	1:1	268048
ENSMUSG00000037029	ENSPANG00000010104	1:1	
ENSMUSG00000074218	ENSPANG00000002971	1:1	765443
ENSMUSG00000001794	ENSPANG00000018990	1:1	549871
ENSMUSG00000006095	ENSPANG00000017031	1:1	818795
ENSMUSG00000019738	ENSPANG00000004508	1:1	859899
ENSMUSG00000100512	ENSPANG00000013573	1:1	733100
ENSMUSG00000013921	ENSPANG00000000379	1:1	775564
ENSMUSG00000042831	ENSPANG00000012372	1:1	526392
ENSMUSG00000019737	ENSPANG00000005878	1:1	785249
ENSMUSG00000074211	ENSPANG00000011284	1:1	786166
ENSMUSG00000036957	ENSPANG00000013637	1:1	550410
ENSMUSG00000030579	ENSPANG00000020941	1:1	775639
ENSMUSG00000064109	ENSPANG00000025199	1:1	782630
ENSMUSG00000036931	ENSPANG00000007859	1:1	815703
ENSMUSG00000006651	ENSPANG00000007946	1:1	854887
ENSMUSG00000036915	ENSPANG00000026205	1:1	549878
ENSMUSG00000036892	ENSPANG00000014161	1:1	804858
ENSMUSG00000036882	ENSPANG00000009588	1:1	734497
ENSMUSG00000036864	ENSPANG00000007587	1:1	709645
ENSMUSG00000036854	ENSPANG00000008104	1:1	727490
ENSMUSG00000036845	ENSPANG00000017373	1:1	709585
ENSMUSG00000006307	ENSPANG00000007179	1:1	551362
ENSMUSG00000006310	ENSPANG00000009043	1:1	738388
ENSMUSG00000006313	ENSPANG00000018900	1:1	778525
ENSMUSG00000006311	ENSPANG00000012973	1:1	742513
ENSMUSG00000036733	ENSPANG00000017032	1:1	552045
ENSMUSG00000078762	ENSPANG00000007588	1:1	823766
ENSMUSG00000005553	ENSPANG00000012373	1:1	523679
ENSMUSG00000061099	ENSPANG00000017399	1:1	
ENSMUSG00000046056	ENSPANG00000010970	1:1	555956
ENSMUSG00000074199	ENSPANG00000002972	1:1	742581
ENSMUSG00000030577	ENSPANG00000013639	1:1	800845
ENSMUSG00000036634	ENSPANG00000010184	1:1	551513
ENSMUSG00000056978	ENSPANG00000006647	n:1	
ENSMUSG00000050440	ENSPANG00000006647	n:1	305747
ENSMUSG00000058239	ENSPANG00000011040	1:1	754729
ENSMUSG00000001247	ENSPANG00000008544	1:1	836114
ENSMUSG00000046826	ENSPANG00000010971	1:1	747566
ENSMUSG00000009687	ENSPANG00000001149	1:1	765441
ENSMUSG00000036578	ENSPANG00000001148	1:1	686107
ENSMUSG00000036570	ENSPANG00000013574	1:1	782107
ENSMUSG00000036560	ENSPANG00000014049	1:1	765413
ENSMUSG00000001249	ENSPANG00000024281	1:1	552065
ENSMUSG00000019194	ENSPANG00000003156	1:1	782113
ENSMUSG00000001248	ENSPANG00000026206	1:1	651353
ENSMUSG00000052997	ENSPANG00000010229	1:1	
ENSMUSG00000002635	ENSPANG00000006737	1:1	855515
ENSMUSG00000036427	ENSPANG00000008545	1:1	744093
ENSMUSG00000066571	ENSPANG00000007898	1:1	785655
ENSMUSG00000066568	ENSPANG00000004462	1:1	547574
ENSMUSG00000030499	ENSPANG00000012956	1:1	
ENSMUSG00000060402	ENSPANG00000000268	1:1	724607
ENSMUSG00000063931	ENSPANG00000000267	1:1	719974
ENSMUSG00000056216	ENSPANG00000016413	1:1	795932
ENSMUSG00000034957	ENSPANG00000002974	1:1	742566
ENSMUSG00000030495	ENSPANG00000005447	1:1	756795
ENSMUSG00000001802	ENSPANG00000018901	1:1	824619
ENSMUSG00000063808	ENSPANG00000012374	1:1	832174
ENSMUSG00000030494	ENSPANG00000017034	1:1	792214
ENSMUSG00000030493	ENSPANG00000024282	1:1	814857
ENSMUSG00000023072	ENSPANG00000003158	1:1	550757
ENSMUSG00000030492	ENSPANG00000001204	1:1	756779
ENSMUSG00000034875	ENSPANG00000011363	1:1	834094
ENSMUSG00000056043	ENSPANG00000004020	1:1	802313
ENSMUSG00000030417	ENSPANG00000013640	1:1	859362
ENSMUSG00000043671	ENSPANG00000010375	1:1	719028
ENSMUSG00000021217	ENSPANG00000001076	1:1	794544
ENSMUSG00000043456	ENSPANG00000016643	1:1	790393
ENSMUSG00000002068	ENSPANG00000017035	1:1	850610
ENSMUSG00000054676	ENSPANG00000007899	1:1	805338
ENSMUSG00000074170	ENSPANG00000013107	1:1	754789
ENSMUSG00000030423	ENSPANG00000008546	1:1	495262
ENSMUSG00000060565	ENSPANG00000022011	n:1	
ENSMUSG00000053742	ENSPANG00000022011	n:1	731644
ENSMUSG00000039257	ENSPANG00000013391	1:1	804739
ENSMUSG00000091692	ENSPANG00000022011	n:1	
ENSMUSG00000048312	ENSPANG00000022011	n:1	
ENSMUSG00000072259	ENSPANG00000022011	n:1	
ENSMUSG00000092335	ENSPANG00000024623	1:1	
ENSMUSG00000030468	ENSPANG00000008418	1:m	555058
ENSMUSG00000030468	ENSPANG00000006809	1:m	
ENSMUSG00000004612	ENSPANG00000004573	1:1	730514
ENSMUSG00000038973	ENSPANG00000010374	1:1	725306
ENSMUSG00000004610	ENSPANG00000004009	n:1	744060
ENSMUSG00000107482	ENSPANG00000004009	n:1	
ENSMUSG00000070604	ENSPANG00000014780	1:1	776386
ENSMUSG00000013367	ENSPANG00000011769	1:1	
ENSMUSG00000013353	ENSPANG00000010226	1:1	271983
ENSMUSG00000004609	ENSPANG00000015649	n:m	
ENSMUSG00000004609	ENSPANG00000010473	n:m	
ENSMUSG00000004609	ENSPANG00000018716	n:m	
ENSMUSG00000030474	ENSPANG00000001246	1:m	564309
ENSMUSG00000030474	ENSPANG00000002298	1:m	
ENSMUSG00000038888	ENSPANG00000001245	1:1	808125
ENSMUSG00000044737	ENSPANG00000004037	1:1	558359
ENSMUSG00000054046	ENSPANG00000022131	1:m	
ENSMUSG00000054046	ENSPANG00000002299	1:m	552951
ENSMUSG00000064023	ENSPANG00000012210	1:1	554299
ENSMUSG00000030713	ENSPANG00000004574	1:1	557259
ENSMUSG00000050063	ENSPANG00000007272	1:1	556641
ENSMUSG00000074155	ENSPANG00000011470	1:1	554186
ENSMUSG00000006948	ENSPANG00000014278	1:1	560407
ENSMUSG00000055193	ENSPANG00000001185	1:1	560883
ENSMUSG00000063089	ENSPANG00000012794	n:m	
ENSMUSG00000063089	ENSPANG00000004575	n:m	
ENSMUSG00000063089	ENSPANG00000004628	n:m	
ENSMUSG00000063133	ENSPANG00000012794	n:m	
ENSMUSG00000063133	ENSPANG00000004575	n:m	569760
ENSMUSG00000063133	ENSPANG00000004628	n:m	
ENSMUSG00000059042	ENSPANG00000012794	n:m	
ENSMUSG00000059042	ENSPANG00000004575	n:m	
ENSMUSG00000059042	ENSPANG00000004628	n:m	
ENSMUSG00000044485	ENSPANG00000012794	n:m	
ENSMUSG00000044485	ENSPANG00000004575	n:m	
ENSMUSG00000044485	ENSPANG00000004628	n:m	
ENSMUSG00000053719	ENSPANG00000012794	n:m	
ENSMUSG00000053719	ENSPANG00000004575	n:m	
ENSMUSG00000053719	ENSPANG00000004628	n:m	
ENSMUSG00000066516	ENSPANG00000012794	n:m	
ENSMUSG00000066516	ENSPANG00000004575	n:m	
ENSMUSG00000066516	ENSPANG00000004628	n:m	
ENSMUSG00000038968	ENSPANG00000012794	n:m	
ENSMUSG00000038968	ENSPANG00000004575	n:m	
ENSMUSG00000038968	ENSPANG00000004628	n:m	
