Transcript.ID	Gene.ID	Gene.Type
ENSDART00000093187	ENSDARG00000063646	protein_coding
ENSDART00000093193	ENSDARG00000075274	protein_coding
ENSDART00000093199	ENSDARG00000063649	protein_coding
ENSDART00000093228	ENSDARG00000063665	protein_coding
ENSDART00000093232	ENSDARG00000063663	protein_coding
ENSDART00000093236	ENSDARG00000063672	protein_coding
ENSDART00000093247	ENSDARG00000104596	protein_coding
ENSDART00000093250	ENSDARG00000076262	protein_coding
ENSDART00000093256	ENSDARG00000063677	protein_coding
ENSDART00000093269	ENSDARG00000052900	protein_coding
ENSDART00000093277	ENSDARG00000063684	protein_coding
ENSDART00000093281	ENSDARG00000063682	protein_coding
ENSDART00000093289	ENSDARG00000063686	protein_coding
ENSDART00000093298	ENSDARG00000010472	protein_coding
ENSDART00000093304	ENSDARG00000063690	protein_coding
ENSDART00000093310	ENSDARG00000071375	protein_coding
ENSDART00000093312	ENSDARG00000071375	protein_coding
ENSDART00000093331	ENSDARG00000063701	protein_coding
ENSDART00000093339	ENSDARG00000063706	protein_coding
ENSDART00000093343	ENSDARG00000009242	protein_coding
ENSDART00000093358	ENSDARG00000077830	protein_coding
ENSDART00000093365	ENSDARG00000069765	protein_coding
ENSDART00000093368	ENSDARG00000063713	protein_coding
ENSDART00000093383	ENSDARG00000063718	protein_coding
ENSDART00000093402	ENSDARG00000063726	protein_coding
ENSDART00000093412	ENSDARG00000063730	protein_coding
ENSDART00000093415	ENSDARG00000063731	protein_coding
ENSDART00000093427	ENSDARG00000063732	protein_coding
ENSDART00000093583	ENSDARG00000063882	protein_coding
ENSDART00000093596	ENSDARG00000063895	protein_coding
ENSDART00000093600	ENSDARG00000063899	protein_coding
ENSDART00000093606	ENSDARG00000063905	protein_coding
ENSDART00000093609	ENSDARG00000063908	protein_coding
ENSDART00000093611	ENSDARG00000063910	protein_coding
ENSDART00000093612	ENSDARG00000063911	protein_coding
ENSDART00000093613	ENSDARG00000063912	protein_coding
ENSDART00000093615	ENSDARG00000063914	protein_coding
ENSDART00000093617	ENSDARG00000063916	protein_coding
ENSDART00000093618	ENSDARG00000063917	protein_coding
ENSDART00000093622	ENSDARG00000063921	protein_coding
ENSDART00000093623	ENSDARG00000063922	protein_coding
ENSDART00000093625	ENSDARG00000063924	protein_coding
ENSDART00000097144	ENSDARG00000067507	protein_coding
ENSDART00000097149	ENSDARG00000082979	protein_coding
ENSDART00000097160	ENSDARG00000067517	protein_coding
ENSDART00000097163	ENSDARG00000067520	protein_coding
ENSDART00000097164	ENSDARG00000003803	protein_coding
ENSDART00000097168	ENSDARG00000055841	protein_coding
ENSDART00000097176	ENSDARG00000074639	protein_coding
ENSDART00000097194	ENSDARG00000008153	protein_coding
ENSDART00000097196	ENSDARG00000009361	protein_coding
ENSDART00000097198	ENSDARG00000079645	protein_coding
ENSDART00000097201	ENSDARG00000077115	protein_coding
ENSDART00000097202	ENSDARG00000087913	protein_coding
ENSDART00000097213	ENSDARG00000067544	protein_coding
ENSDART00000097214	ENSDARG00000067545	protein_coding
ENSDART00000097217	ENSDARG00000067546	protein_coding
ENSDART00000097221	ENSDARG00000067549	protein_coding
ENSDART00000097244	ENSDARG00000067560	protein_coding
ENSDART00000097249	ENSDARG00000028087	protein_coding
ENSDART00000097250	ENSDARG00000067563	protein_coding
ENSDART00000097251	ENSDARG00000067564	protein_coding
ENSDART00000097254	ENSDARG00000067566	protein_coding
ENSDART00000097256	ENSDARG00000067567	protein_coding
ENSDART00000097259	ENSDARG00000041006	protein_coding
ENSDART00000097273	ENSDARG00000077060	protein_coding
ENSDART00000097274	ENSDARG00000002670	protein_coding
ENSDART00000097276	ENSDARG00000040640	protein_coding
ENSDART00000097295	ENSDARG00000036558	protein_coding
ENSDART00000097307	ENSDARG00000067591	protein_coding
ENSDART00000097308	ENSDARG00000067592	protein_coding
ENSDART00000097312	ENSDARG00000067593	protein_coding
ENSDART00000097316	ENSDARG00000076075	protein_coding
ENSDART00000097318	ENSDARG00000067596	protein_coding
ENSDART00000097320	ENSDARG00000074531	protein_coding
ENSDART00000097325	ENSDARG00000021004	protein_coding
ENSDART00000097326	ENSDARG00000067599	protein_coding
ENSDART00000097328	ENSDARG00000067601	protein_coding
ENSDART00000097330	ENSDARG00000009281	protein_coding
ENSDART00000097338	ENSDARG00000067605	protein_coding
ENSDART00000097340	ENSDARG00000067606	protein_coding
ENSDART00000097345	ENSDARG00000056394	protein_coding
ENSDART00000097351	ENSDARG00000067608	protein_coding
ENSDART00000097357	ENSDARG00000051940	protein_coding
ENSDART00000097359	ENSDARG00000067613	protein_coding
ENSDART00000097363	ENSDARG00000077078	protein_coding
ENSDART00000097374	ENSDARG00000029372	protein_coding
ENSDART00000097381	ENSDARG00000067630	protein_coding
ENSDART00000097386	ENSDARG00000076093	protein_coding
ENSDART00000097388	ENSDARG00000043012	protein_coding
ENSDART00000097395	ENSDARG00000067639	protein_coding
ENSDART00000097424	ENSDARG00000067656	protein_coding
ENSDART00000097429	ENSDARG00000067658	protein_coding
ENSDART00000097433	ENSDARG00000029764	protein_coding
ENSDART00000097450	ENSDARG00000067664	protein_coding
ENSDART00000097455	ENSDARG00000067665	protein_coding
ENSDART00000097460	ENSDARG00000052734	protein_coding
ENSDART00000097465	ENSDARG00000067668	protein_coding
ENSDART00000097466	ENSDARG00000059719	protein_coding
ENSDART00000097468	ENSDARG00000067669	protein_coding
ENSDART00000097469	ENSDARG00000052190	protein_coding
ENSDART00000097471	ENSDARG00000067672	protein_coding
ENSDART00000097473	ENSDARG00000067673	protein_coding
ENSDART00000097500	ENSDARG00000078659	protein_coding
ENSDART00000097504	ENSDARG00000103864	protein_coding
ENSDART00000097520	ENSDARG00000067710	protein_coding
ENSDART00000097522	ENSDARG00000067711	protein_coding
ENSDART00000097525	ENSDARG00000067713	protein_coding
ENSDART00000097526	ENSDARG00000067714	protein_coding
ENSDART00000097528	ENSDARG00000005186	protein_coding
ENSDART00000097530	ENSDARG00000079456	protein_coding
ENSDART00000097531	ENSDARG00000067717	protein_coding
ENSDART00000097533	ENSDARG00000067719	protein_coding
ENSDART00000097540	ENSDARG00000041340	protein_coding
ENSDART00000097541	ENSDARG00000067725	protein_coding
ENSDART00000097543	ENSDARG00000067727	protein_coding
ENSDART00000097546	ENSDARG00000067729	protein_coding
ENSDART00000097547	ENSDARG00000067730	protein_coding
ENSDART00000097580	ENSDARG00000067752	protein_coding
ENSDART00000097583	ENSDARG00000093313	protein_coding
ENSDART00000097587	ENSDARG00000004455	protein_coding
ENSDART00000097600	ENSDARG00000067767	protein_coding
ENSDART00000097608	ENSDARG00000067770	protein_coding
ENSDART00000097618	ENSDARG00000032482	protein_coding
ENSDART00000097625	ENSDARG00000067777	protein_coding
ENSDART00000097626	ENSDARG00000067781	protein_coding
ENSDART00000097631	ENSDARG00000067784	protein_coding
ENSDART00000097644	ENSDARG00000027112	protein_coding
ENSDART00000097645	ENSDARG00000033635	protein_coding
ENSDART00000097648	ENSDARG00000067795	protein_coding
ENSDART00000097651	ENSDARG00000039951	protein_coding
ENSDART00000097664	ENSDARG00000067801	protein_coding
ENSDART00000097668	ENSDARG00000096449	protein_coding
ENSDART00000097670	ENSDARG00000067805	protein_coding
ENSDART00000097671	ENSDARG00000067806	protein_coding
ENSDART00000097677	ENSDARG00000009939	protein_coding
ENSDART00000097679	ENSDARG00000067813	protein_coding
ENSDART00000097683	ENSDARG00000067814	protein_coding
ENSDART00000097684	ENSDARG00000020178	protein_coding
ENSDART00000097685	ENSDARG00000067815	protein_coding
ENSDART00000097686	ENSDARG00000053716	protein_coding
ENSDART00000097690	ENSDARG00000067817	protein_coding
ENSDART00000097695	ENSDARG00000067824	protein_coding
ENSDART00000097696	ENSDARG00000067825	protein_coding
ENSDART00000097710	ENSDARG00000067829	protein_coding
ENSDART00000097712	ENSDARG00000035339	protein_coding
ENSDART00000097714	ENSDARG00000067831	protein_coding
ENSDART00000097716	ENSDARG00000067832	protein_coding
ENSDART00000097729	ENSDARG00000067838	protein_coding
ENSDART00000097731	ENSDARG00000021150	protein_coding
ENSDART00000097732	ENSDARG00000015707	protein_coding
ENSDART00000097738	ENSDARG00000014910	protein_coding
ENSDART00000097748	ENSDARG00000067847	protein_coding
ENSDART00000097751	ENSDARG00000067848	protein_coding
ENSDART00000097753	ENSDARG00000067848	protein_coding
ENSDART00000097754	ENSDARG00000012860	protein_coding
ENSDART00000097755	ENSDARG00000067850	protein_coding
ENSDART00000097756	ENSDARG00000067851	protein_coding
ENSDART00000097770	ENSDARG00000026820	protein_coding
ENSDART00000097773	ENSDARG00000067859	protein_coding
ENSDART00000097792	ENSDARG00000009031	protein_coding
ENSDART00000097796	ENSDARG00000077906	protein_coding
ENSDART00000097799	ENSDARG00000095032	protein_coding
ENSDART00000097810	ENSDARG00000078312	protein_coding
ENSDART00000097827	ENSDARG00000074684	protein_coding
ENSDART00000097836	ENSDARG00000028912	protein_coding
ENSDART00000097845	ENSDARG00000023627	protein_coding
ENSDART00000097863	ENSDARG00000067912	protein_coding
ENSDART00000097864	ENSDARG00000052419	protein_coding
ENSDART00000097865	ENSDARG00000067913	protein_coding
ENSDART00000097868	ENSDARG00000067916	protein_coding
ENSDART00000097872	ENSDARG00000088753	protein_coding
ENSDART00000097874	ENSDARG00000019128	protein_coding
ENSDART00000097877	ENSDARG00000088615	protein_coding
ENSDART00000097882	ENSDARG00000067925	protein_coding
ENSDART00000097888	ENSDARG00000067927	protein_coding
ENSDART00000097919	ENSDARG00000018914	protein_coding
ENSDART00000097932	ENSDARG00000074510	protein_coding
ENSDART00000097934	ENSDARG00000015002	protein_coding
ENSDART00000097935	ENSDARG00000060578	protein_coding
ENSDART00000097939	ENSDARG00000067950	protein_coding
ENSDART00000097945	ENSDARG00000027501	protein_coding
ENSDART00000097960	ENSDARG00000059398	protein_coding
ENSDART00000097964	ENSDARG00000074069	protein_coding
ENSDART00000097975	ENSDARG00000034368	protein_coding
ENSDART00000097982	ENSDARG00000067964	protein_coding
ENSDART00000097991	ENSDARG00000067966	protein_coding
ENSDART00000098009	ENSDARG00000026988	protein_coding
ENSDART00000098010	ENSDARG00000035415	protein_coding
ENSDART00000098020	ENSDARG00000103252	protein_coding
ENSDART00000098022	ENSDARG00000067976	protein_coding
ENSDART00000098031	ENSDARG00000008703	protein_coding
ENSDART00000098033	ENSDARG00000008322	protein_coding
ENSDART00000098038	ENSDARG00000028118	protein_coding
ENSDART00000098041	ENSDARG00000074666	protein_coding
ENSDART00000098045	ENSDARG00000067984	protein_coding
ENSDART00000098052	ENSDARG00000078065	protein_coding
ENSDART00000098053	ENSDARG00000057620	protein_coding
ENSDART00000098054	ENSDARG00000094131	protein_coding
ENSDART00000098057	ENSDARG00000052971	protein_coding
ENSDART00000098058	ENSDARG00000076969	protein_coding
ENSDART00000098059	ENSDARG00000018460	protein_coding
ENSDART00000098072	ENSDARG00000102414	protein_coding
ENSDART00000098076	ENSDARG00000067996	protein_coding
ENSDART00000098082	ENSDARG00000067999	protein_coding
ENSDART00000098083	ENSDARG00000069848	protein_coding
ENSDART00000098101	ENSDARG00000018936	protein_coding
ENSDART00000098108	ENSDARG00000044501	protein_coding
ENSDART00000098112	ENSDARG00000068018	protein_coding
ENSDART00000098123	ENSDARG00000068021	protein_coding
ENSDART00000098135	ENSDARG00000068026	protein_coding
ENSDART00000098143	ENSDARG00000017038	protein_coding
ENSDART00000098148	ENSDARG00000068030	protein_coding
ENSDART00000098160	ENSDARG00000068036	protein_coding
ENSDART00000098163	ENSDARG00000035468	protein_coding
ENSDART00000098172	ENSDARG00000035470	protein_coding
ENSDART00000098173	ENSDARG00000046048	protein_coding
ENSDART00000098174	ENSDARG00000008983	protein_coding
ENSDART00000098197	ENSDARG00000035471	protein_coding
ENSDART00000098209	ENSDARG00000068064	protein_coding
ENSDART00000098210	ENSDARG00000073995	protein_coding
ENSDART00000098239	ENSDARG00000025403	protein_coding
ENSDART00000098246	ENSDARG00000025403	protein_coding
ENSDART00000098247	ENSDARG00000068082	protein_coding
ENSDART00000098253	ENSDARG00000060944	protein_coding
ENSDART00000098259	ENSDARG00000035732	protein_coding
ENSDART00000098263	ENSDARG00000021209	protein_coding
ENSDART00000098265	ENSDARG00000027290	protein_coding
ENSDART00000098267	ENSDARG00000027290	protein_coding
ENSDART00000098269	ENSDARG00000058115	protein_coding
ENSDART00000098271	ENSDARG00000068086	protein_coding
ENSDART00000098273	ENSDARG00000068088	protein_coding
ENSDART00000098277	ENSDARG00000080006	protein_coding
ENSDART00000098282	ENSDARG00000068098	protein_coding
ENSDART00000098284	ENSDARG00000053293	protein_coding
ENSDART00000098285	ENSDARG00000068096	protein_coding
ENSDART00000098292	ENSDARG00000068103	protein_coding
ENSDART00000098297	ENSDARG00000068104	protein_coding
ENSDART00000098300	ENSDARG00000007709	protein_coding
ENSDART00000098303	ENSDARG00000001721	protein_coding
ENSDART00000098307	ENSDARG00000004594	protein_coding
ENSDART00000098308	ENSDARG00000017255	protein_coding
ENSDART00000098311	ENSDARG00000068110	protein_coding
ENSDART00000098315	ENSDARG00000068114	protein_coding
ENSDART00000098319	ENSDARG00000068123	protein_coding
ENSDART00000098326	ENSDARG00000068124	protein_coding
ENSDART00000098330	ENSDARG00000068126	protein_coding
ENSDART00000098334	ENSDARG00000068128	protein_coding
ENSDART00000098336	ENSDARG00000068130	protein_coding
ENSDART00000098346	ENSDARG00000002538	protein_coding
ENSDART00000098347	ENSDARG00000068138	protein_coding
ENSDART00000098350	ENSDARG00000097612	protein_coding
ENSDART00000098355	ENSDARG00000068141	protein_coding
ENSDART00000098356	ENSDARG00000060879	protein_coding
ENSDART00000098357	ENSDARG00000068143	protein_coding
ENSDART00000098360	ENSDARG00000068148	protein_coding
ENSDART00000098361	ENSDARG00000068144	protein_coding
ENSDART00000098363	ENSDARG00000068149	protein_coding
ENSDART00000098364	ENSDARG00000068157	protein_coding
ENSDART00000098374	ENSDARG00000090824	protein_coding
ENSDART00000098390	ENSDARG00000040286	protein_coding
ENSDART00000098391	ENSDARG00000063437	protein_coding
ENSDART00000098394	ENSDARG00000058822	protein_coding
ENSDART00000098400	ENSDARG00000075437	protein_coding
ENSDART00000098412	ENSDARG00000038359	protein_coding
ENSDART00000098415	ENSDARG00000068175	protein_coding
ENSDART00000098417	ENSDARG00000068177	protein_coding
ENSDART00000098419	ENSDARG00000040503	protein_coding
ENSDART00000098421	ENSDARG00000068176	protein_coding
ENSDART00000098424	ENSDARG00000068179	protein_coding
ENSDART00000098430	ENSDARG00000068181	protein_coding
ENSDART00000098438	ENSDARG00000068187	protein_coding
ENSDART00000098439	ENSDARG00000015057	protein_coding
ENSDART00000098446	ENSDARG00000056386	protein_coding
ENSDART00000098450	ENSDARG00000089060	protein_coding
ENSDART00000098453	ENSDARG00000068191	protein_coding
ENSDART00000098461	ENSDARG00000011863	protein_coding
ENSDART00000098467	ENSDARG00000035571	protein_coding
ENSDART00000098468	ENSDARG00000051853	protein_coding
ENSDART00000098472	ENSDARG00000068193	protein_coding
ENSDART00000098473	ENSDARG00000068194	protein_coding
ENSDART00000098476	ENSDARG00000051854	protein_coding
ENSDART00000098499	ENSDARG00000044807	protein_coding
ENSDART00000098500	ENSDARG00000056477	protein_coding
ENSDART00000098504	ENSDARG00000068208	protein_coding
ENSDART00000098514	ENSDARG00000003091	protein_coding
ENSDART00000098520	ENSDARG00000068213	protein_coding
ENSDART00000098525	ENSDARG00000068217	protein_coding
ENSDART00000098527	ENSDARG00000021859	protein_coding
ENSDART00000098528	ENSDARG00000068219	protein_coding
ENSDART00000098529	ENSDARG00000068220	protein_coding
ENSDART00000098531	ENSDARG00000094681	protein_coding
ENSDART00000098540	ENSDARG00000061159	protein_coding
ENSDART00000098545	ENSDARG00000068227	protein_coding
ENSDART00000098547	ENSDARG00000007425	protein_coding
ENSDART00000098563	ENSDARG00000068246	protein_coding
ENSDART00000098565	ENSDARG00000068231	protein_coding
ENSDART00000098567	ENSDARG00000016545	protein_coding
ENSDART00000098571	ENSDARG00000068233	protein_coding
ENSDART00000098575	ENSDARG00000068240	protein_coding
ENSDART00000098578	ENSDARG00000008979	protein_coding
ENSDART00000098590	ENSDARG00000056281	protein_coding
ENSDART00000098592	ENSDARG00000078841	protein_coding
ENSDART00000098593	ENSDARG00000000837	protein_coding
ENSDART00000098599	ENSDARG00000068250	protein_coding
ENSDART00000098600	ENSDARG00000061419	protein_coding
ENSDART00000098604	ENSDARG00000035514	protein_coding
ENSDART00000098610	ENSDARG00000018312	protein_coding
ENSDART00000098615	ENSDARG00000068255	protein_coding
ENSDART00000098616	ENSDARG00000068256	protein_coding
ENSDART00000098622	ENSDARG00000068258	protein_coding
ENSDART00000098627	ENSDARG00000068261	protein_coding
ENSDART00000098632	ENSDARG00000054454	protein_coding
ENSDART00000098634	ENSDARG00000041853	protein_coding
ENSDART00000098635	ENSDARG00000068262	protein_coding
ENSDART00000098636	ENSDARG00000068263	protein_coding
ENSDART00000098640	ENSDARG00000068264	protein_coding
ENSDART00000098641	ENSDARG00000021584	protein_coding
ENSDART00000098643	ENSDARG00000068265	protein_coding
ENSDART00000098648	ENSDARG00000018329	protein_coding
ENSDART00000098659	ENSDARG00000046013	protein_coding
ENSDART00000098662	ENSDARG00000063019	protein_coding
ENSDART00000098667	ENSDARG00000011065	protein_coding
ENSDART00000098668	ENSDARG00000077007	protein_coding
ENSDART00000098671	ENSDARG00000068274	protein_coding
ENSDART00000098673	ENSDARG00000068275	protein_coding
ENSDART00000098682	ENSDARG00000002405	protein_coding
ENSDART00000098687	ENSDARG00000068280	protein_coding
ENSDART00000098688	ENSDARG00000068283	protein_coding
ENSDART00000098690	ENSDARG00000068283	protein_coding
ENSDART00000098691	ENSDARG00000040635	protein_coding
ENSDART00000098692	ENSDARG00000078216	protein_coding
ENSDART00000098696	ENSDARG00000077818	protein_coding
ENSDART00000098701	ENSDARG00000068286	protein_coding
ENSDART00000098705	ENSDARG00000068290	protein_coding
ENSDART00000098706	ENSDARG00000068288	protein_coding
ENSDART00000098707	ENSDARG00000012378	protein_coding
ENSDART00000098712	ENSDARG00000068291	protein_coding
ENSDART00000098727	ENSDARG00000056833	protein_coding
ENSDART00000098729	ENSDARG00000068303	protein_coding
ENSDART00000098731	ENSDARG00000029234	protein_coding
ENSDART00000098734	ENSDARG00000014731	protein_coding
ENSDART00000098736	ENSDARG00000068305	protein_coding
ENSDART00000098750	ENSDARG00000027600	protein_coding
ENSDART00000098788	ENSDARG00000011533	protein_coding
ENSDART00000098791	ENSDARG00000011533	protein_coding
ENSDART00000098795	ENSDARG00000068344	protein_coding
ENSDART00000098806	ENSDARG00000061439	protein_coding
ENSDART00000098815	ENSDARG00000044815	protein_coding
ENSDART00000098822	ENSDARG00000013615	protein_coding
ENSDART00000098826	ENSDARG00000077915	protein_coding
ENSDART00000098831	ENSDARG00000018534	protein_coding
ENSDART00000098832	ENSDARG00000068366	protein_coding
ENSDART00000098833	ENSDARG00000068367	protein_coding
ENSDART00000098834	ENSDARG00000008784	protein_coding
ENSDART00000098840	ENSDARG00000068370	protein_coding
ENSDART00000098844	ENSDARG00000078271	protein_coding
ENSDART00000098850	ENSDARG00000031044	protein_coding
ENSDART00000098865	ENSDARG00000017105	protein_coding
ENSDART00000098878	ENSDARG00000040443	protein_coding
ENSDART00000098881	ENSDARG00000068387	protein_coding
ENSDART00000098884	ENSDARG00000042637	protein_coding
ENSDART00000098889	ENSDARG00000054272	protein_coding
ENSDART00000098896	ENSDARG00000040427	protein_coding
ENSDART00000098904	ENSDARG00000008454	protein_coding
ENSDART00000098906	ENSDARG00000068397	protein_coding
ENSDART00000098911	ENSDARG00000068398	protein_coding
ENSDART00000098912	ENSDARG00000068400	protein_coding
ENSDART00000098914	ENSDARG00000068401	protein_coding
ENSDART00000098924	ENSDARG00000068290	protein_coding
ENSDART00000098925	ENSDARG00000068409	protein_coding
ENSDART00000098927	ENSDARG00000034777	protein_coding
ENSDART00000098932	ENSDARG00000056605	protein_coding
ENSDART00000098940	ENSDARG00000068417	protein_coding
ENSDART00000098942	ENSDARG00000052164	protein_coding
ENSDART00000098952	ENSDARG00000077217	protein_coding
ENSDART00000098958	ENSDARG00000068421	protein_coding
ENSDART00000098968	ENSDARG00000068428	protein_coding
ENSDART00000098969	ENSDARG00000042452	protein_coding
ENSDART00000098970	ENSDARG00000016999	protein_coding
ENSDART00000098972	ENSDARG00000010758	protein_coding
ENSDART00000098975	ENSDARG00000042452	protein_coding
ENSDART00000098976	ENSDARG00000068432	protein_coding
ENSDART00000098980	ENSDARG00000077897	protein_coding
ENSDART00000098982	ENSDARG00000068436	protein_coding
ENSDART00000098986	ENSDARG00000068438	protein_coding
ENSDART00000098988	ENSDARG00000055595	protein_coding
ENSDART00000099003	ENSDARG00000069432	protein_coding
ENSDART00000099015	ENSDARG00000068457	protein_coding
ENSDART00000099016	ENSDARG00000068453	protein_coding
ENSDART00000099019	ENSDARG00000068456	protein_coding
ENSDART00000099021	ENSDARG00000055225	protein_coding
ENSDART00000099023	ENSDARG00000027602	protein_coding
ENSDART00000099024	ENSDARG00000061024	protein_coding
ENSDART00000099027	ENSDARG00000055232	protein_coding
ENSDART00000099030	ENSDARG00000053448	protein_coding
ENSDART00000099031	ENSDARG00000068465	protein_coding
ENSDART00000099033	ENSDARG00000091558	protein_coding
ENSDART00000099040	ENSDARG00000003820	protein_coding
ENSDART00000099041	ENSDARG00000068468	protein_coding
ENSDART00000099046	ENSDARG00000036489	protein_coding
ENSDART00000099052	ENSDARG00000068474	protein_coding
ENSDART00000099056	ENSDARG00000068478	protein_coding
ENSDART00000099060	ENSDARG00000086247	protein_coding
ENSDART00000099074	ENSDARG00000068493	protein_coding
ENSDART00000099078	ENSDARG00000038826	protein_coding
ENSDART00000099083	ENSDARG00000068503	protein_coding
ENSDART00000099084	ENSDARG00000068503	protein_coding
ENSDART00000099087	ENSDARG00000067828	protein_coding
ENSDART00000099089	ENSDARG00000067805	protein_coding
ENSDART00000099094	ENSDARG00000098492	protein_coding
ENSDART00000099102	ENSDARG00000013843	protein_coding
ENSDART00000099121	ENSDARG00000094709	protein_coding
ENSDART00000099130	ENSDARG00000056154	protein_coding
ENSDART00000099131	ENSDARG00000068515	protein_coding
ENSDART00000099139	ENSDARG00000068520	protein_coding
ENSDART00000099142	ENSDARG00000088192	protein_coding
ENSDART00000099154	ENSDARG00000068528	protein_coding
ENSDART00000099156	ENSDARG00000078171	protein_coding
ENSDART00000099157	ENSDARG00000061371	protein_coding
ENSDART00000099165	ENSDARG00000023542	protein_coding
ENSDART00000099180	ENSDARG00000068551	protein_coding
ENSDART00000099184	ENSDARG00000091790	protein_coding
ENSDART00000099185	ENSDARG00000040615	protein_coding
ENSDART00000099192	ENSDARG00000068557	protein_coding
ENSDART00000099202	ENSDARG00000017217	protein_coding
ENSDART00000099208	ENSDARG00000055945	protein_coding
ENSDART00000099214	ENSDARG00000068572	protein_coding
ENSDART00000099224	ENSDARG00000020219	protein_coding
ENSDART00000099234	ENSDARG00000018854	protein_coding
ENSDART00000099235	ENSDARG00000068582	protein_coding
ENSDART00000099244	ENSDARG00000068586	protein_coding
ENSDART00000099247	ENSDARG00000068587	protein_coding
ENSDART00000099248	ENSDARG00000068587	protein_coding
ENSDART00000099252	ENSDARG00000068589	protein_coding
ENSDART00000099258	ENSDARG00000004262	protein_coding
ENSDART00000099259	ENSDARG00000038156	protein_coding
ENSDART00000099262	ENSDARG00000038159	protein_coding
ENSDART00000099270	ENSDARG00000068593	protein_coding
ENSDART00000099272	ENSDARG00000012030	protein_coding
ENSDART00000099276	ENSDARG00000068596	protein_coding
ENSDART00000099281	ENSDARG00000056330	protein_coding
ENSDART00000099283	ENSDARG00000068602	protein_coding
ENSDART00000099285	ENSDARG00000068601	protein_coding
ENSDART00000099290	ENSDARG00000095528	protein_coding
ENSDART00000099295	ENSDARG00000068609	protein_coding
ENSDART00000099302	ENSDARG00000026704	protein_coding
ENSDART00000099305	ENSDARG00000015907	protein_coding
ENSDART00000099313	ENSDARG00000068621	protein_coding
ENSDART00000099315	ENSDARG00000045857	protein_coding
ENSDART00000099320	ENSDARG00000026322	protein_coding
ENSDART00000099325	ENSDARG00000068624	protein_coding
ENSDART00000099326	ENSDARG00000062042	protein_coding
ENSDART00000099327	ENSDARG00000068628	protein_coding
ENSDART00000099333	ENSDARG00000068629	protein_coding
ENSDART00000099338	ENSDARG00000038432	protein_coding
ENSDART00000099340	ENSDARG00000038910	protein_coding
ENSDART00000099355	ENSDARG00000075977	protein_coding
ENSDART00000099359	ENSDARG00000068638	protein_coding
ENSDART00000099360	ENSDARG00000086352	protein_coding
ENSDART00000099364	ENSDARG00000068641	protein_coding
ENSDART00000099375	ENSDARG00000028784	protein_coding
ENSDART00000099378	ENSDARG00000068650	protein_coding
ENSDART00000099380	ENSDARG00000055056	protein_coding
ENSDART00000099389	ENSDARG00000068655	protein_coding
ENSDART00000099392	ENSDARG00000068657	protein_coding
ENSDART00000099395	ENSDARG00000068659	protein_coding
ENSDART00000099396	ENSDARG00000068663	protein_coding
ENSDART00000099397	ENSDARG00000068660	protein_coding
ENSDART00000099400	ENSDARG00000068661	protein_coding
ENSDART00000099405	ENSDARG00000068667	protein_coding
ENSDART00000099417	ENSDARG00000076082	protein_coding
ENSDART00000099420	ENSDARG00000091143	protein_coding
ENSDART00000099425	ENSDARG00000068680	protein_coding
ENSDART00000099426	ENSDARG00000068681	protein_coding
ENSDART00000099437	ENSDARG00000078101	protein_coding
ENSDART00000099439	ENSDARG00000008575	protein_coding
ENSDART00000099440	ENSDARG00000038305	protein_coding
ENSDART00000099446	ENSDARG00000068691	protein_coding
ENSDART00000099456	ENSDARG00000068698	protein_coding
ENSDART00000099462	ENSDARG00000068701	protein_coding
ENSDART00000099463	ENSDARG00000068702	protein_coding
ENSDART00000099467	ENSDARG00000068708	protein_coding
ENSDART00000099473	ENSDARG00000033901	protein_coding
ENSDART00000099475	ENSDARG00000068710	protein_coding
ENSDART00000099476	ENSDARG00000068709	protein_coding
ENSDART00000099477	ENSDARG00000001910	protein_coding
ENSDART00000099479	ENSDARG00000068711	protein_coding
ENSDART00000099483	ENSDARG00000068713	protein_coding
ENSDART00000099486	ENSDARG00000044417	protein_coding
ENSDART00000099497	ENSDARG00000038672	protein_coding
ENSDART00000099501	ENSDARG00000068726	protein_coding
ENSDART00000099511	ENSDARG00000038121	protein_coding
ENSDART00000099512	ENSDARG00000005704	protein_coding
ENSDART00000099517	ENSDARG00000068729	protein_coding
ENSDART00000099520	ENSDARG00000043238	protein_coding
ENSDART00000099528	ENSDARG00000068732	protein_coding
ENSDART00000099532	ENSDARG00000079564	protein_coding
ENSDART00000099535	ENSDARG00000019707	protein_coding
ENSDART00000099537	ENSDARG00000068738	protein_coding
ENSDART00000099538	ENSDARG00000103229	protein_coding
ENSDART00000099545	ENSDARG00000068742	protein_coding
ENSDART00000099546	ENSDARG00000068745	protein_coding
ENSDART00000099552	ENSDARG00000068755	protein_coding
ENSDART00000099555	ENSDARG00000104328	protein_coding
ENSDART00000099566	ENSDARG00000068759	protein_coding
ENSDART00000099568	ENSDARG00000077608	protein_coding
ENSDART00000099570	ENSDARG00000068760	protein_coding
ENSDART00000099572	ENSDARG00000068761	protein_coding
ENSDART00000099581	ENSDARG00000038979	protein_coding
ENSDART00000099586	ENSDARG00000028815	protein_coding
ENSDART00000099600	ENSDARG00000094277	protein_coding
ENSDART00000099601	ENSDARG00000068784	protein_coding
ENSDART00000099602	ENSDARG00000027141	protein_coding
ENSDART00000099604	ENSDARG00000068782	protein_coding
ENSDART00000099607	ENSDARG00000068787	protein_coding
ENSDART00000099611	ENSDARG00000058389	protein_coding
